id	CAS	smiles	status	exp
286	97886-45-8	O=C(c1c(nc(c(C(=O)SC)c1CC(C)C)C(F)(F)F)C(F)F)SC	Training	0
287	98886-44-3	O=C1N(CCS1)P(=O)(OCC)SC(C)CC	Test	0
288	98967-40-9	O=S(=O)(Nc1c(F)cccc1(F))c2nc3nc(ccn3(n2))C	Training	0
289	99-30-9	O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl	Test	0
291	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	0
292	100-01-6	O=[N+]([O-])c1ccc(N)cc1	Test	0
293	100-02-7	O=[N+]([O-])c1ccc(O)cc1	Training	0
294	100-37-8	OCCN(CC)CC	Test	0
295	100-51-6	OCc1ccccc1	Training	0
296	100-54-9	N#Cc1cnccc1	Test	0
300	101-20-2	O=C(Nc1ccc(cc1)Cl)Nc2ccc(c(c2)Cl)Cl	Test	0
301	101-54-2	Nc1ccc(cc1)Nc2ccccc2	Training	0
302	101-55-3	O(c1ccccc1)c2ccc(cc2)Br	Training	0
303	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Test	0
304	101-77-9	Nc1ccc(cc1)Cc2ccc(N)cc2	Training	0
305	101-80-4	O(c1ccc(N)cc1)c2ccc(N)cc2	Test	0
306	101-86-0	O=CC(=Cc1ccccc1)CCCCCC	Training	0
307	10161-33-8	O=C4C=C2C(=C1C=CC3(C)(C(O)CCC3(C1CC2)))CC4	Training	1
308	102-06-7	N(=C(N)Nc1ccccc1)c2ccccc2	Training	0
309	102-27-2	c1cc(cc(c1)C)NCC	Test	0
310	102-60-3	OC(C)CN(CCN(CC(O)C)CC(O)C)CC(O)C	Training	0
312	102-76-1	O=C(OCC(OC(=O)C)COC(=O)C)C	Training	0
314	10222-01-2	N#CC(C(=O)N)(Br)Br	Test	0
315	1024-57-3	O1C2C1C(C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Test	0
316	103-23-1	O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC	Training	0
317	103-24-2	O=C(OCC(CC)CCCC)CCCCCCCC(=O)OCC(CC)CCCC	Training	0
318	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	0
319	103-65-1	c1ccc(cc1)CCC	Test	0
320	103-69-5	c1ccc(cc1)NCC	Test	0
321	103-90-2	O=C(Nc1ccc(O)cc1)C	Training	0
322	1034-01-1	O=C(OCCCCCCCC)c1cc(O)c(O)c(O)c1	Test	1
323	104-40-5	Oc1ccc(cc1)CCCCCCCCC	Test	1
324	104-51-8	c1ccc(cc1)CCCC	Training	0
325	104-67-6	O=C1OC(CC1)CCCCCCC	Training	0
326	104-76-7	OCC(CC)CCCC	Test	0
327	104795-68-8	O=C(Nc1nnn[nH]1)c3c(OC(C)C)c2cc(OC)ccc2s3	Test	0
328	105-54-4	O=C(OCC)CCC	Training	0
329	105-60-2	O=C1NCCCCC1	Training	0
330	105-67-9	Oc1ccc(cc1C)C	Test	0
331	105-87-3	O=C(OCC=C(C)CCC=C(C)C)C	Test	0
332	105-99-7	O=C(OCCCC)CCCCC(=O)OCCCC	Training	0
333	10540-29-1	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C	Training	1
334	105624-86-0	O=C1c3ccc(O)cc3(C(=O)N1c2c(cccc2C(C)C)C(C)C)	Training	0
335	106-22-9	OCCC(C)CCC=C(C)C	Training	0
336	106-24-1	OCC=C(C)CCC=C(C)C	Training	0
337	106-25-2	OCC=C(C)CCC=C(C)C	Training	0
338	106-27-4	O=C(OCCC(C)C)CCC	Training	0
339	106-30-9	O=C(OCC)CCCCCC	Training	0
340	106-43-4	c1cc(ccc1C)Cl	Test	0
341	106-44-5	Oc1ccc(cc1)C	Training	0
342	106-46-7	c1cc(ccc1Cl)Cl	Test	0
343	106-47-8	Nc1ccc(cc1)Cl	Training	0
344	106-49-0	Nc1ccc(cc1)C	Training	0
345	106-65-0	O=C(OC)CCC(=O)OC	Training	0
346	106-87-6	O1CC1C2CCC3OC3(C2)	Test	0
347	10605-21-7	O=C(OC)Nc1nc2ccccc2([nH]1)	Training	0
348	1061517-62-1	O=C(O)c2cc(cc1ccccc12)N6CCN(C(=O)c4nc(c3ccc(cc3)C)n(c4)c5cccc(OCC)c5)CC6	Test	1
349	1062243-51-9	O=C(NC1CCN(C)CC1)c5ccc(Nc2ncc3c(n2)N(CC(F)(F)C(=O)N3C)C4CCCC4)c(OC)c5	Training	0
350	1068967-96-3	O=C(Nn2cc(c1cc(F)ccc12)C)c3cnc(nc3C)c4ncccc4	Test	0
351	107-07-3	OCCCl	Training	0
352	107-21-1	OCCO	Training	0
353	107-41-5	OC(C)CC(O)(C)C	Training	0
354	107-88-0	OCCC(O)C	Test	0
355	107-92-6	O=C(O)CCC	Test	0
356	107-98-2	OC(C)COC	Training	0
357	107071-66-9	O=C(N3CCC(C=C(c1ccccc1)c2ccccc2)CC3)CCCCCCCCc4cnccc4	Training	0
358	107534-96-3	OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C	Test	0
359	1075752-90-7	O=C(NC(c1ccccc1)C3CN2CCC(C2)C3)c4c(ccc(c4Cl)C(F)(F)F)Cl	Training	0
360	108-01-0	OCCN(C)C	Test	0
361	108-11-2	OC(C)CC(C)C	Training	0
362	108-44-1	Nc1cccc(c1)C	Test	0
363	108-45-2	Nc1cccc(N)c1	Training	0
364	108-46-3	Oc1cccc(O)c1	Training	0
365	108-59-8	O=C(OC)CC(=O)OC	Test	0
368	108-91-8	NC1CCCCC1	Training	0
369	108-93-0	OC1CCCCC1	Training	0
370	108-94-1	O=C1CCCCC1	Test	0
371	108-95-2	Oc1ccccc1	Test	0
372	109-43-3	O=C(OCCCC)CCCCCCCCC(=O)OCCCC	Training	0
373	1095-90-5	O=C(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C	Training	0
374	110-05-4	O(OC(C)(C)C)C(C)(C)C	Training	0
375	110-26-9	O=C(C=C)NCNC(=O)C=C	Training	0
376	110-44-1	O=C(O)C=CC=CC	Training	0
377	110-62-3	O=CCCCC	Training	0
378	110-80-5	OCCOCC	Training	0
380	110235-47-7	C(#CC)c1nc(nc(c1)C)Nc2ccccc2	Training	1
381	111-11-5	O=C(OC)CCCCCCC	Training	0
382	111-14-8	O=C(O)CCCCCC	Training	0
383	111-15-9	O=C(OCCOCC)C	Test	0
384	111-21-7	O=C(OCCOCCOCCOC(=O)C)C	Training	0
385	111-30-8	O=CCCCC=O	Test	0
386	111-42-2	OCCNCCO	Training	0
387	111-44-4	O(CCCl)CCCl	Training	1
388	111-46-6	OCCOCCO	Test	0
389	111-69-3	N#CCCCCC#N	Training	0
390	111-76-2	OCCOCCCC	Test	0
391	111-77-3	OCCOCCOC	Training	0
392	111-82-0	O=C(OC)CCCCCCCCCCC	Test	0
393	111-87-5	OCCCCCCCC	Training	0
394	111-90-0	OCCOCCOCC	Training	0
395	111-96-6	O(C)CCOCCOC	Test	0
397	1119-40-0	O=C(OC)CCCC(=O)OC	Test	0
398	112-00-5	CCCCCCCCCCCC[N+](C)(C)C	Test	1
399	112-05-0	O=C(O)CCCCCCCC	Training	0
400	112-25-4	OCCOCCCCCC	Training	0
401	112-27-6	OCCOCCOCCO	Test	0
402	112-30-1	OCCCCCCCCCC	Training	0
403	112-34-5	OCCOCCOCCCC	Training	0
404	112-38-9	O=C(O)CCCCCCCCC=C	Training	0
405	112-42-5	OCCCCCCCCCCC	Test	0
406	112-49-2	O(C)CCOCCOCCOC	Test	0
407	112-50-5	OCCOCCOCCOCC	Test	0
408	112-53-8	OCCCCCCCCCCCC	Training	0
409	112-70-9	OCCCCCCCCCCCCC	Training	0
410	112-72-1	OCCCCCCCCCCCCCC	Training	0
411	1120-01-0	O=S(=O)(O)OCCCCCCCCCCCCCCCC	Training	1
412	1120-21-4	CCCCCCCCCCC	Training	0
413	1120-36-1	C=CCCCCCCCCCCCC	Training	0
414	1120-71-4	O=S1(=O)(OCCC1)	Training	0
415	112529-15-4	O=C1NC(=O)SC1Cc3ccc(OCCc2ncc(cc2)CC)cc3	Training	0
416	112733-06-9	O=C(O)CN2C(=O)N(C(=O)c1ccc(cc12)Cl)Cc3ccc(cc3(F))Br	Training	0
417	113734-18-2	O=C(O)COc1ccc(cc1)CC(NCC(O)c2nc(C(F)(F)F)sc2)C	Test	0
418	114-07-8	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0
419	1143-38-0	O=C2c1c(O)cccc1Cc3cccc(O)c23	Training	0
420	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
424	1156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	0
425	116-25-6	O=C1NC(=O)C(N1CO)(C)C	Training	0
426	117-39-5	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3	Training	1
427	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	0
428	117-84-0	O=C(OCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCC)	Test	0
429	117428-22-5	O=C(OC)C(=COC)c1ccccc1COc2nc(ccc2)C(F)(F)F	Test	0
430	118-52-5	O=C1N(C(=O)C(N1Cl)(C)C)Cl	Test	0
431	118-71-8	O=C1C=COC(=C1(O))C	Test	0
432	119-36-8	O=C(OC)c1ccccc1(O)	Training	0
433	119-61-9	O=C(c1ccccc1)c2ccccc2	Test	0
434	119-90-4	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Test	0
435	119-93-7	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	0
436	1191-50-0	O=S(=O)(O)OCCCCCCCCCCCCCC	Test	1
437	1191914-21-2	O=C4OC1(CCN(CC1)C3(C)(CCN(C(=O)c2c(ncnc2C)C)CC3))C(CN4CC5CCOCC5)CCCC	Test	0
438	120-12-7	c1ccc2cc3ccccc3(cc2(c1))	Training	0
439	120-47-8	O=C(OCC)c1ccc(O)cc1	Test	0
440	120-55-8	O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2	Test	0
441	120-61-6	O=C(OC)c1ccc(cc1)C(=O)OC	Training	0
442	120-71-8	O(c1ccc(cc1(N))C)C	Test	0
443	120-80-9	Oc1ccccc1(O)	Training	0
444	120-82-1	c1cc(c(cc1Cl)Cl)Cl	Training	0
445	120-83-2	Oc1ccc(cc1Cl)Cl	Training	0
446	120-95-6	Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC	Test	1
447	121-00-6	Oc1ccc(OC)cc1C(C)(C)C	Test	0
448	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	0
449	121-33-5	O=Cc1ccc(O)c(OC)c1	Test	0
450	121-69-7	c1ccc(cc1)N(C)C	Training	0
451	121-79-9	O=C(OCCC)c1cc(O)c(O)c(O)c1	Training	0
452	121-91-5	O=C(O)c1cccc(c1)C(=O)O	Training	0
453	122-62-3	O=C(OCC(CC)CCCC)CCCCCCCCC(=O)OCC(CC)CCCC	Test	0
454	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	0
455	123-01-3	c1ccc(cc1)CCCCCCCCCCCC	Test	0
456	123-25-1	O=C(OCC)CCC(=O)OCC	Test	0
457	123-31-9	Oc1ccc(O)cc1	Test	0
458	123-35-3	C=CC(=C)CCC=C(C)C	Training	1
459	123-42-2	O=C(C)CC(O)(C)C	Training	0
460	123-51-3	OCCC(C)C	Test	0
461	123-92-2	O=C(OCCC(C)C)C	Test	0
462	123122-55-4	O=C(O)C4CCC(NC(=O)C1(CCCC1)CC(C(=O)Oc2ccc3c(c2)CCC3)COCCOC)CC4	Training	0
463	124-04-9	O=C(O)CCCCC(=O)O	Training	0
464	124-07-2	O=C(O)CCCCCCC	Training	0
465	124-13-0	O=CCCCCCCC	Test	0
466	124-18-5	CCCCCCCCCC	Test	0
467	124-94-7	O=C1C=CC3(C(=C1)CCC2C4CC(O)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Test	0
468	124378-77-4	O=C(N(C)C3CCC1(OCCC1)CC3(N2CCCC2))Cc5cccc4occc45	Training	0
469	126-11-4	O=[N+]([O-])C(CO)(CO)CO	Training	0
470	126-14-7	O=C(OCC2OC(OC1(OC(COC(=O)C)C(OC(=O)C)C1(OC(=O)C))(COC(=O)C))C(OC(=O)C)C(OC(=O)C)C2(OC(=O)C))C	Training	0
472	126-86-3	OC(C#CC(O)(C)CC(C)C)(C)CC(C)C	Training	0
473	1260-17-9	O=C(O)c2c(O)cc1C(=O)c3c(O)c(O)c(c(O)c3(C(=O)c1c2C))C4OC(CO)C(O)C(O)C4(O)	Training	0
475	127-51-5	O=C(C(=CC1C(=CCCC1(C)(C))C)C)C	Training	0
476	127308-82-1	O1c2ccc(cc2(OC1))CCN5CCCC(OC(c3ccccc3)c4ccccc4)C5	Training	0
477	128-04-1	C(N(C)C)(=S)S	Test	0
478	128-39-2	Oc1c(cccc1C(C)(C)C)C(C)(C)C	Training	0
479	129-00-0	c1cc2ccc3cccc4ccc(c1)c2c34	Test	0
480	129298-91-5	O=C(OC2CCC1(OC1)C(C2(OC))C3(OC3(CC=C(C)C))(C))NC(=O)CCl	Training	1
481	129299-90-7	O=C3n2c1ccccc1c(c2CCC3Cc4nc[nH]c4C)C	Training	1
482	129453-61-8	O=S(CCCCCCCCCC3Cc1cc(O)ccc1C2CCC4(C)(C(O)CCC4(C23)))CCCC(F)(F)C(F)(F)F	Test	0
483	1300-72-7	O=S(=O)(O)c1ccc(c(c1)C)C	Test	0
484	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Test	0
485	131-17-9	O=C(OCC=C)c1ccccc1(C(=O)OCC=C)	Training	0
486	131-18-0	O=C(OCCCCC)c1ccccc1(C(=O)OCCCCC)	Training	0
487	131-55-5	O=C(c1ccc(O)cc1(O))c2ccc(O)cc2(O)	Training	1
488	132-64-9	o2c1ccccc1c3ccccc23	Training	0
489	13292-46-1	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5c(O)c(C=NN2CCN(C)CC2)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)c(O)c5(c(O)c4C))C)C	Training	0
490	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	0
491	13311-84-7	O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(C)C	Training	1
492	1338-43-8	O=C(OCC(O)C1OCC(O)C1(O))CCCCCCCC=CCCCCCCCC	Training	0
493	134-03-2	O=C1OC(C(O)=C1(O))C(O)CO	Training	0
494	134-20-3	O=C(OC)c1ccccc1(N)	Training	0
495	134002-60-1	O=C(O)c1cccc(c1)CC5COc4ccc(OCc3nc2cc(F)ccc2s3)cc4C5(O)	Training	0
496	135-19-3	Oc1ccc2ccccc2(c1)	Training	0
497	135080-03-4	O=C(N)N3C(=O)C(C(=O)c1cc(cs1)Cl)c2cc(F)c(cc23)Cl	Training	1
498	136-60-7	O=C(OCCCC)c1ccccc1	Training	0
499	136-77-6	Oc1ccc(c(O)c1)CCCCCC	Training	1
500	136042-19-8	n1n[nH]c(n1)c5ccccc5(c2ccc(cc2)Cn3c4ncccc4(nc3CCCC))	Training	0
502	137-30-4	C(N(C)C)(=S)S	Training	0
503	138472-01-2	O=C(N)C(=NO)C=C(CC)C([N+](=O)[O-])C	Training	0
505	139149-55-6	O=C(N)N(O)C2c3ccc(OCc1ccccc1)cc3(OC2)	Training	0
506	139290-65-6	Fc1ccc(cc1)CCN2CCC(CC2)C(O)c3cccc(OC)c3(OC)	Test	0
507	139340-56-0	O=C2N=C(N)SC2(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)	Training	1
508	140-56-7	O=S(=O)(O)N=Nc1ccc(cc1)N(C)C	Training	1
510	140-66-9	Oc1ccc(cc1)C(C)(C)CC(C)(C)C	Test	1
511	1401-55-4	O=C(Oc1cc(cc(O)c1(O))C(=O)OCC%10OC(OC(=O)c3cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c3)C(OC(=O)c5cc(O)c(O)c(OC(=O)c4cc(O)c(O)c(O)c4)c5)C(OC(=O)c7cc(O)c(O)c(OC(=O)c6cc(O)c(O)c(O)c6)c7)C%10(OC(=O)c9cc(O)c(O)c(OC(=O)c8cc(O)c(O)c(O)c8)c9))c%11cc(O)c(O)c(O)c%11	Test	1
512	141-04-8	O=C(OCC(C)C)CCCCC(=O)OCC(C)C	Test	0
513	141-43-5	OCCN	Training	0
514	142-62-1	O=C(O)CCCCC	Test	0
515	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
516	1445-75-6	O=P(OC(C)C)(OC(C)C)C	Test	0
517	145-73-3	O=C(O)C2C1OC(CC1)C2(C(=O)O)	Training	0
518	145742-28-5	FC(F)(F)Oc1ccc(OC)c(c1)CNC3CCCNC3(c2ccccc2)	Training	0
519	146011-65-6	O=C(Nc1c(F)cc(F)cc1(F))N(Cc2ccccc2)Cc5oc3ccc(cc3c5(c4ccc(cc4)Cl))C	Test	0
521	147-24-0	O(CCN(C)C)C(c1ccccc1)c2ccccc2	Training	0
522	1478-61-1	FC(F)(F)C(c1ccc(O)cc1)(c2ccc(O)cc2)C(F)(F)F	Training	1
523	148-24-3	Oc1cccc2cccnc12	Training	0
524	149-30-4	c1ccc2c(c1)NC(=S)S2	Training	1
525	149-57-5	O=C(O)C(CC)CCCC	Test	0
526	149062-75-9	N=2c1cc(cc(c1CN3C=2CCCCC3)Cl)Cl	Test	0
527	149413-74-1	O=C(O)Cc1ccccc1COc2ccc3oc(cc3(c2))c4nc(cs4)C(C)(C)C	Training	1
528	150-13-0	O=C(O)c1ccc(N)cc1	Training	0
529	150-68-5	O=C(Nc1ccc(cc1)Cl)N(C)C	Training	0
530	151-21-3	O=S(=O)(O)OCCCCCCCCCCCC	Test	1
531	151506-44-4	O=S(c1ccc(cc1)c3cc(nn3(c2ccc(OC)cc2))C(F)F)C	Training	0
532	15307-79-6	O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Test	0
533	15310-01-7	O=C(Nc1ccccc1)c2ccccc2I	Training	0
534	154-42-7	n1c[nH]c2c1NC(=NC2=S)N	Training	0
535	155990-20-8	O=CNCc2ccc(NCCN(CC)CC)c3C(=O)c1cc(OC)ccc1Sc23	Test	0
536	15619-48-4	c1ccc(cc1)C[n+]3cccc2ccccc23	Test	0
537	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
538	158081-99-3	O=C(O)C5(c4ccc3c(OCC(Cc1ccc(cc1)c2ccccc2)C3(O))c4)(CCCC5)	Training	0
540	162706-14-1	O=C(O)CCCCn3c1ccccc1c(c2cnccc2)c3C	Test	0
541	1646-75-9	ON=CC(C)(C)SC	Test	0
542	166412-78-8	O=C(OCCCCCCC(C)C)C1CCCCC1(C(=O)OCCCCCCC(C)C)	Training	0
543	169590-42-5	O=S(=O)(N)c1ccc(cc1)n3nc(cc3(c2ccc(cc2)C))C(F)(F)F	Training	1
544	171866-31-2	Fc1ccc(cc1)C2(O)(CCN(CC2)C4COc3cc(O)ccc3C4(O))	Test	0
545	174185-16-1	O=C(Nc2cccc1c2(oc(c1C(O)(C)C)C))c3c(cccc3Cl)Cl	Test	0
546	177785-47-6	O=C(O)C(N2C(=O)c1ccccc1S2)C(C)CC	Training	1
547	179465-71-5	O=C(N)N(O)C3C=CC(Oc2cccc(Oc1ccc(F)cc1)c2)C3	Training	0
548	180084-01-9	O=C(c1ccc(cc1)c2ccc(cc2C)c3nnc(o3)C)N7c6cc4c(OCC45(CCN(CC)CC5))cc6CC7	Training	0
549	1806-26-4	Oc1ccc(cc1)CCCCCCCC	Test	1
550	181640-09-5	O=C(NC5(c1ccccc1)(CCN(CCC3(OCCN(C(=O)c2ccccc2)C3)(c4ccc(F)c(F)c4))CC5))N(C)C	Training	0
551	1836-75-5	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	0
552	1843-05-6	O=C(c1ccccc1)c2ccc(OCCCCCCCC)cc2(O)	Test	0
553	184653-84-7	O=C(NC1c2cc(ccc2(OC(C)(C)C1(O)))C(=O)C)c3ccc(F)cc3	Training	0
554	1861-32-1	O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl	Training	0
555	186392-65-4	O=C(NC(Cc1ccccc1)C(O)C(=O)N2CC(O)C(O)C2)c3cc4cc(ccc4([nH]3))Cl	Test	0
556	189003-92-7	O=C(N)CN2C(=O)C=C(c1ccc(F)cc12)CCN5CCN(c4nccc3c4(ccs3))CC5	Training	0
557	1929-77-7	O=C(N(CCC)CCC)SCCC	Training	0
558	1934-21-0	O=C(O)C2=NN(C(=O)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O	Training	0
559	194098-25-4	O=C(Nc1ccc(cc1)CNC)c2c[nH]c3c2C(=O)CCC3	Test	0
560	1948-33-0	Oc1ccc(O)c(c1)C(C)(C)C	Training	1
561	196808-45-4	O=C(O)C(Nc2ccccc2(C(=O)c1ccccc1))Cc5ccc(OCCc3nc(oc3C)c4ccccc4)cc5	Test	1
562	197077-55-7	O=C1Nc2cc(c(c(c2(NC1(=O)))n3c(nnc3COC)c4ccc[n+]([O-])c4)Cl)Cl	Test	0
563	1987-50-4	Oc1ccc(cc1)CCCCCCC	Training	1
564	199171-88-5	N#CC4(c1ccc2c(c1)n(nc2CC)C3CCCCC3)(CCC(C(=O)O)CC4)	Test	0
565	200940-23-4	O=C(Nc2cnc(Oc1cccnc1C)cc2)N4c3cc(c(cc3CC4)C)C(F)(F)F	Training	0
566	20325-40-0	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Training	0
568	205-99-2	c1ccc3c(c1)cc5c2ccccc2c4cccc3c45	Test	0
569	2058-46-0	O=C(N)C=3C(=O)C(N(C)C)C4C(O)C2C(=C(O)c1c(O)cccc1C2(O)(C))C(=O)C4(O)(C=3(O))	Test	1
570	2058-94-8	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Test	1
571	206-44-0	c1ccc2c(c1)c4cccc3cccc2c34	Training	0
572	207736-05-8	O=C1OC(CC(O)=C1Sc2cc(c(cc2C(C)(C)C)CO)C)(CCc3ccc(N)cc3)C(C)C	Test	1
573	208-96-8	c1cc2cccc3C=Cc(c1)c23	Training	0
574	2104-64-5	O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Test	0
575	210826-40-7	O=C(Nc1c3c(cc2c1CCC2)CCC3)NS(=O)(=O)c4occ(c4)C(O)(C)C	Training	0
576	2144-53-8	O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	Test	0
577	214535-77-0	O=C(NCc1ccc(cc1)C(O)(C)C)c3cccnc3(Oc2ccc(F)cc2)	Training	0
578	215297-27-1	O=C3NC(=Nc1c3(nn(c1CC)Cc2ncccc2))c4cc(ccc4(OCCC))S(=O)(=O)N5CCN(CC)CC5	Training	0
580	2176-62-7	n1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Test	1
581	219790-72-4	Fc1ccc(cc1)c4ncn(c4(c2nc(ncc2)Oc3ccccc3))C(CO)CO	Training	0
582	220860-50-4	O=C(NCc1ccccc1)C2=CNc3ccc(nc3(C2(=O)))OCC	Test	0
583	221246-12-4	O=C(O)C5=C(c2cc1OCOc1c(c2)CC)c3ccccc3S(=O)(=O)N5(c4ccccc4C(F)(F)F)	Training	0
585	2243-62-1	Nc1cccc2c(N)cccc12	Training	0
586	22915-73-7	O=C(OCCCCCCOC(=O)c1ccccc1)c2ccccc2	Training	0
587	230954-09-3	O=C(NO)C3(NS(=O)(=O)c2ccc(Oc1ccc(F)cc1)cc2)(CCOCC3)	Training	0
588	23593-75-1	n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl	Test	0
589	23779-32-0	O=C(N)NCCC[Si](OCC)(OCC)OCC	Test	0
590	2385-85-5	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	0
591	2392-39-4	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)COP(=O)(O)O)C4(C)(CC(O)C23(F)))(C)	Training	0
592	2416-94-6	Oc1c(ccc(c1C)C)C	Training	0
593	2432-87-3	O=C(OCCCCCCCC)CCCCCCCCC(=O)OCCCCCCCC	Training	0
594	2433-14-9	OC1CCC(CC1)C2CCCCC2	Test	0
596	24602-86-6	O1C(C)CN(CCCCCCCCCCCCC)CC1C	Test	0
598	25155-30-0	O=S(=O)(O)c1ccccc1CCCCCCCCCCCC	Test	1
599	25265-71-8	OC(OC(O)CC)CC	Training	0
600	2528-16-7	O=C(O)c2ccccc2(C(=O)OCc1ccccc1)	Training	0
601	253450-09-8	O=C1Oc2cc(ccc2(N1))S(=O)CCN4CCC(Cc3ccc(F)cc3)CC4	Test	0
602	25498-49-1	OCC(OCC(OCC(OC)C)C)C	Training	0
603	2550-40-5	C1CCC(CC1)SSC2CCCCC2	Training	0
604	25956-17-6	O=S(=O)(O)c2ccc3c(N=Nc1cc(c(cc1(OC))S(=O)(=O)O)C)c(O)ccc3(c2)	Test	0
605	2605-79-0	[O-][N+](C)(C)CCCCCCCCCC	Training	0
606	26172-55-4	O=C1C=C(Cl)SN1C	Test	1
607	261947-38-0	O=C(OC(C)C)N3c1ccc(cc1C(N(C(=O)C)Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)CC3CC)C(F)(F)F	Training	0
608	262376-75-0	OC34(N=C(c1ccccc1)SC4(Cc2cc(ccc23)Cl))	Test	1
609	2634-33-5	O=C1NSc2ccccc12	Test	0
611	264618-44-2	O=C(NC5(c1ccccc1)(CCN(CCCC4(c2ccc(c(c2)Cl)Cl)(CN(C(=O)c3ccccc3)CCC4))CC5))N(C)C	Test	0
612	26530-20-1	O=C1C=CSN1CCCCCCCC	Training	1
614	2687-25-4	Nc1cccc(c1(N))C	Training	0
615	2687-96-9	O=C1N(CCC1)CCCCCCCCCCCC	Training	1
616	271-89-6	o1ccc2ccccc12	Training	0
617	27138-31-4	O=C(OC(C)COCC(OC(=O)c1ccccc1)C)c2ccccc2	Training	0
618	27176-87-0	O=S(=O)(O)c1ccccc1CCCCCCCCCCCC	Training	1
619	27178-16-1	O=C(OCCCCCCCC(C)C)CCCCC(=O)OCCCCCCCC(C)C	Test	0
621	2772-45-4	Oc1ccc(cc1C(c2ccccc2)(C)C)C(c3ccccc3)(C)C	Training	1
622	2783-94-0	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1cc(ccc12)S(=O)(=O)O)cc3	Training	0
623	2795-39-3	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	1
625	2835-95-2	Oc1cc(N)ccc1C	Training	1
627	288104-79-0	O=C(NN1CCCCC1)c4nn(c2ccc(cc2Cl)Cl)c(c3ccc(cc3)Br)c4CC	Training	0
628	289716-94-5	Fc2ccc(Oc1ccc(c(c1)Cl)Cl)c(c2)CNC	Test	0
