rule,O_Inact,O_Act,nN,,,,,,,,Gnar,,,,,,,,X2v,,,,,,,,EEig10r,,,,,,,,GGI8,,,,,,,,nCconj,,,,,,,,O-058,,,,,,,
16,0.000,1.000,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,1.381,1.920,2.115,2.460,0.000,1.000,1.000,1.000,3.792,4.081,4.405,4.694,0.000,1.000,1.000,0.000,-1.011,-0.116,0.287,1.003,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.000,1.250,1.812,2.812,1.000,1.000,1.000,0.000
17,0.564,0.436,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,1.381,1.920,2.115,2.460,0.000,1.000,1.000,1.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,0.108,0.346,0.615,0.853,0.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.000,1.250,1.812,2.812,1.000,1.000,1.000,0.000
18,0.035,0.965,1.750,4.667,5.717,7.583,0.000,1.000,1.000,1.000,1.381,1.920,2.115,2.460,0.000,1.000,1.000,1.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.000,1.250,1.812,2.812,1.000,1.000,1.000,0.000
19,0.000,1.000,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.471,1.528,1.593,1.651,0.000,1.000,1.000,0.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.156,0.990,1.927,2.760,0.000,1.000,1.000,0.000
20,0.000,1.000,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.618,1.666,1.719,1.767,0.000,1.000,1.000,0.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.812,-0.723,-0.564,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.000,0.208,0.302,0.469,1.000,1.000,1.000,0.000
21,0.343,0.657,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.525,1.563,1.606,1.645,0.000,1.000,1.000,0.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,1.667,2.417,3.750,1.000,1.000,1.000,0.000,0.000,0.208,0.302,0.469,1.000,1.000,1.000,0.000
22,0.000,1.000,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.543,1.992,2.154,2.442,0.000,1.000,1.000,1.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,0.278,0.403,0.625,1.000,1.000,1.000,0.000,0.286,0.703,1.172,1.589,0.000,1.000,1.000,0.000
23,0.929,0.071,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.543,1.992,2.154,2.442,0.000,1.000,1.000,1.000,0.272,1.525,2.090,3.092,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.440,0.810,1.227,1.597,0.000,1.000,1.000,0.000,0.156,0.990,1.927,2.760,0.000,1.000,1.000,0.000
24,0.676,0.324,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.543,1.992,2.154,2.442,0.000,1.000,1.000,1.000,0.272,2.077,2.889,4.333,1.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.000,0.278,0.403,0.625,1.000,1.000,1.000,0.000,1.328,1.745,2.214,2.630,0.000,1.000,1.000,0.000
25,0.000,1.000,0.000,1.167,1.692,2.625,1.000,1.000,1.000,0.000,1.543,1.992,2.154,2.442,0.000,1.000,1.000,1.000,3.205,3.446,3.717,3.957,0.000,1.000,1.000,0.000,-1.011,-0.414,-0.146,0.331,1.000,1.000,1.000,0.000,0.000,0.106,0.154,0.238,1.000,1.000,1.000,0.000,0.208,1.319,2.569,3.681,0.000,1.000,1.000,0.000,0.156,0.990,1.927,2.760,0.000,1.000,1.000,0.000
