ID	CAS	SMILES	STATUS	EXP_VALUE
244	N.A.	CC1(C)OC2CC3C4CC(F)=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1	TRAINING	0
245	N.A.	CC1(C)OC2CC3C4CC(F)=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	TRAINING	0
246	N.A.	CC1(C)OC2CC3C4CC(F)=C5CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	TRAINING	0
247	N.A.	CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	TRAINING	0
248	N.A.	CC1(C)OC2CC3C4CC=C5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1	TRAINING	0
249	N.A.	CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O	TRAINING	1
250	N.A.	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O	TRAINING	1
251	N.A.	CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O	TRAINING	0
252	N.A.	CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O	TRAINING	0
253	N.A.	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C	TRAINING	0
254	N.A.	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O	TRAINING	0
255	N.A.	CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O	TRAINING	0
256	N.A.	CC1(O)CCC(C(C)(C)O)CC1	TRAINING	0
257	N.A.	CC12C(=O)OC(=O)C1(C)C1CCC2O1	TRAINING	0
258	N.A.	CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	TRAINING	1
259	N.A.	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	1
260	N.A.	CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	1
261	N.A.	CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	TRAINING	0
262	N.A.	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O	TRAINING	0
263	N.A.	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O	TRAINING	1
264	N.A.	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO[PH](=O)(=O)O	TRAINING	1
265	N.A.	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	1
266	N.A.	CC12CCC(CC1=O)C2(C)C	TRAINING	0
267	N.A.	CC12CCC3C(CC=C4CC(=O)C=CC43C)C1CCC(=O)O2	TRAINING	0
268	N.A.	CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O	TRAINING	0
269	N.A.	CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O	TRAINING	1
270	N.A.	CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O	TRAINING	1
271	N.A.	CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2=O	TRAINING	0
272	N.A.	CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	TRAINING	1
273	N.A.	CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4	TRAINING	1
274	N.A.	CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O	TRAINING	0
275	N.A.	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	TRAINING	1
276	N.A.	CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1	TRAINING	1
277	N.A.	CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O	TRAINING	1
278	N.A.	CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O[PH](=O)(=O)O	TRAINING	1
279	N.A.	CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O	TRAINING	0
280	N.A.	CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O	TRAINING	1
281	N.A.	CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	1
282	N.A.	CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	TRAINING	0
283	N.A.	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	TRAINING	1
284	N.A.	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1	TRAINING	1
285	N.A.	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1	TRAINING	1
286	N.A.	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1	TRAINING	1
287	N.A.	CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1	TRAINING	1
288	N.A.	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C(CC(N)=O)C4(C)CCC(=O)NCC(C)O[PH](=O)(=O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O	TRAINING	0
289	N.A.	CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N	TRAINING	0
290	N.A.	CC1=CC(=O)c2ccccc2C1=O	TRAINING	1
291	N.A.	CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C	TRAINING	1
292	N.A.	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	TRAINING	1
293	N.A.	CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(=O)C(O)OC6OC4(C(=O)O5)C12O	TRAINING	0
294	N.A.	CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O	TRAINING	0
295	N.A.	CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(=O)C(O)OC6OC4(C(=O)O5)C21O	TRAINING	0
296	N.A.	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1	TRAINING	0
297	N.A.	CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	TRAINING	0
298	N.A.	CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C	TRAINING	0
299	N.A.	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	TRAINING	0
300	N.A.	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl	TRAINING	1
301	N.A.	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO[PH](=O)(=O)O	TRAINING	1
302	N.A.	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO	TRAINING	0
303	N.A.	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO	TRAINING	0
304	N.A.	CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3=CCC(=O)O1)CC(O)C2C(=O)O	TRAINING	0
305	N.A.	CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	TRAINING	0
306	N.A.	CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4	TRAINING	1
307	N.A.	CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1	TRAINING	0
308	N.A.	CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	TRAINING	0
309	N.A.	CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1	TRAINING	0
310	N.A.	CC1CCCCN1CCCOC(=O)c1ccccc1	TRAINING	0
311	N.A.	CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	TRAINING	1
312	N.A.	CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	TRAINING	1
313	N.A.	CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1	TRAINING	0
314	N.A.	CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1	TRAINING	1
315	N.A.	CC1CNCCc2ccc(Cl)cc21	TRAINING	1
316	N.A.	CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12	TRAINING	0
317	N.A.	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	TRAINING	1
318	N.A.	CC1NCCOC1c1ccccc1	TRAINING	0
319	N.A.	CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21	TRAINING	1
320	N.A.	CC1OC(C)OC(C)O1	TRAINING	0
321	N.A.	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	TRAINING	0
322	N.A.	CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O	TRAINING	0
323	N.A.	CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O	TRAINING	0
324	N.A.	CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1	TRAINING	0
325	N.A.	CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	TRAINING	0
326	N.A.	CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O	TRAINING	1
327	N.A.	CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1	TRAINING	1
328	N.A.	CC=CC(=O)N(CC)c1ccccc1C	TRAINING	0
329	N.A.	CC=Cc1ccc(OC)cc1	TRAINING	1
330	N.A.	CCBr	TRAINING	1
331	N.A.	CCC(=C(CC)c1ccc(O[PH](=O)(=O)O)cc1)c1ccc(O[PH](=O)(=O)O)cc1	TRAINING	0
332	N.A.	CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	TRAINING	1
333	N.A.	CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C	TRAINING	0
334	N.A.	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	TRAINING	0
335	N.A.	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	TRAINING	0
336	N.A.	CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	TRAINING	0
337	N.A.	CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	0
338	N.A.	CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	0
339	N.A.	CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	1
340	N.A.	CCC(=O)OC1(c2ccccc2)CCN(C)CC1C	TRAINING	0
341	N.A.	CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C	TRAINING	1
342	N.A.	CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC21C	TRAINING	0
343	N.A.	CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C	TRAINING	0
344	N.A.	CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	1
345	N.A.	CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CC)CCC12	TRAINING	0
346	N.A.	CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	TRAINING	0
347	N.A.	CCC(Br)(CC)C(=O)NC(N)=O	TRAINING	0
348	N.A.	CCC(C(=O)O)c1ccccc1	TRAINING	1
349	N.A.	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	TRAINING	1
350	N.A.	CCC(C)(C)N=C(N)NC#N	TRAINING	0
351	N.A.	CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O	TRAINING	1
352	N.A.	CCC(C)=O	TRAINING	0
353	N.A.	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	TRAINING	1
354	N.A.	CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	TRAINING	1
355	N.A.	CCC(C)C(N)C(=O)O	TRAINING	0
356	N.A.	CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1	TRAINING	0
357	N.A.	CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O	TRAINING	0
358	N.A.	CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	TRAINING	1
359	N.A.	CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O	TRAINING	0
360	N.A.	CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O	TRAINING	0
361	N.A.	CCC(CO)NC(=O)C1=CC2c3cccc4c3c(cn4C)CC2N(C)C1	TRAINING	0
362	N.A.	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	TRAINING	1
363	N.A.	CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O	TRAINING	0
364	N.A.	CCC(N)Cc1c[nH]c2ccccc12	TRAINING	0
365	N.A.	CCC(NC(C)C)C(O)c1ccc(O)c(O)c1	TRAINING	0
366	N.A.	CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	TRAINING	0
367	N.A.	CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	TRAINING	0
368	N.A.	CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O	TRAINING	0
369	N.A.	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	TRAINING	1
370	N.A.	CCC1(C)OC(=O)N(C)C1=O	TRAINING	1
371	N.A.	CCC1(CC)C(=O)NC(=O)N(C)C1=O	TRAINING	0
372	N.A.	CCC1(O)C=C(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(O)c4cccc(O)c4c(O)c3c2O)C1C(=O)OC	TRAINING	0
373	N.A.	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1	TRAINING	1
374	N.A.	CCC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C	TRAINING	1
375	N.A.	CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C	TRAINING	1
376	N.A.	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	TRAINING	0
377	N.A.	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	TRAINING	1
378	N.A.	CCC1(c2ccccc2)CCC(=O)NC1=O	TRAINING	1
379	N.A.	CCC1(c2ccccc2)NC(=O)N(C)C1=O	TRAINING	0
380	N.A.	CCC12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32	TRAINING	0
381	N.A.	CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	TRAINING	1
382	N.A.	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21	TRAINING	0
383	N.A.	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21	TRAINING	0
384	N.A.	CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1	TRAINING	1
385	N.A.	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O	TRAINING	1
386	N.A.	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O	TRAINING	1
387	N.A.	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	TRAINING	1
388	N.A.	CCC=CC=CCC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3	TRAINING	0
389	N.A.	CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I	TRAINING	0
390	N.A.	CCCC(=O)OC(COC(=O)CC)CO[PH](=O)(=O)OCC(N)C(=O)O	TRAINING	0
391	N.A.	CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C	TRAINING	1
392	N.A.	CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C	TRAINING	1
393	N.A.	CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	0
394	N.A.	CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2	TRAINING	0
395	N.A.	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	TRAINING	1
396	N.A.	CCCC(CCC)C(N)=O	TRAINING	1
397	N.A.	CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC	TRAINING	1
398	N.A.	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1	TRAINING	1
399	N.A.	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O[PH](=O)(=O)O)C(O)C2O)N(C)C1	TRAINING	1
400	N.A.	CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1	TRAINING	1
401	N.A.	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	TRAINING	1
402	N.A.	CCCCC(=O)O	TRAINING	0
403	N.A.	CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	TRAINING	1
404	N.A.	CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C	TRAINING	1
405	N.A.	CCCCC(=O)OCC(=O)C1(O)C=C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)c2c(c(O)c3c(O)c4cccc(OC)c4c(O)c3c2O)C1	TRAINING	0
406	N.A.	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O	TRAINING	1
407	N.A.	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC	TRAINING	1
408	N.A.	CCCCC(O)C=C(C)C=CC=CC(=O)N1CCCC1=O	TRAINING	1
409	N.A.	CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O	TRAINING	1
410	N.A.	CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C	TRAINING	0
411	N.A.	CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O	TRAINING	0
412	N.A.	CCCCCC(C)N	TRAINING	0
413	N.A.	CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O	TRAINING	0
414	N.A.	CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21	TRAINING	0
415	N.A.	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	TRAINING	0
416	N.A.	CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1	TRAINING	1
417	N.A.	CCCCCCC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C	TRAINING	1
418	N.A.	CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	TRAINING	1
419	N.A.	CCCCCCCC(=O)O	TRAINING	0
420	N.A.	CCCCCCCC(=O)OCC(O)CO	TRAINING	1
421	N.A.	CCCCCCCCC=CCCCCCCCC(=O)O	TRAINING	0
422	N.A.	CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C	TRAINING	1
423	N.A.	CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	TRAINING	1
424	N.A.	CCCCCCCCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C	TRAINING	0
425	N.A.	CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	TRAINING	1
426	N.A.	CCCCCCCCCCCCCCCCCC(=O)O	TRAINING	0
427	N.A.	CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	TRAINING	0
428	N.A.	CCCCCCCCCCCCCCCCCCCCCC(=O)N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	TRAINING	0
429	N.A.	CCCCCCCCCCCCCCCCCCCCCCO	TRAINING	0
430	N.A.	CCCCCCCCCCCCCCCCO	TRAINING	0
431	N.A.	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	TRAINING	0
432	N.A.	CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1	TRAINING	1
433	N.A.	CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1	TRAINING	1
434	N.A.	CCCCCCc1ccc(O)cc1O	TRAINING	0
435	N.A.	CCCCCOC(=O)c1ccccc1C(=O)OCCCCC	TRAINING	1
436	N.A.	CCCCCON=O	TRAINING	0
437	N.A.	CCCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1OCC	TRAINING	1
438	N.A.	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1	TRAINING	0
439	N.A.	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	TRAINING	1
440	N.A.	CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1	TRAINING	0
441	N.A.	CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2	TRAINING	1
442	N.A.	CCCCNc1ccc(C(=O)OCCN(C)C)cc1	TRAINING	0
443	N.A.	CCCCOC(=O)c1ccc(N)cc1	TRAINING	0
444	N.A.	CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2	TRAINING	0
445	N.A.	CCCCON=O	TRAINING	0
446	N.A.	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	TRAINING	0
447	N.A.	CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N	TRAINING	0
448	N.A.	CCCCOc1ccc(CC(O)=NO)cc1	TRAINING	0
449	N.A.	CCCCOc1ccc(OCCCN2CCOCC2)cc1	TRAINING	0
450	N.A.	CCCCc1c(O)[nH]c(=O)n(C2CCCCC2)c1=O	TRAINING	0
451	N.A.	CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O	TRAINING	1
452	N.A.	CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C	TRAINING	0
453	N.A.	CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1	TRAINING	0
454	N.A.	CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12	TRAINING	1
455	N.A.	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	TRAINING	0
456	N.A.	CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1	TRAINING	0
457	N.A.	CCCN1CCCCC1C(=O)Nc1c(C)cccc1C	TRAINING	0
458	N.A.	CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC	TRAINING	0
459	N.A.	CCCNC(C)C(=O)Nc1ccccc1C	TRAINING	0
460	N.A.	CCCOC(=O)c1ccc(O)cc1	TRAINING	0
461	N.A.	CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC	TRAINING	0
462	N.A.	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N	TRAINING	0
463	N.A.	CCCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O	TRAINING	1
