id	cas 	smiles	status	exp values
1		CCCCC1=C(C(=O)C2=CC(I)=C(OCC[NH+](CC)CC)C(I)=C2)C2=CC=CC=C2O1	Training	0.014142136
2		CN(C)C(=O)CCSC(SCCC([O-])=O)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1	Training	0.02
3		OC1=C(O)C(=C(O)C2=CC=CC=C12)C1=CCC(CC1)C1=CC=C(Cl)C=C1	Training	0.031622777
4		NC1=C(C=CC=C1CC([O-])=O)C(=O)C1=CC=C(Br)C=C1	Training	0.033166248
5		CCOC(CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C([O-])=O	Training	0.033166248
6		CNC(=O)C1=CC=CC2=C(NC3=CC=C(NS(C)(=O)=O)C=C3OC)C3=CC=CC(C)=C3[NH+]=C12	Training	0.033166248
7		ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1	Training	0.034641016
8		CC(C=CC(C)C(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1	Training	0.04
9		OC1=CC=C(C=C1C([O-])=O)C1=CC=C(F)C=C1F	Training	0.04
10		CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1	Training	0.04472136
11		CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC([O-])=O)CC1)C1=CC=CC(C=CC2=CC=C3C=CC(Cl)=CC3=N2)=C1	Training	0.04472136
12		C[NH2+]C1CC2OC(C)(C1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=CC=CC=C4N21)C1=C3C(O)NC1=O	Training	0.046904158
13		CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)C(O)CC(N)=O	Training	0.047958315
14		COC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	Training	0.054772256
