Id	CAS	SMILES	STATUS	EXP Class
323	93106-60-6	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(CC)CC3)C4CC4	Test	1
324	938-73-8	O=C(N)c1ccccc1(OCC)	Test	1
325	75965-74-1	O=[N+]([O-])c2oc3ccc1cc(OC)ccc1c3(c2)	Test	1
326	66422-95-5	OCCOc1ccc(N)cc1(N)	Test	1
327	80-18-2	O=S(=O)(OC)c1ccccc1	Test	1
328	823-40-5	Nc1cccc(N)c1C	Test	1
329	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Test	1
330	16752-77-5	O=C(ON=C(C)SC)NC	Test	1
331	5694-00-8	O=C(N)C1OC1	Test	1
332	33069-62-4	O=C(OC3C5C6(OC(=O)C)(COC6(CC(O)C5(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)c1ccccc1)c2ccccc2)CC3(O)C4(C)C)(C))))c7ccccc7	Test	1
333	11056-06-7	O=C(OC1C(O)C(OC(CO)C1(O))OC6C(OC(c2cnc[nH]2)C(NC(=O)c3nc(nc(N)c3C)C(NCC(N)C(=O)N)CC(=O)N)C(=O)NC(C)C(O)C(C(=O)NC(C(=O)NCCc4nc(cs4)c5nc(cs5)C(=O)NCCC[S+](C)C)C(O)C)C)OC(CO)C(O)C6(O))N	Test	1
334	128714-76-1	O=[N+]([O-])c5ccc2ccc3c1ccccc1c(c4ccc5(c2c34))[N+](=O)[O-]	Test	1
335	50-32-8	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	Test	1
336	94-59-7	O1c2ccc(cc2(OC1))CC=C	Test	1
337	103-23-1	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	Test	0
338	68391-32-2	O=C2C=Cc3ccc(cc3(C2(=NNc1ccc(N)c(c1)[N+](=O)[O-])))[N+](C)(C)C	Test	0
339	540-37-4 	Nc1ccc(cc1)I	Test	0
340	93-58-3	O=C(OC)c1ccccc1	Test	0
341	7779-31-9	O=C(OC1CC(C)CC(C)(C)C1)C(=C)C	Test	0
342	15667-10-4	O(OC1(OOC(C)(C)CC)(CCCCC1))C(C)(C)CC	Test	0
343	8004-92-0	O=C1c4ccccc4(C(=O)C1c2nc3c(cc2)cc(cc3S(=O)(=O)O)S(=O)(=O)O)	Test	0
344	23356-96-9	OCC1NCCC1	Test	0
345	123-68-2	O=C(OCC=C)CCCCC	Test	0
346	108-64-5	O=C(OCC)CC(C)C	Test	0
347	51422-54-9	O(CC)CCOC(C)(C)C	Test	0
348	42797-18-2	O=C(O)c3ccccc3(C(=O)c1ccc(cc1)c2ccccc2)	Test	0
349	29463-06-7	OCC[N+](C)(CCO)CCO	Test	0
350	194984-24-2	N#CC1(NC(=O)CCCC)(CCCC1)	Test	0
351	106-47-8	Nc1ccc(cc1)Cl	Test	0
352	15375-84-5	O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O	Test	0
353	42872-29-7	N#CC(c1cccc(c1)C(=O)Cl)C	Test	0
354	1239-45-8	Nc3ccc4c1ccc(N)cc1[n+](c(c2ccccc2)c4(c3))CC	Test	0
355	698-10-2	O=C1OC(C(=C1(O))C)CC	Test	0
356	51-79-6	O=C(OCC)N	Test	0
357	13254-34-7	OC(C)(C)CCCC(C)C	Test	0
358	38083-17-9	O=C(C(Oc1ccc(cc1)Cl)n2cncc2)C(C)(C)C	Test	0
359	68214-04-0	O=S(=O)(O)c3cc2cc(c(N=Nc1ccccc1S(=O)(=O)O)c(O)c2c(c3)Nc4nc(nc(n4)Cl)Nc5ccc(cc5)Nc6nc(nc(n6)Cl)Nc9cc(cc8cc(c(N=Nc7ccccc7S(=O)(=O)O)c(O)c89)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O	Test	0
360	7786-67-6	OC1CC(C)CCC1(C(=C)C)	Test	0
361	6505-28-8	O=C(Nc1ccccc1)C(N=Nc2ccc(cc2(OC))c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(OC)c4)C(=O)C	Test	0
362	34140-91-5	NCCCNCCCCCCCCC=CCCCCCCCC	Test	0
363	2855-19-8	O1CC1CCCCCCCCCC	Test	0
364	123-33-1	O=C1C=CC(=O)NN1	Test	0
365	4538-42-5	O=C=NCCCCCN=C=O	Test	0
366	1189352-83-7	FC(F)(F)c1cc(cc(c1)I)Cl	Test	0
367	85721-33-1	OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O	Test	1
368	82419-36-1	CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1	Test	1
369	103978-08-1	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C3=CC=C(O)C=C3)C(F)=C12	Test	1
370	313-67-7	O=C(O)c1cc2OCOc2c2c3cccc(OC)c3cc(c12)[N+](=O)[O-]	Test	1
371	2623-23-6	O=C(OC1CC(C)CCC1C(C)C)C	Test	0
372	97-53-0	Oc1ccc(cc1OC)CC=C	Test	1
373	1948-33-0	Oc1ccc(O)c(c1)C(C)(C)C	Test	1
374	8001-35-2	C=C1C(CCl)(CCl)C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Test	1
375	54029-12-8	O=C(OC)Nc1nc2cc(ccc2([nH]1))S(=O)CCC	Test	1
376	109-16-0	O=C(OCCOCCOCCOC(=O)C(=C)C)C(=C)C	Test	1
377	31430-15-6	O=C(OC)Nc1nc2ccc(cc2([nH]1))C(=O)c3ccc(F)cc3	Test	1
378	80-62-6	O=C(OC)C(=C)C	Test	1
379	868-77-9	O=C(OCCO)C(=C)C	Test	1
380	106-91-2	O=C(OCC1OC1)C(=C)C	Test	1
