id 	cas	smiles	status	exp_values
417		CC(C)(C(c1ccccc1)c2ccn3c(ncc3c2)c4ccccc4)C(=O)Nc5nncs5	Training	3
418		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4cccc(c4)C#N)C(=O)Nc5nccs5	Training	3
419		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4cccc(c4)C#N)C(=O)Nc5nncs5	Training	3
420		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4ccc(cc4)C#N)C(=O)Nc5nccs5	Training	3
421		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4cccc(CO)c4)C(=O)Nc5nncs5	Training	3
422		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4ccc(F)cc4F)C(=O)Nc5nccs5	Training	3
423		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4ccc(F)cc4F)C(=O)Nc5nncs5	Training	3
424		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4ccc(F)c(Cl)c4)C(=O)Nc5nccs5	Training	3
425		CC(C)(C(c1ccccc1)c2ccc3c(ncn3c2)c4ccc(F)c(Cl)c4)C(=O)Nc5nncs5	Training	3
426		COc1ccc2cc[nH]c2c1c3cc(C)c4NC(C)(C)CC(C)c4c3Cl	Training	3
427		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4[nH]ccc34	Training	3
428		COc1cccc2OC(CC=C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
429		CC1=CC(C)(C)Nc2ccc3c(C(CC=C)Oc4cccc(OC(F)F)c34)c12	Training	3
430		CC1=CC(C)(C)Nc2ccc3c(C(CC=C)Oc4cccc(CO)c34)c12	Training	3
431		COc1cccc2OC(C3CCCCC3=C)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
432		COc1cccc2OC(CC(=C)COC(=O)C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
433		COc1cccc2OC(CC(=C)Br)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
434		COc1cccc2OC(c3c(ccc4NC(C)(C)C=C(C)c34)c12)C(C)(C)C=C	Training	3
435		COc1cccc2O[C@@H]([C@H]3CCCC(=C3)C)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
436		Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3nc(ncc3[nH]2)c4ccccc4)C(F)(F)F	Training	3
437		Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3nc(ncc3[nH]2)c4cccnc4)C(F)(F)F	Training	3
438		COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3ncncc3[nH]2)C(F)(F)F	Training	3
439		CC(C)(CC(O)(Cc1cc2ncncc2[nH]1)C(F)(F)F)c3cc(F)ccc3O	Training	3
440		CC(C)(CC(O)(Cc1cc2ncncc2[nH]1)C(F)(F)F)c3ccc(F)cc3O	Training	3
441		CC(C)(CC(O)(Cc1cc2ncncc2[nH]1)C(F)(F)F)c3cc(F)cc4CCOc34	Training	3
442		CC(C)(CC(O)(Cc1cc2ncncc2[nH]1)C(F)(F)F)c3cc(Cl)cc4CCOc34	Training	3
443		Cc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc2cc3nnccc3[nH]2)C(F)(F)F	Training	3
444		Cc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc2cc3ncncc3[nH]2)C(F)(F)F	Training	3
445		Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3cnncc3[nH]2)C(F)(F)F	Training	3
446		Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3cc(nnc3[nH]2)c4ccccc4)C(F)(F)F	Training	3
447		Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3ncncc3[nH]2)C(F)(F)F	Training	3
448		COc1cc(cc(F)c1F)[C@H](O)[C@H]2CCCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5	Training	3
449		COc1cccc2OC(c3cccc(OC(=O)N(C)C)c3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
450		CC[C@@]12C[C@@](C)(O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccn4	Training	3
451		CC[C@@]12C[C@@](C)(O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4cccnc4	Training	3
452		CC1=NOC(=O)c2ccc(NC(=O)C(O)(CC3(CCC3)c4cc(F)ccc4Cl)C(F)(F)F)cc12	Training	3
453		CC1(C)Nc2c3CCCc3c(cc2C(C)(C)C1=O)c4cccc5nccn45	Training	3
454		COc1c(O)ccc2O\C(=C/c3ccc(F)cc3C(=O)N(C)C)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
455		CCN(CC)Cc1cc(F)ccc1\C=C\2/Oc3ccc(O)c(OC)c3c4ccc5NC(C)(C)C=C(C)c5c24	Training	3
456		COc1c(O)ccc2O\C(=C/c3ccc(F)cc3\C=N\O)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
457		COCOCc1cc(F)ccc1\C=C\2/Oc3ccc(O)c(OC)c3c4ccc5NC(C)(C)C=C(C)c5c24	Training	3
458		COc1c(O)ccc2O\C(=C/c3cccc(O)c3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
459		COc1c(O)ccc2O\C(=C/c3cccc(OC(F)(F)F)c3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
460		COc1c(O)ccc2O\C(=C/c3cccc(Oc4ccccc4)c3)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
461		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3ccc4cc[nH]c4c3	Training	3
462		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cc(F)cc4cc[nH]c34	Training	3
463		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3c[nH]c4ccccc34	Training	3
464		COc1ccc(c2cc(C)c3NC(C)(C)CC(C)c3c2Cl)c4[nH]ccc14	Training	3
465		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3ccc(Cl)c4cc[nH]c34	Training	3
466		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4ccn(C)c34	Training	3
467		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cc(F)c(F)c4cc[nH]c34	Training	3
468		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cc4ccccc4[nH]3	Training	3
469		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cc(Cl)cc4cc[nH]c34	Training	3
470		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4cc(C)[nH]c34	Training	3
471		CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(OCc4cccnc4C)ccc23)C#CC	Training	3
472		COc1cccc2OC(CC=C(C)C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
473		COC(=O)C(=C)CC1Oc2cccc(OC)c2c3ccc4NC(C)(C)C=C(C)c4c13	Training	3
474		COc1cccc2OC(C(C)C=C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
475		COc1cccc2OC(C3CCCC=C3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
476		COc1cccc2O[C@@H]([C@@H]3CCCC(=C3)C)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
477		COC(=O)\C=C\CC1Oc2cccc(OC)c2c3ccc4NC(C)(C)C=C(C)c4c13	Training	3
478		CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(OCc4cccnc4C)ccc23)c5ccccc5	Training	3
479		COc1cccc2O[C@H]([C@H]3CCCC(=C3)C)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
480		COc1cccc2OC(C3CCC=C3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
481		COc1cccc2OC(C\C=C\C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
482		COc1cccc2OC(CC(=C)C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
483		COc1cccc2OC(C3CCCCC\C=C/3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
484		COc1cccc2OC(C\C=C/C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
485		COc1cccc2OC(CC3=CCCCC3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
486		COc1cccc2OC(CC=C3CCCC3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
487		COc1cccc2O[C@H]([C@@H]3CCCC(=C3)C)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
488		COc1cccc2OC(CC=C(F)F)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
489		CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(OCc4cccnc4C)ccc23)C#CC	Training	3
490		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5ccncc5	Training	3
491		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5nccs5	Training	3
492		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5cccnc5	Training	3
493		CC1=CC(C)(C)Nc2ccc3c(C(CC=C)Oc4cccc(C#C)c34)c12	Training	3
494		CC1=CC(C)(C)Nc2ccc3c(C(CC=C)Oc4cccc(CN)c34)c12	Training	3
495		CC1=CC(C)(C)Nc2ccc3c(C(CC=C)Oc4cccc(OCC#C)c34)c12	Training	3
496		CSc1cccc2OC(CC=C)c3c(ccc4NC(C)(C)C=C(C)c34)c12	Training	3
497		CC1=CC(C)(C)Nc2ccc3c4ccccc4OC(CC=C)c3c12	Training	3
498		COc1cccc2OC(c3cccc(OCSC)c3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
499		CN(C)C(=O)c1cnc(nc1)c2ccc3C(c4ccccc4Oc3c2)C(C)(C)C(=O)Nc5nncs5	Training	3
500		CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4c(C)c[nH]c34	Training	3
501		Cc1onc(C)c1c2cc3c(NC(C)(C)C(=O)C3(C)C)c4CCCCc24	Training	3
502		Cc1onc(C)c1c2cc3c(NC(C)(C)C(=O)C3(C)C)c4OCOc24	Training	3
503		Cc1cnn(C)c1c2cc3c(NC(C)(C)C(=O)C3(C)C)c4CCCc24	Training	3
504		Cc1ncn(C)c1c2cc3c(NC(C)(C)C(=O)C3(C)C)c4CCCc24	Training	3
505		CCCC[C@@](C)(O)[C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4	Training	3
506		Cc1cccc(c1)[C@@](C)(O)[C@H]2CCCC3=Cc4c(ncn4C[C@]23C)c5ccc(F)cc5	Training	3
507		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5cccc(c5)C#N	Training	3
508		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5ccc(Cl)cc5	Training	3
509		C[C@@](O)(CCc1ccccc1)[C@H]2CCCC3=Cc4c(ncn4C[C@]23C)c5ccc(F)cc5	Training	3
510		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5ccsc5	Training	3
511		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)C(F)(F)F	Training	3
512		C[C@@](O)(Cc1ccc(F)cc1)[C@H]2CCCC3=Cc4c(ncn4C[C@]23C)c5ccc(F)cc5	Training	3
513		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5ccccc5	Training	3
514		C[C@](O)([C@H]1CCCC2=Cc3c(ncn3C[C@]12C)c4ccc(F)cc4)c5ccc(cc5)C#N	Training	3
515		Cc1ccccc1[C@@](C)(O)[C@H]2CCCC3=Cc4c(ncn4C[C@]23C)c5ccc(F)cc5	Training	3
516		C[C@@](O)(C1CC1)[C@H]2CCCC3=Cc4c(ncn4C[C@]23C)c5ccc(F)cc5	Training	3
517		CN(C)C(=O)c1ccc(cc1)c2ccc3C(c4ccccc4Oc3c2)C(C)(C)C(=O)Nc5nncs5	Training	3
518		CC[C@@]12C[C@@](C)(O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4nccs4	Training	3
519		COc1ccc(cc1)C(c2ccccc2)C(C)(C)C(=O)Nc3nccs3	Training	3
520		CC(C)([C@H]1c2ccccc2Oc3cc(O)ccc13)C(=O)Nc4nccs4	Training	3
521		CC(C)([C@H](c1ccccc1)c2ccc(O)c(F)c2)C(=O)Nc3nccs3	Training	3
522		CC(C)([C@@H](c1ccccc1)c2ccc(O)c(F)c2)C(=O)Nc3nccs3	Training	3
523		CC(C)(C(c1ccccc1)c2ccc(O)c(F)c2)C(=O)Nc3nccs3	Training	3
524		CC(C)(C(c1ccccc1)c2ccc(O)cc2F)C(=O)Nc3nccs3	Training	3
525		CC(C)([C@@H](c1ccccc1)c2ccc(O)cc2)C(=O)Nc3nccs3	Training	3
526		CC(C)(C(c1ccccc1)c2ccc(O)cc2)C(=O)Nc3nccs3	Training	3
527		CC1CC(C)(C)Nc2ccc(cc12)c3sc(cc3C)C#N	Training	3
528		CNC(=O)c1cccc(CC[C@]2(O)CCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)c1	Training	3
529		CNC(=O)c1ccc(CC[C@]2(O)CCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)cc1	Training	3
530		C[C@](O)([C@H]1CCCC2=Cc3c(C[C@]12C)cnn3c4ccc(F)cc4)c5ccsc5	Training	3
531		C[C@](O)([C@H]1CCCC2=Cc3c(C[C@]12C)cnn3c4ccc(F)cc4)c5ccc(F)cc5	Training	3
532		CC1=CC(C)(C)Nc2ccc3c4ccccc4O\C(=C/c5ccc(F)c(F)c5)\c3c12	Training	3
533		Cc1onc(C)c1c2cc3c(NC(C)(C)C(=O)C3(C)C)cc2Cl	Training	3
534		COc1c(O)ccc2O\C(=C/c3ccccc3F)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
535		COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc2cc3cnccc3[nH]2)C(F)(F)F	Training	3
536		COc1c(O)ccc2O\C(=C/c3ccccc3C)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
537		COc1c(O)ccc2O\C(=C/c3ccccc3c4ccccc4)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
538		COc1c(O)ccc2O\C(=C/c3ccc(F)cc3S(=O)(=O)N4CCCCC4)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
539		COc1c(O)ccc2O\C(=C/c3cccc(C)c3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
540		COc1c(O)ccc2O\C(=C/c3cccc(c3)C(F)(F)F)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
541		COc1c(O)ccc2O\C(=C/c3cccc(c3)c4ccccc4)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
542		COc1c(O)ccc2O\C(=C/c3cccc(c3)c4ccsc4)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
543		COc1c(O)ccc2O\C(=C/c3ccc(Cl)cc3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
544		COc1c(O)ccc2O\C(=C/c3ccc(C)cc3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
545		COc1c(O)ccc2O\C(=C/c3ccc(cc3)c4ccccc4)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
546		COc1ccc(\C=C\2/Oc3ccc(O)c(OC)c3c4ccc5NC(C)(C)C=C(C)c5c24)cc1	Training	3
547		COc1c(O)ccc2O\C(=C/c3ccc(OC(F)(F)F)cc3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
548		COc1c(O)ccc2O\C(=C/c3cc(F)cc4COCOc34)\c5c(ccc6NC(C)(C)C=C(C)c56)c12	Training	3
549		COc1c(O)ccc2O\C(=C/c3oc(C)cc3C(=O)N(C)C)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
550		COc1c(O)ccc2O\C(=C/c3cccc(C)n3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
551		C[C@]12Cc3cnn(c3C=C1CCC[C@@H]2[C@@H](O)Cc4ccc(F)cc4)c5ccc(F)cc5	Training	3
552		COc1cccc2OC(c3cccc(c3)C(F)(F)F)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
553		COc1cccc2OC(c3ccccc3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	Training	3
554		CC(C)(C(c1ccccc1)c2ccccc2)C(=O)Nc3nccs3	Training	3
555		CC1(CC2c3ccccc3C1c4ccccc24)C(=O)Nc5nccs5	Training	3
556		CC(C)NS(=O)(=O)c1ccc(c2ccc3c(cnn3c4ccc(F)cc4)c2)c(c1)C(F)(F)F	Training	2
557		CS(=O)(=O)Nc1ccc(c2ccc3c(cnn3c4ccc(F)cc4)c2)c(c1)C(F)(F)F	Training	2
558		CCS(=O)(=O)Nc1ccc(c2ccc3c(cnn3c4ccc(F)cc4)c2)c(c1)C(F)(F)F	Training	2
559		O=C1NC(=O)C(=C(N1)[C@@H]2CC[C@@H](CC2)c3ccccc3)Cc4ccccn4	Training	2
560		Clc1cccnc1CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4	Training	2
561		Cc1cc(CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4)ccn1	Training	2
562		Cc1cccc(CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4)n1	Training	2
563		FC(F)(F)c1cccc(CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4)n1	Training	2
564		Cc1ccnc(CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4)c1	Training	2
565		C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)OCCNC(=O)CCc5ccc(CN(Cc6ccccc6)c7cccc(NS(=O)(=O)C)c7C)cc5	Training	2
566		C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)OCCNC(=O)COc5cccc(Oc6ccc(CN(Cc7ccccc7)c8cccc(NS(=O)(=O)C)c8C)cc6)c5	Training	2
567		C[C@@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](CC[C@@]4(C)[C@H]3C[C@@H](O)[C@@]12C)OCCNC(=O)CCc5ccc(Oc6ccc(CN(Cc7ccccc7)c8cccc(NS(=O)(=O)C)c8C)cc6)cc5	Training	2
568		C[C@@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](CC[C@@]4(C)[C@H]3C[C@@H](O)[C@@]12C)OCCNC(=O)CCCc5cccc(Oc6ccc(CN(Cc7ccccc7)c8cccc(NS(=O)(=O)C)c8C)cc6)c5	Training	2
569		COc1cc(F)ccc1c2c(CN(C)Cc3ccccc3)[nH]c4c(NS(=O)(=O)C)cc(cc24)C(C)C	Training	2
570		COc1cc(F)ccc1c2c(CN(C)Cc3ccccc3)[nH]c4c(NS(=O)(=O)C)cc(cc24)C(C)(C)C	Training	2
571		COc1cc(F)ccc1c2c(Cc3ccccc3)[nH]c4c(NS(=O)(=O)C)cc(cc24)C(C)C	Training	2
572		COc1cc(F)ccc1c2c(C)[nH]c3c(NS(=O)(=O)C)cc(F)cc23	Training	2
573		COc1ccc(Cl)cc1c2c[nH]c3c(NS(=O)(=O)C)cccc23	Training	2
574		COc1ccccc1c2c[nH]c3c(NS(=O)(=O)C)cccc23	Training	2
575		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(cc3)C(=O)c4ccccc4	Training	2
576		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccccc3)cc2)Cc4cccc(CCCC(=O)O)c4	Training	2
577		CNc1cccc(c1)C2Oc3cccc(OC)c3c4ccc(NS(=O)(=O)C)cc24	Training	2
578		COc1cccc2OC(c3ccccc3)c4cc(ccc4c12)N(C)S(=O)(=O)C	Training	2
579		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccccc3)cc2)Cc4ccc(F)cc4F	Training	2
580		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3cccc(OC[C@@H](O)C[C@@H](O)CC(=O)O)c3)cc2)Cc4ccc(F)cc4F	Training	2
581		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(OCCCN5CCOCC5)c4)cc3	Training	2
582		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3cccc(OC[C@@H]4C[C@@H](O)CC(=O)O4)c3)cc2)Cc5ccc(F)cc5F	Training	2
583		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(CCC(=O)O)cc4)cc3	Training	2
584		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(CCCC(=O)O)cc4)cc3	Training	2
585		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccccc4)cc3	Training	2
586		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(CCC(=O)O)c4)cc3	Training	2
587		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(OCC(=O)O)c4)cc3	Training	2
588		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(OCC(=O)NCCCC(=O)O)c4)cc3	Training	2
589		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(OC[C@@H]5C[C@@H](O)CC(=O)O5)cc4)cc3	Training	2
590		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(CCCC(=O)O)c4)cc3	Training	2
591		CC(N(Cc1ccccc1)c2cccc(NS(=O)(=O)C)c2C)c3ccccc3	Training	2
592		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(CCC(=O)NCCCN5CCCC5=O)cc4)cc3	Training	2
593		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(OCCCC(=O)O)c4)cc3	Training	2
594		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(OCCCC(=O)NCCCC(=O)O)cc4)cc3	Training	2
595		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(OCCCC(=O)NCCCC(=O)O)c4)cc3	Training	2
596		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccc(Cl)c(OCC(=O)O)c3)cc2)Cc4ccc(F)cc4F	Training	2
597		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccc(Br)c(OCC(=O)O)c3)cc2)Cc4ccc(F)cc4F	Training	2
598		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccc(F)c(OCC(=O)O)c3)cc2)Cc4ccc(F)cc4F	Training	2
599		CCc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccccc3	Training	2
600		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(CCCC(=O)NCCCC(=O)O)cc4)cc3	Training	2
601		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4cccc(CCNC(=O)CCC(=O)O)c4)cc3	Training	2
602		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccccc3	Training	2
603		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(F)cc3F	Training	2
604		Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Cl)cc3F	Training	2
605		CS(=O)(=O)Nc1cccc(N(Cc2ccccc2)Cc3ccccc3)c1CO	Training	2
606		Cn1nccc1CC2=C(NC(=O)NC2=O)[C@@H]3CC[C@@H](CC3)c4ccccc4	Training	2
607		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccc(cc3C(F)(F)F)C(F)(F)F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
608		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
609		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccc(F)cc3F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
610		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3Cl)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
611		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccc(Cl)cc3Cl)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
612		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3Br)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
613		OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3C(F)(F)F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1	Training	2
614		O=C1NC(=O)C(=C(N1)[C@@H]2CC[C@@H](CC2)c3ccccc3)Cc4ncccn4	Training	2
615		CC(C)(C)c1ccc(cc1)S(=O)(=O)N2CCC3=CC(=O)CCC3(Cc4ccc(NS(=O)(=O)C)cc4)C2	Training	2
616		COc1cccc2OC(c3cccs3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
617		COc1cccc2OC(c3cc(C)cc(C)c3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
618		COc1cccc2OC(c3cccc(C)c3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
619		CCOC(=O)c1cccc(c1)C2Oc3cccc(OC)c3c4ccc(NS(=O)(=O)C)cc24	Training	2
620		CS(=O)(=O)Nc1ccc2c(c1)C(Oc3cccc(O)c23)c4ccccc4	Training	2
621		COc1cccc(c1)C2Oc3cccc(OC)c3c4ccc(NS(=O)(=O)C)cc24	Training	2
622		COc1cccc2OC(c3ccc(Cl)c(Cl)c3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
623		COc1cccc2OC(c3ccccc3)c4c(Br)c(NS(=O)(=O)C)ccc4c12	Training	2
624		COc1cccc2OC(c3ccc(Oc4ccccc4)cc3)c5cc(NS(=O)(=O)C)ccc5c12	Training	2
625		COc1cccc2OC(c3ccccc3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
626		CS(=O)(=O)Nc1ccc2c(c1)C(Oc3cccc(OC(F)F)c23)c4ccccc4	Training	2
627		COc1cccc2OC(c3cccc(F)c3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
628		COc1cccc2OC(c3ccsc3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
629		COc1cccc2OC(c3cccc(Cl)c3)c4cc(NS(=O)(=O)C)ccc4c12	Training	2
