id		smiles	status	exp values
227		O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	Training	0.6325
228		O=C(O)C4=C(CSc1nn[nH]c1)CSC3N4(C(=O)C3(NC(=O)C(N)c2ccc(O)cc2))	Test	0.6325
229		N#Cc3cnn2c3(nccc2(c1cccc(c1)N(C(=O)C)CC))	Test	0.6325
230		OC(COc1ccc(cc1)CCOCC2CC2)CNC(C)C	Test	0.6325
231		Nc1cccc3c1CN(C)CC3(c2ccccc2)	Test	0.6325
232		O=CN2c1cc(OC)c(cc1C35(CCN4CC=CC(CC)(C(OC(=O)C)C(O)(C(=O)OC)C23)C45))C9(C(=O)OC)(c7[nH]c6ccccc6c7CCN8CC(CC(O)(C8)CC)C9)	Test	0.6325
233		O=C2OC5(C)(C(OC(=O)C(C(=O)C(C)C(OC1OC(C)CC(N(C)C)C1(O))C(OC)(C)CC(C(=O)C(C)C5(N2CCCCn3cnc(c3)c4cnccc4))C)C)CC)	Training	0.6403
234		N=C1NC(=N)C=2N=C(C(=N)NC=2(N1))c3ccccc3	Test	0.6481
235		Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)C(c3ncncc3(F))C	Test	0.6481
236		O=C(OCC)C2(c1ccccc1)(CCN(C)CC2)	Training	0.6481
237		O=C(O)C3N2C(=O)C(NC(=O)c1c(OC)cccc1(OC))C2SC3(C)(C)	Test	0.6557
238		N(=C1C=CNc2cc(ccc12)Cl)C(C)CCCN(CC)CC	Test	0.6557
239		O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	Test	0.6708
240		OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(O)(C4)CC	Training	0.6856
241		O=C2CCCCC2(NC)(c1ccccc1Cl)	Training	0.6856
242		O=C(Nc1ccc(OCC)cc1)C	Test	0.6856
243		O=C2C=NC(c1ncccc1)c3cc(ccc3(N2))Br	Training	0.6928
244		O=C1OC(CO)CN1c2cccc(c2)C	Test	0.7
245		N=C2NC(=NC1CC1)c3ncn(c3(N2))C4C=CC(CO)C4	Test	0.7071
246		O=C(N)c1cc(ccc1(O))C(O)CNC(C)CCc2ccccc2	Test	0.7071
247		Oc6ccc5c1c6(OC2C(O)CCC3(O)(C(N(CCC123)CC4CCC4)C5))	Test	0.7071
248		O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)C(=O)N(CC)CC1)c2ccccc2)C3SC4(C)(C)	Test	0.7071
249		O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(O)CC(OC(=O)C(C)CC)C12)C	Test	0.7071
250		O=C(NCN1CCCC1)C4C(=O)C(N(C)C)C5CC3C(C(=O)c2c(O)cccc2C3(O)(C))C(=O)C5(O)(C4(=O))	Training	0.7071
251		O=C(O)C3N2C(=O)C(NC(=O)C(c1ccccc1)S(=O)(=O)O)C2SC3(C)(C)	Test	0.7071
252		N=C1NC=C(C(=N)N1)Cc2cc(OC)c(OC)c(OC)c2	Test	0.7071
253		O=C(Oc3ccc4nc2C1=CC5=C(C(=O)N1Cc2c(c4(c3))CC)COC(=O)C5(O)CC)N7CCC(N6CCCCC6)CC7	Test	0.7141
254		O=C(OCCCCCOC(=O)CC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2ccc(OC)c(OC)c2)))CC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5ccc(OC)c(OC)c5))	Test	0.7211
255		O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	Test	0.7211
256		O=C(N)C3C(=O)C(N(C)C)C4CC2C(C(=O)c1c(O)ccc(c1C2(O)(C))Cl)C(=O)C4(O)(C3(=O))	Test	0.7211
257		O=C(NCC1NCCCC1)c2cc(OCC(F)(F)F)ccc2(OCC(F)(F)F)	Test	0.7211
258		O=C(OCCC[N+]3(C)(CCc1cc(OC)c(OC)c(OC)c1C3(Cc2cc(OC)c(OC)c(OC)c2)))CCC(=O)OCCC[N+]6(C)(CCc4cc(OC)c(OC)c(OC)c4C6(Cc5cc(OC)c(OC)c(OC)c5))	Training	0.728
259		O=C1NC(=O)C(C(=O)N1C)(C2=CCCCC2)C	Training	0.728
260		O=C1NC(=O)N(c2nc[nH]c12)CCC	Test	0.7416
261		O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccsc3	Test	0.7416
262		O=C1CCC5(O)(C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4))	Training	0.7416
263		N2=C(Nc1c(cccc1Cl)Cl)NCC2	Training	0.7483
264		OCCN(CC)CCCC(N=C1C=CNc2cc(ccc12)Cl)C	Training	0.755
265		O=C(OCC)c1ncn2c3ccc(F)cc3(C(=O)N(C)Cc12)	Training	0.7616
266		Oc7ccc4cc7(Oc1cc2c(cc1(OC))CCN(C)C2Cc6ccc(Oc3c(O)c(OC)cc5c3C(C4)[N+](C)(C)CC5)cc6)	Training	0.7616
267		OC(COc1cccc2[nH]ccc12)CNC(C)C	Test	0.7616
268		O=C(O)C3=C(C=CC)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	Test	0.7681
269		O=C(N)C3C(=O)C(N(C)C)C4Cc2c(O)c1c(c(O)ccc1Cl)c(O)c2C(O)C4(O)(C3(=O))	Test	0.7681
270		O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1	Test	0.7681
271		O=S(=O)(N1CCCC1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Test	0.7746
272		O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Br	Training	0.7746
273		O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Cl	Training	0.7746
274		O=S(=O)(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC)C	Test	0.7746
275		O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CC4NCCCC4(C3))C5CC5	Test	0.7746
276		O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Training	0.781
277		O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	Test	0.781
278		O=C(O)C5=C(Cc1ccn(c1(O))C2CNCC2)CSC4N5(C(=O)C4(NC(=O)C(=NO)C3=NSC(=N)N3))	Test	0.7874
279		O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C	Test	0.7874
280		O=C(N2Cc1nnc(n1CC2)C(F)(F)F)CC(N)Cc3cc(F)c(F)cc3(F)	Test	0.7874
281		Oc1ccc(cc1)C(O)C(N3CCC(O)(c2ccccc2)CC3)C	Test	0.7937
282		O=C2c1c(ncn1C)N(C(=O)N2C)C	Test	0.8
283		O=C(OC2CC1N(C)C(CC1)C2(C(=O)OCC))c3ccccc3	Test	0.8
284		Oc1ccc(cc1)CCNC(C)C(O)c2ccc(O)cc2	Test	0.8
285		O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)NCC1)c2ccccc2)C3SC4(C)(C)	Training	0.8062
286		O3c1cc(ccc1(OC))CC7c6c(Oc2ccc(cc2)CC5c4cc3c(OC)cc4CC[N+]5(C)(C))c(OC)c(OC)cc6CC[N+]7(C)(C)	Training	0.8062
287		Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4)	Training	0.8062
288		Oc6ccc5c1c6(OC2C(=C)CCC3(O)(C(N(CCC123)CC4CC4)C5))	Test	0.8062
289		O=[N+]([O-])CC(=NC)NCCSCc1nc(CN(C)C)sc1	Training	0.8062
290		O=CC3(O)(C(OC(OC1C(O)C(O)C(N=C(N)N)C(O)C1(N=C(N)N))C3(OC2OC(CO)C(O)C(O)C2(NC)))C)	Test	0.8062
291		OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C	Test	0.8124
292		FC(F)(F)c1cccc(c1)CC(NCC)C	Test	0.8124
293		O=C(O)c1ccccc1(OC(=O)C)	Test	0.8246
294		O=C1OC(CNC(=O)C)CN1c2ccc(c(F)c2)N3CCOCC3	Training	0.8307
295		O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	Test	0.8367
296		OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Test	0.8367
297		Oc1occ(c1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C)))	Training	0.8367
298		O=C(OCCC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2cc(OC)c(OC)c(OC)c2)))CCC=CCCC(=O)OCCC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5cc(OC)c(OC)c(OC)c5))	Test	0.8367
299		N3=C(Nc1c2nsnc2(ccc1Cl))NCC3	Test	0.8367
300		Oc1ccc(cc1(O))C(O)CNC(C)C	Training	0.8426
301		O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)C1=CSC(=N)N1))S(=O)(=O)O)N	Training	0.8485
302		O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12	Training	0.8485
303		O=C(O)C1N(C(=O)C(C)CS)CCC1	Test	0.8544
304		OC1(CCCCC1)C(c2ccc(OC)cc2)CN(C)C	Training	0.8544
305		O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCN(C)CC3)CCF	Training	0.8544
306		Oc1cccc(c1)C2(CN(C)CCCC2)(CC)	Training	0.8544
307		O=C(O)CC1NC(=O)CNC(=O)C(NC(=O)CCSSCC(NC(=O)C4N(C(=O)C(NC1(=O))Cc3c[nH]c2ccccc23)CCC4)C(=O)N)CCCCNC(=N)N	Test	0.866
308		O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(C)CC3)CC	Test	0.866
309		Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	Test	0.866
310		O=P(O)(O)C(O)(Cc1cnccc1)P(=O)(O)O	Training	0.8718
311		Oc1cccc(c1)C(O)CNCC	Test	0.8775
312		O=C(NCCN1CCOCC1)c2ccc(cc2)Cl	Test	0.8775
313		N#CNC(=NC)NCCSCc1[nH]cnc1C	Test	0.8832
314		O=C(N)C3C(=O)C(N(C)C)C4CC2C(C(=O)c1c(O)cccc1C2(O)(C))C(=O)C4(O)(C3(=O))	Training	0.8832
315		O=P(O)(O)C(O)(Cn1cncc1)P(=O)(O)O	Training	0.8832
316		O=C([O-])C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)C(=NOC(C(=O)O)(C)C)C2=CSC(=N)N2))	Test	0.8888
317		O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6)	Training	0.8888
318		N=C3NC(=Nc1c3(ncn1C2OC(CO)C(O)C2))Cl	Test	0.8888
319		O=C(O)C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)Cc2cccs2))	Test	0.8944
320		O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Test	0.8944
321		N=C3N=C1C(N=CN1C2OC(CO)C(O)C2(O))=C(OC)N3	Test	0.8944
322		O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CC)C	Training	0.8944
323		NC(C)Cc1ccccc1	Test	0.8944
324		O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)C4CC4	Test	0.8944
325		O=C2C=CC(C)C(OC(=O)C3N(C(=O)c1nc(oc1)CC(=O)CC(O)C=C(C=CCN2)C)CCC3S(=O)(=O)CCN(CC)CC)C(C)C	Test	0.9055
326		OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4)	Test	0.911
327		O=S(=O)(NC)Cc1ccc2[nH]cc(c2(c1))CCN(C)C	Training	0.911
328		O=C(NCCN(CC)CC)c1ccc(N)cc1	Training	0.9165
329		O=C2NC(=N)Nc1c2(ncn1COCCO)	Test	0.922
330		O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccc(O)cc1)C2SC3(C)(C)	Test	0.922
331		O=C(N)c1ccc2[nH]c3c(c2(c1))CC(NC)CC3	Test	0.922
332		O=C(OC)C(c1ccccc1)C2NCCCC2	Test	0.922
333		O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Test	0.922
334		c1ccc(cc1)CC(NC)C	Test	0.922
335		O=C1CCC5C4N(C)CCC25(c3c(OC12)c(O)ccc3C4)	Training	0.9274
336		O=C(O)C2=C(CC1N2(C(=O)C1(C(O)C)))SCCN=CN	Training	0.9274
337		O=C(Nc1c(cccc1C)C)NCCCNC(C)C	Training	0.9274
338		n1cnn(c1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Training	0.9274
339		O=C(NC=1C(=NC(N)N)C=C(OC=1C(O)C(O)CO)C(O)O)C	Training	0.9274
340		O=P1(OCCCN1)N(CCCl)CCCl	Training	0.9327
341		O=C(OC2C(O)(C(=O)OC)C5N(c1cc(OC)c(cc1C45(CCN3CC=CC2(CC)C34))C9(C(=O)OC)(c7[nH]c6ccccc6c7CN8CC(=CC(C8)C9)CC))C)C	Training	0.9327
342		O=C(Nc1c(cccc1C)C)C(N)C	Training	0.9327
343		O=C(CCN)C(O)NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OC(CO)C(O)C(N)C2(O))	Test	0.9381
344		O=C3OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Test	0.9381
345		OC(COc1ccc(cc1)CCOC)CNC(C)C	Test	0.9381
346		O=C1NC=C(C=C1(N))c2ccncc2	Test	0.9434
347		Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Test	0.9434
348		O=C(NCCN(CC)CC)c1ccc(cc1)NC(=O)C	Test	0.9487
349		O=C([O-])C5=C(C[n+]1cccc2c1CCC2)CSC4N5(C(=O)C4(NC(=O)C(=NOC)C3=CSC(=N)N3))	Test	0.9487
350		O=C(N)C3C(=O)C(N(C)C)C4C(O)C2C(C(=O)c1c(O)cccc1C2(O)(C))C(=O)C4(O)(C3(=O))	Test	0.9487
351		N1(CC1)P(N2CC2)(N3CC3)=S	Test	0.9487
352		OC(COc1nsnc1N2CCOCC2)CNC(C)(C)C	Training	0.9487
353		O=C([O-])C2=C(OC1N2(C(=O)C1))CCO	Test	0.9539
354		O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4CN(C)C(C(=O)N3CCC(NC(=O)CN=C(N)N)C3)C4	Test	0.9539
355		Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Test	0.9592
356		O=C([O-])C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4Cn3cnc[n+]3C4	Test	0.9592
357		O=C(O)CCCCCN	Test	0.9592
358		O=C(O)CNC(C(=O)N2CCC2(C(=O)NCc1ccc(cc1)C(=N)N))C3CCCCC3	Training	0.9644
359		O=P(O)(O)COC(C)Cn2cnc1C(=N)NC=Nc12	Test	0.9644
360		O=C1C=C(N(N1c2ccccc2)C)C	Test	0.9644
361		N=2C(=NC(C(N=C1NC=CN1)C=2OC)Cl)C	Test	0.9644
362		O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1	Training	0.9695
363		O=C(O)COC3CCN(C(=O)C(NC(=O)c1ccc(cc1)C(=N)N)Cc2ccc(O)cc2)CC3	Test	0.9695
364		O=C1NC(=N)C=CN1C2OC(CO)SC2	Training	0.9695
365		O=C(O)C2=C(C)CSC3C(=NC(=O)C(N)C1C=CCCC1)C(=O)N23	Test	0.9747
366		O=C3NC=Nc1c3(ncn1C2OC(CO)CC2)	Test	0.9747
367		O=C(NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OCC(O)(C)C(NC)C2(O)))C(O)CN	Test	0.9747
368		O=[N+]([O-])CC(=NC)NCCSCc1oc(cc1)CN(C)C	Test	0.9747
369		O=P(O)(O)COCCn2cnc1C(=N)NC=Nc12	Test	0.9798
370		O=C(O)C3=CN(c1c(cc(F)c(c1Cl)N2CCC(N)C2)C3(=O))C4CC4	Test	0.9798
371		O=[N+]([O-])c1cnc(n1CCO)C	Test	0.9798
372		O=C(NCCN(CC)CC)c1ccc(cc1)NS(=O)(=O)C	Test	0.9798
373		O=C1NC=Nc2[nH]ncc12	Test	0.9849
374		O=C(OC5CC6CCC2C(CCC3(C)(C(OC(=O)C)C(N1CC[N+](C)(C)CC1)CC23))C6(C)(CC5(N4CC[N+](C)(C)CC4)))C	Test	0.9899
375		OCC3OC(OC2C(O)C(OC1OC(CN)C(O)C(O)C1(O))C(N)CC2(N))C(O)C(N)C3(O)	Test	0.995
376		O=C(NCC(O)CO)c1c(c(NC(=O)COC)c(c(C(=O)N(C)CC(O)CO)c1I)I)I	Test	0.995
377		O=C1NC(=N)C=CN1CC(OCP(=O)(O)O)CO	Test	1
378		O=C(N)c1nc[nH]c1(N=NN(C)C)	Test	1
379		O=C1NC(=N)N=CN1C2OC(CO)C(O)C2	Test	1
380		O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	Test	1
381		O=P(O)(O)C1OC1(C)	Test	1
382		O=P1(OCCCN1(CCCl))(NCCCl)	Test	1
383		O=C(NCC(O)CO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)CC(O)CO)I)I	Test	1
384		O=C(NC(CO)CO)c1c(c(NC(O)C(=O)C)c(c(C(=O)NC(CO)CO)c1I)I)I	Test	1
385		O=C(OCC(C)(COC(=O)N)CCC)N	Test	1
386		OCCN1CC(O)C(O)C(O)C1CO	Test	1
387		O=C(Oc1ccc[n+](c1)C)N(C)C	Training	1
388		O=C(N)c1ncn(n1)C2OC(CO)C(O)C2(O)	Training	1
389		O=C1NC(=O)N(C=C1C)C2OC(C=C2)CO	Test	1
390		OCC3OC(OC2C(O)C(OC1OC(CN)C(O)CC1(N))C(N)CC2(N))C(O)C(N)C3(O)	Test	1
391		O=C(O)c1c(c(NC(=O)C)c(c(NC(=O)C)c1I)I)I	Test	1
392		O=C(c1ccc(cc1)C)c2cc(O)c(O)c(c2)[N+](=O)[O-]	Test	0.0346
393		O=C(O)c1ccc(cc1(OCC))CC(=O)NC(c2ccccc2N3CCCCC3)CC(C)C	Test	0.1225
394		O=C(OCCOC)C2=C(N=C(C)C(C(=O)OC(C)C)C2(c1cccc(c1)[N+](=O)[O-]))C	Test	0.1265
395		Fc1ccccc1C2=NCc4cnc(n4(c3ccc(cc23)Cl))C	Test	0.1304
396		O=C2C(=C(O)N(c1ccccc1)N2c3ccccc3)CCS(=O)c4ccccc4	Test	0.1304
397		O=C(OCC)C2=C(N=C(C)C(C(=O)OC)C2(c1cccc(c1)[N+](=O)[O-]))C	Test	0.1414
398		O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCC(F)(F)F)c3C	Test	0.1449
399		O=C2CC1=CCC3C4C=CC(O)(C#C)C4(CC)(CCC3(C1CC2))	Test	0.1517
400		O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(cccc2Cl)Cl)C3SC4(C)(C)	Test	0.1817
401		O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCCCOC)c3C	Test	0.1924
402		O=C2Nc1ccc(cc1C(NC2(=O))c3ccccc3)Cl	Test	0.2
403		O=C1NC(=Nc2c(nn(c12)C)CCC)c3cc(ccc3(OCC))S(=O)(=O)N4CCN(C)CC4	Test	0.2
404		O=C(O)C3CN(CCC=C(c1c(ccs1)C)c2c(ccs2)C)CCC3	Test	0.2
405		O=C(OC)C2=C(N=C(C)C(C(=O)OC)C2(c1ccccc1[N+](=O)[O-]))C	Test	0.2098
406		Oc1cc(cc2OC(C)(C)C3CCC(=CC3(c12))C)CCCCC	Test	0.2236
407		O=C1Nc4ccccc4(C(=O)N1CCN3CCC(C(=O)c2ccc(F)cc2)CC3)	Test	0.2345
408		c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	Test	0.2366
409		O=C(O)c2cc(c(Oc1ccccc1)c(c2)S(=O)(=O)N)N3CCCC3	Test	0.2408
410		O=C(N3CCN(C1=NC(=N)c2cc(OC)c(OC)cc2(N1))CCC3)CCC	Test	0.2449
411		Fc1ccc(cc1)C4CCNCC4(COc2ccc3OCOc3(c2))	Test	0.2449
412		O=C(Nc1c(cccc1C)C)C2N(CCC)CCCC2	Test	0.2449
413		n1c[nH]cc1C(c2cccc(c2C)C)C	Test	0.2449
414		O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2)C3SC4(C)(C)	Test	0.2646
415		OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)Cl	Test	0.2646
416		c1ccc3c(c1)N(c2ccccc2CC3)CCCN(C)C	Test	0.2739
417		O=C(N(c1ccccc1)C3(COC)(CCN(CCc2cccs2)CC3))CC	Test	0.2739
418		O=C(N(C)C)Cc2c(nc1ccc(cn12)C)c3ccc(cc3)C	Test	0.2828
419		O=S(=O)(c1ccc(cc1)c3cc(cnc3(c2cnc(cc2)C))Cl)C	Test	0.2846
420		O=C2Nc1ccccc1N2CCCN5CCC(N4C(=O)Nc3cc(ccc34)Cl)CC5	Test	0.2864
421		O=C(N)c2ccc(OCCNCC(O)COc1ccccc1C)cc2	Test	0.2983
422		c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Test	0.3
423		c1ccc3c(c1)C4c2ccccc2C3(CCCNC)CC4	Test	0.3317
424		OC(c1ncccc1)(c2ccccc2)CCCN3C(C)CCCC3C	Test	0.3606
425		N#CCSCC(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23)	Test	0.3873
426		O=P(O)(O)C(O)(CCN(C)CCCCC)P(=O)(O)O	Test	0.3873
427		O=C(NC3CCN(CCc2c[nH]c1ccccc12)CC3)c4ccccc4	Test	0.3873
428		O=C(O)C(NC(=O)C)CS	Test	0.4123
429		O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C	Test	0.4123
430		O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Test	0.4472
431		O=C(Oc2c3nccnc3(c(O)n2(c1ncc(cc1)Cl)))N4CCN(C)CC4	Test	0.4472
432		O=C(OCC)C2(c1ccccc1)(CCC=CC2(N(C)C))	Test	0.4583
433		O=NN(C(=O)NCCCl)CCCl	Test	0.4796
434		O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(OC)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Test	0.4796
435		O=C(OCC)c1cncn1C(c2ccccc2)C	Test	0.4796
436		Oc1ccc(O)c2c(O)c3c(ccc(NCC=NCCO)c3(c(O)c12))NCCNCCO	Test	0.5
437		O=C(OC5CC6CCC1C(CCC2(C)(C(OC(=O)C)C(CC12)[N+]3(C)(CCCCC3)))C6(C)(CC5(N4CCCCC4)))C	Test	0.5
438		OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4	Test	0.5099
439		O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5C2=NC6(N=C2C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)=C(O)c5(c(O)c4C))(CCN(CC6)CC(C)C))C)C	Test	0.5385
440		O=C(O)C3N2C(=O)C(NC(=O)Cc1ccccc1)C2SC3(C)(C)	Test	0.6325
441		O=C3NC(=O)C(N2C(=O)c1ccccc1C2(=O))CC3	Test	0.6325
442		O=C(O)C(ONC(C(=O)N=C1C(=O)N(C1C)S(=O)(=O)O)C2=CSC(=N)N2)(C)C	Test	0.6325
443		N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	Test	0.6403
444		N1=C(NCC1)C4CC4(c2ccccc2)(c3ccccc3)	Test	0.7071
445		O=C(Nc1ccc(O)cc1)C	Test	0.9274
446		Oc1ccc(cc1)CC(NCC(O)c2cc(O)cc(O)c2)C	Test	0.728
447		O=C1CCC5(O)(C4N(CC=C)CCC25(c3c(OC12)c(O)ccc3C4))	Test	0.7348
448		O=C(OC3C(CC4C5CCC2CC(O)C(N1CCOCC1)CC2(C)C5(CCC34(C)))[N+]6(CC=C)(CCCC6))C	Test	0.7348
449		O=C(O)C3C(=COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	Test	0.7416
450		O=C(O)C1=CN(c2c(F)c(c(F)c(N)c2(C1(=O)))N3CC(NC(C)C3)C)C4CC4	Test	0.7416
451		O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)C1=CSC(=N)N1))	Test	0.7746
452		O=C(O)C(=NC(=O)C1CC1(C)(C))CCCCCSCC(N)C(=O)O	Test	0.7746
453		O=C(Oc1cccc(c1)C(N(C)C)C)N(C)CC	Test	0.7746
454		O=C2c1[nH]cnc1N(C(=O)N2C)C	Test	0.781
455		O=C1NC(=O)N(C=C1(F))C2OC(C)C(O)C2(O)	Test	0.781
456		O=C(O)C2N1C(=O)CC1S(=O)(=O)C2(C)(C)	Test	0.7874
457		O=C2OCC=1C(=O)N4C(=CC=1C2(O)CC)c3nc5ccc(O)c(c5(cc3C4))CN(C)C	Test	0.8062
458		n1ccccc1C(c2ccc(cc2)Cl)CCN(C)C	Test	0.8367
459		O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)N(CC1)S(=O)(=O)C)c2ccccc2)C3SC4(C)(C)	Test	0.8367
460		O=S(=O)(NC)CCc1ccc2[nH]cc(c2(c1))C3CCN(C)CC3	Test	0.8367
461		O=C(N)CC2NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c%10ccc(Oc9cc3cc(Oc1ccc(cc1Cl)C(O)C=5NC(O)=C(NC(=O)C3(NC2(=O)))c4ccc(O)c(c4)c6c(O)cc(O)cc6(C(NC=5(O))=C(O)O))c9(OC8OC(CO)C(O)C(O)C8(OC7OC(C)C(O)C(N)(C)C7)))c(c%10)Cl	Test	0.8367
462		O=C(Nc1ccccc1C)C(NCCC)C	Test	0.8485
463		O=C(OCC3=C(C(=O)O)N2C(=O)C(OC)(NC(=O)Cc1cccs1)C2SC3)N	Test	0.8544
464		O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC	Test	0.8602
465		O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))N4CCN(C)CC4	Test	0.866
466		O=C1OCC(N1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Test	0.866
467		O=C(O)C(N)Cc1ccc(O)c(O)c1	Test	0.8718
468		O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)C1=CSC(=N)N1))	Test	0.8832
469		O=C([O-])C4=C(C[N+]1(C)(CCCC1))CSC3N4(C(=O)C3(NC(=O)C(=NOC)C2=CSC(=N)N2))	Test	0.8832
470		OC2(c1cccc(OC)c1)(CCCCC2(CN(C)C))	Test	0.8944
471		O=S(=O)(N)NC(=N)CCSCC1=CSC(=NC(=N)N)N1	Test	0.9165
472		O=C2NC(=N)Nc1c2(ncn1CCC(CO)CO)	Test	0.9165
473		O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1))	Test	0.922
474		N1=CNC(c2nc[nH]c12)=S	Test	0.922
475		n1cccc(c1)C2N(C)CCC2	Test	0.9747
476		O=C(NCCNCC(O)COc1ccc(O)cc1)N2CCOCC2	Test	0.9849
477		O=C(O)CC1(CN)(CCCCC1)	Test	0.9849
