ID	CAS	SMILES VEGA	Status	Exp. endpoint
748	063659-18-7	OC(COc1ccc(cc1)CCOCC2CC2)CNC(C)C	Training	1.2305
749	063675-72-9	O=C(OCC(C)C)c2c(nc(c(c2(c1ccccc1[N+](=O)[O-]))C(O)OC)C)C	Training	1.0414
750	064221-86-9	O=C(O)C2=C(CC1N2(C(=O)C1(C(O)C)))SCCNC=N	Training	-0.0223
751	064706-54-3	O(CC(N1CCCC1)CN(c2ccccc2)Cc3ccccc3)CC(C)C	Training	1.5682
752	064952-97-2	O=C(O)C3=C(COC2N3(C(=O)C2(OC)(NC(=O)C(C(=O)O)c1ccc(O)cc1)))CSc4nnnn4C	Training	0.4624
753	065052-63-3	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0.3222
754	065085-01-0	O=C(O)C4=C(CSc1nnnn1C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0
755	065271-80-9	O=C1C=CC(=O)C=2C(=O)C3=C(NCCNCCO)CCC(NCCNCCO)=C3(C(=O)C1=2)	Training	1.7243
756	065277-42-1	O=C(N5CCN(c4ccc(OCC1OC(OC1)(c2ccc(cc2Cl)Cl)Cn3cncc3)cc4)CC5)C	Training	0.301
757	065472-88-0	c1ccc(cc1)C=CCN(C)Cc3cccc2ccccc23	Training	1.7782
758	065510-44-3	c1cc(cc(c1c2cc(c(c(c2)Cl)Cl)Cl)Cl)Cl	Training	4.593
759	065510-45-4	c1cc(cc(c1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl	Training	3.8802
760	066085-59-4	O=C(OC(C)C)c2c(nc(c(c2(c1cccc(c1)[N+](=O)[O-]))C(O)OCCOC)C)C	Training	0.1139
761	066104-22-1	c2cc1[nH]cc3c1c(c2)C4CC(CN(CCC)C4(C3))CSC	Training	1.4314
762	066357-35-5	O=[N+]([O-])CC(=NCCSCc1oc(cc1)CN(C)C)NC	Training	0.3222
763	066722-44-9	OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C	Training	1
764	066778-36-7	O=C(Nc1ccccc1C(C)CN2CCCCC2)c3ccc(OC)cc3	Training	0.415
765	067227-57-0	O=C3C(O)=CC=1C(C=CN=CC=1C2CCC(O)CC2)=C3Cl	Training	-1.0792
766	067392-87-4	O=C1OC5(CC1)(C2CC2C4C6C7C(=C3CC(=O)CCC3(C)C6(CCC45(C)))C7)	Training	1.4771
767	067562-39-4	o2c1c(cc(c(c1Cl)Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl	Training	4.3578
768	067915-31-5	n1cnn(c1)CC2(OCC(O2)COc3ccc(cc3)N4CCN(CC4)C(C)C)c5ccc(cc5Cl)Cl	Training	0.8388
769	068194-04-7	c2cc(c(c1ccc(cc1Cl)Cl)c(c2)Cl)Cl	Training	2.1813
770	068194-05-8	c1cc(cc(c1c2c(ccc(c2Cl)Cl)Cl)Cl)Cl	Training	3.0052
771	068194-08-1	c2cc(c(c(c1c(cc(cc1Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.0052
772	068194-09-2	c2cc(c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c2)Cl)Cl	Training	3.4823
773	068194-13-8	c1cc(cc(c1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	3.8802
774	068194-14-9	c1cc(c(cc1Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl)Cl	Training	3.4823
775	068194-16-1	c2cc(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.4823
776	068194-17-2	c2c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(cc2Cl)Cl)Cl	Training	5.0844
777	068252-19-7	OC(c1ncccc1)(c2ccccc2)CCCN3C(C)CCCC3C	Training	0.9243
778	068291-97-4	O=S(=O)(N)Cc1noc2ccccc12	Training	1.7993
779	068302-57-8	O=C(O)c1cc2C(=O)c3cc(ccc3(Oc2(nc1(N))))C(C)C	Training	0.5441
780	068359-37-5	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	0.8451
781	068373-14-8	O=C(O)C2N1C(=O)CC1S(=O)(=O)C2(C)(C)	Training	0.0414
782	068401-81-0	O=C(O)C3=CCSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0.1761
783	068693-11-8	O=C(N)CS(=O)C(c1ccccc1)c2ccccc2	Training	1
784	068844-77-9	Fc1ccc(cc1)Cn3c(nc2ccccc23)NC5CCN(CCc4ccc(OC)cc4)CC5	Training	1.3802
785	069049-73-6	O=C(O)C=3Oc2c(cc1C(=O)C=C(C(=O)O)N(c1c2CCC)CC)C(=O)C=3	Training	0.5185
786	069739-16-8	O=C(O)C4=C(CSc1nc(c(CC(=O)O)s1)C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0.6232
787	069756-53-2	FC(F)(F)c1ccc2c(c1)c3cc(cc(c3(cc2C(O)CCN(CCCC)CCCC))Cl)Cl	Training	2.2833
788	069782-90-7	c1cc(c(c(c1c2cc(c(c(c2)Cl)Cl)Cl)Cl)Cl)Cl	Training	5.2103
789	070362-45-7	c1ccc(c(c1)c2c(ccc(c2Cl)Cl)Cl)Cl	Training	2.227
790	070362-50-4	c1cc(ccc1c2cc(c(c(c2)Cl)Cl)Cl)Cl	Training	3.8717
791	070424-67-8	c1cc(cc(c1)Cl)c2cc(cc(c2Cl)Cl)Cl	Training	2.0673
792	070424-68-9	c1cc(c(cc1c2cc(cc(c2Cl)Cl)Cl)Cl)Cl	Training	3.4529
793	070424-70-3	c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl	Training	2.4409
794	070458-92-3	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(C)CC3)CC	Training	1.0414
795	070458-96-7	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Training	0.5441
796	070648-26-9	o2c1cc(c(cc1c3c2c(c(c(c3Cl)Cl)Cl)Cl)Cl)Cl	Training	4.785
797	070797-11-4	O=C(O)C5=C(CSc1nnnn1C)CSC4N5(C(=O)C4(NC(=O)C(NC(=O)C2=CNC(=CC2(=O))C)c3ccc(O)cc3))	Training	0.6474
798	071195-58-9	O=C1N(N=NN1CCN3CCC(N(C(=O)CC)c2ccccc2)(COC)CC3)CC	Training	0.2041
799	071320-77-9	O=C(NCCN1CCOCC1)c2ccc(cc2)Cl	Training	0.1761
800	071620-89-8	O(c3ccccc3(OC(c1ccccc1)C2OCCNC2))CC	Training	1
801	072432-10-1	O=C(c1ccc(OC)cc1)N2C(=O)CCC2	Training	0.243
802	072509-76-3	O=C(OCC)c2c(nc(c(c2(c1cccc(c1Cl)Cl))C(O)OC)C)C	Training	1
803	072599-27-0	OCC1N(CCCC)CC(O)C(O)C1(O)	Training	0.8129
804	072956-09-3	OC(COc2cccc3[nH]c1ccccc1c23)CNCCOc4ccccc4(OC)	Training	0.3802
805	073334-07-3	O=C(NCC(O)CO)c1c(c(NC(=O)COC)c(c(C(=O)N(C)CC(O)CO)c1I)I)I	Training	0.415
806	073384-59-5	O=C(O)C4=C(CSC1=NC(=O)C(=O)NN1C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0.9345
807	073575-52-7	c1cc(cc(c1c2cc(cc(c2)Cl)Cl)Cl)Cl	Training	3.1813
808	073575-53-8	c1cc(cc(c1)Cl)c2cc(c(cc2Cl)Cl)Cl	Training	2.2782
809	073575-54-9	c2cc(c(c1c(ccc(c1Cl)Cl)Cl)c(c2)Cl)Cl	Training	2.1813
810	073575-55-0	c2cc(c(c1cc(cc(c1Cl)Cl)Cl)c(c2)Cl)Cl	Training	3.0052
811	073575-57-2	c2cc(c(c1ccc(c(c1Cl)Cl)Cl)c(c2)Cl)Cl	Training	3.0052
812	073963-72-1	O=C3C=CC=4C=C(OCCCCc1nnnn1C2CCCCC2)CCC=4(N3)	Training	1.0792
813	074011-58-8	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Training	0.7076
814	074050-98-9	O=C1Nc4ccccc4(C(=O)N1CCN3CCC(C(=O)c2ccc(F)cc2)CC3)	Training	1.0792
815	074103-06-3	O=C(c1ccccc1)c2ccc3n2CCC3(C(=O)O)	Training	0.7076
816	074150-27-9	O=C1C=C(C(=NN1)c2ccc3[nH]c(nc3(c2))C4=CC=C(OC)CC4)C	Training	0.2553
817	074191-85-8	O=C(N3CCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))CC3)C4Oc5ccccc5(OC4)	Training	0.9731
818	074338-24-2	c1cc(cc(c1)Cl)c2ccc(c(c2Cl)Cl)Cl	Training	2.0351
819	074472-34-7	c1cc(ccc1c2cc(cc(c2Cl)Cl)Cl)Cl	Training	3.227
820	074472-37-0	c1cc(ccc1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl	Training	4.9903
821	074472-42-7	c1cc(c(cc1c2c(cc(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	4.6372
822	074472-44-9	c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	5.3062
823	074472-50-7	c1c(cc(c(c1Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl	Training	5.1813
824	074472-51-8	c1c(cc(cc1Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl	Training	5.2151
825	074472-52-9	c2c(cc(c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	4.8802
826	074738-24-2	O=C(Nc1c(cccc1C)C)NCCCNC(C)C	Training	0.699
827	074863-84-6	O=C(O)C3N(C(=O)C(NS(=O)(=O)c2cccc1c2(NCC(C)C1))CCCNC(=N)N)CCC(C)C3	Training	-0.3979
828	075225-51-3	O=C(O)CC(O)CC(O)CCC2C1=C(C=C(C)CC1(OC(=O)C(C)CC))CCC2(C)	Training	0.1461
829	075330-75-5	O=C3OC(CCC2C1=C(C=C(C)CC1(OC(=O)C(C)CC))CCC2(C))CC(O)C3	Training	0.7243
830	075607-67-9	O=P(O)(O)OCC3OC(n2cnc1c(nc(F)nc12)N)C(O)C3(O)	Training	1.301
831	075695-93-1	O=C(OC(C)C)c3c(nc(c(c3(c2cccc1nonc12))C(O)OC)C)C	Training	0.5185
832	075696-02-5	N#CCCN3C(=O)C(=O)N=C(C1=CCCC=C1(F))c2cc(ccc23)Cl	Training	0.9542
833	075706-12-6	O=C(Nc1ccc(cc1)C(F)(F)F)c2cnoc2C	Training	2.5263
834	075803-36-0	O=S(=O)(O)OC3(C#C)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Training	0.9685
835	075847-73-3	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)CCC2	Training	1.0414
836	076420-72-9	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))C)CCc2ccccc2	Training	1.5911
837	076470-66-1	O=C(O)C3=C(CCC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1)))Cl	Training	0
838	076547-98-3	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))CCCCN)CCc2ccccc2	Training	1.6232
839	076824-35-6	O=S(=O)(N)NC(=N)CCSCc1nc(NC(=N)N)sc1	Training	0.4472
840	076842-07-4	c2cc(c1cc(c(c(c1)Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	2.4409
841	077337-76-9	O=C(NCCCS(=O)(=O)O)C	Training	1.4232
842	077671-31-9	O=C2NC(C(=O)c1ccc(cc1)SC)=C(N2)C	Training	0
843	078415-72-2	N#CC2=CC(c1ccncc1)=C(NC2(=O))C	Training	-0.0969
844	078755-81-4	O=C(OCC)c1ncn2c3ccc(F)cc3(C(=O)N(C)Cc12)	Training	-0.1079
845	078919-13-8	O=C(OCC(=O)c1ccccc1)CCCCC2=CC3C(C=CC(O)C(C)CC#CC)C(O)CC3(C2)	Training	-0.2441
846	079350-37-1	O=C(O)C3=C(C=C)CSC2N3(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))	Training	0.5052
847	079617-96-2	c1ccc3c(c1)C(NC)CCC3(c2ccc(c(c2)Cl)Cl)	Training	1.415
848	079660-72-3	O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCN(C)CC3)CCF	Training	0.9345
849	079794-75-5	O=C(OCC)N4CCC(C=3c1ncccc1CC=C2C=C(C=CC2=3)Cl)CC4	Training	0.9243
850	079902-63-9	O=C3OC(CCC2C1=C(C=C(C)CC1(OC(=O)C(C)(C)CC))CCC2(C))CC(O)C3	Training	0.4771
851	079944-58-4	O1c3ccccc3(OC(C1)C2NC=CN2)	Training	0.6232
852	080125-14-0	O=C(NCC1N(CC)CCC1)c2c(OC)ccc(c2(OC))Br	Training	0.7404
853	080474-14-2	O=C(OC3(C(=O)SCF)(C(C)CC2C4CC(F)=C1CC(=O)C=CC1(C)C4(F)(C(O)CC23(C))))CC	Training	0.7782
854	080755-51-7	O=C(N3CCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))CCC3)CCC	Training	0.301
855	081093-37-0	O=C(O)CC(O)CC(O)CCC2C1=C(CC(=O)CC1(OC(=O)C(C)CC))CCC2(C)	Training	-0.1079
856	081147-92-4	O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1	Training	-0.8239
857	081403-80-7	O=C(NCCCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))C)C3OCCC3	Training	0.6812
858	081409-90-7	O=C(NCC)N(C(=O)C3CN(CC=C)C4Cc2c[nH]c1cccc(c12)C4(C3))CCCN(C)C	Training	1.8195
859	081447-80-5	O=C(c1ccccc1(OCC(O)CNC(C)(C)CC))CCc2ccccc2	Training	0.1761
860	081732-65-2	O=C(Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C)N(C)C	Training	0.415
861	081801-12-9	O=C(NCCNCC(O)COc1ccc(O)cc1)N2CCOCC2	Training	0.8865
862	081846-19-7	O=C(O)COc1cccc2c1CC3CC(O)C(CCC(O)CCCCC)C3(C2)	Training	0.4771
863	081965-43-7	O=NN(C(=O)NC(C(=O)N)C)CCCl	Training	0
864	082009-34-5	O=C(O)C(=NC(=O)C1CC1(C)(C))CCCCCSCC(N)C(=O)O	Training	-0.0655
865	082619-04-3	O=C(O)C3=C(COC)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0.3918
866	082626-48-0	O=C(N(C)C)Cc2c(nc1ccc(cn12)C)c3ccc(cc3)C	Training	0.2304
867	082768-85-2	O=C(O)C3N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)Cc2ccccc2C3	Training	0.3617
868	083015-26-3	O(c1ccccc1C)C(c2ccccc2)CCNC	Training	0.716
869	083366-66-9	O=C1N(N=C(N1CCOc2ccccc2)CC)CCCN4CCN(c3cccc(c3)Cl)CC4	Training	0.0792
870	083647-97-6	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)CC3(C2)(SCCS3)	Training	1.5119
871	083799-24-0	O=C(O)C(c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4)(C)C	Training	1.1584
872	083881-51-0	O=C(O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl	Training	0.9191
873	084057-84-1	n1nc(c(nc1N)N)c2cccc(c2Cl)Cl	Training	1.3979
874	084057-95-4	O=C(Nc1c(cccc1C)C)C2N(CCC)CCCC2	Training	0.3424
875	084371-65-3	Oc1ccc2c(c1)CCC5C2C(c3ccc(cc3)N(C)C)CC4(C)(C5(CCC4(O)(C#CC)))	Training	1.2553
876	084449-90-1	O=C(c2ccc(OCCN1CCCCC1)cc2)c5c3ccc(O)cc3sc5(c4ccc(O)cc4)	Training	1.4425
877	084625-61-6	O=C1N(N=CN1c2ccc(cc2)N7CCN(c6ccc(OCC3OC(OC3)(c4ccc(cc4Cl)Cl)Cn5ncnc5)cc6)CC7)C(C)CC	Training	1.3979
878	085405-59-0	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(O)(C4)CC	Training	0.8261
879	085441-61-8	O=C(O)C3N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)Cc2ccccc2C3	Training	0.301
880	085622-93-1	O=C(N)c1ncn2C(=O)N(N=Nc12)C	Training	0.1761
881	085650-52-8	n1cccc3c1N4CCN(C)CC4(c2ccccc2C3)	Training	1.1761
882	085721-33-1	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	Training	0.5798
883	086386-73-4	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	1.4771
884	086541-75-5	O=C(O)CN3C(=O)C(NC(C(=O)OCC)CCc1ccccc1)CCc2ccccc23	Training	1.0212
885	087333-19-5	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3CCCC3(C2)	Training	0.4771
886	087638-04-8	O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))S(=O)(=O)O)N	Training	0.2041
887	087679-37-6	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3CCCCC3(C2)	Training	0.7782
888	087726-17-8	O=C(O)C2=C(CC1N2(C(=O)C1(C(O)C)))SC3CN(C(=N)C)CC3	Training	-0.0177
889	087810-56-8	O=C1OC(C=CC(O)(C)C(OP(=O)(O)O)CC(O)C=CC=CC=CCO)CC=C1	Training	0.1761
890	088150-42-9	O=C(OCC)c2c(nc(c(c2(c1ccccc1Cl))C(O)OC)C)COCCN	Training	1.5315
891	088669-04-9	O=C1CC(OC2OC3C(O)C(NC)C(O)C(NC)C3(OC12(O)))CCCC	Training	1.0414
892	089194-77-4	O=C(OC2C1CN(C)CC2(CN(CC)C1))c3ccc(cc3)Cl	Training	0.9345
893	089365-50-4	Oc1ccc(cc1CO)C(O)CNCCCCCCOCCCCc2ccccc2	Training	0.7404
894	089565-68-4	O=C(OC2CC1N(C)C(CC1)C2)c4c[nH]c3ccccc34	Training	0.7482
895	089778-26-7	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CCCl)CCN(C)C	Training	2.0792
896	090357-06-5	N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(O)(C)CS(=O)(=O)c2ccc(F)cc2	Training	2.1511
897	090402-40-7	n2c1cc(OC)c(OC)cc1c(N)cc2N4Cc3cc(OC)c(OC)cc3CC4	Training	0.7709
898	091161-71-6	C(#CC(C)(C)C)C=CCN(C)Cc2cccc1ccccc12	Training	1.5563
899	091374-21-9	Oc2cc1c(cccc1CCN(CCC)CCC)[nH]2	Training	0.7782
900	091421-43-1	O=C3OCc2c(O)n4cc1cc5c(nc1c4(cc2C3(O)CC))cccc5(N)	Training	0.8451
901	091714-94-2	O=C(O)Cc2cccc(C(=O)c1ccc(cc1)Br)c2(N)	Training	0.415
902	091832-40-5	O=NC(C(=O)NC2C(=O)N1C(C(=O)O)=C(C=C)CSC12)c3nc(N)sc3	Training	0.2304
903	092623-85-3	O=C(N(CC)CC)C2(c1ccccc1)(CC2(CN))	Training	0.9031
904	092665-29-7	O=C(O)C3=C(C=CC)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	Training	0.0792
905	093390-81-9	O=C1NC(C(=O)N1COP(=O)(O)O)(c2ccccc2)c3ccccc3	Training	-0.6021
906	093413-69-5	OC1(CCCCC1)C(c2ccc(OC)cc2)CN(C)C	Training	0.699
907	093479-97-1	O=C(NC1CCC(C)CC1)NS(=O)(=O)c2ccc(cc2)CCNC(=O)n3cc(c(c3(O))CC)C	Training	0.9978
908	093957-54-1	O=C(O)CC(O)CC(O)C=Cc3c(c1ccc(F)cc1)c2ccccc2n3C(C)C	Training	-0.1549
909	094079-80-8	O=C(O)COCCC1=CC2C(C#CC(O)C(C)CC#CCC)C(O)CC2(C1)	Training	0.0414
910	095153-31-4	O=C(O)C(NC(C(=O)N1C(C(=O)O)CC2CCCCC12)C)CCC	Training	1.4624
911	095399-71-6	O=C(O)C2N(C(=O)CP(=O)(O)CCCCc1ccccc1)CC(C2)C3CCCC3	Training	0.9731
912	095415-91-1	O=C(O)C2=C(SCCOC(=O)N)SC1N2(C(=O)C1(C(O)C))	Training	-0.0969
913	096036-03-2	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC3NC(C(=O)N(C)C)CC3	Training	0
914	096829-58-2	O=CNC(C(=O)OC(CCCCCCCCCCC)CC1OC(=O)C1(CCCCCC))CC(C)C	Training	0.1761
915	097240-79-4	O=S(=O)(OCC23(OCC1OC(OC1C3(OC(O2)(C)C))(C)C))N	Training	1.3222
916	097322-87-7	O=C4NC(O)=C(Cc3ccc(OCC2(Oc1c(c(c(O)c(c1CC2)C)C)C)(C))cc3)S4	Training	1.3979
917	097682-44-5	O=C(Oc4ccc5nc1c(cn2c(O)c3c(cc12)C(O)(C(=O)OC3)CC)c(c5(c4))CC)N7CCC(N6CCCCC6)CC7	Training	0.9542
918	098048-97-6	O=C(O)C2N(C(=O)CP(=O)(OC(OC(=O)CC)C(C)C)CCCCc1ccccc1)CC(C2)C3CCCCC3	Training	1.0792
919	098079-51-7	O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC	Training	0.9031
920	098319-26-7	O=C1C=CC4(C)(C(N1)CCC2C4(CCC3(C)(C(C(=O)NC(C)(C)C)CCC23)))	Training	0.7782
921	099011-02-6	n1cn(c3c1c(nc2ccccc23)N)CC(C)C	Training	1.301
922	099614-02-5	O=C3c2c1ccccc1n(c2CCC3Cn4ccnc4C)C	Training	0.5315
923	100643-71-8	n1ccc(cc1)C4c2ccc(cc2CCC3=C4(NCCC3))Cl	Training	1.699
924	100986-85-4	O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))N4CCN(C)CC4	Training	0.9445
925	101526-83-4	O=C(NCCN(CC)CC)c1ccc(cc1)NS(=O)(=O)C	Training	0.5798
926	101828-21-1	c1ccc2c(c1)cccc2CN(C)Cc3ccc(cc3)C(C)(C)C	Training	2.1761
927	102767-28-2	O=C(N)C(N1C(=O)CCC1)CC	Training	0.8451
928	103577-45-3	O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCC(F)(F)F)c3C	Training	0
929	103628-46-2	O=S(=O)(NC)Cc1ccc2[nH]cc(c2(c1))CCN(C)C	Training	0.2304
930	103775-10-6	O=C(O)C3N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)Cc2cc(OC)c(OC)cc2C3	Training	0
931	104227-87-4	O=C(OCC(COC(=O)C)CCn2cnc1cnc(nc12)N)C	Training	1
932	104632-26-0	n1c(N)sc2c1CCC(NCCC)C2	Training	0.9031
933	105102-22-5	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CCl)C4(C)(CC(O)C23Cl))(C)	Training	0.7634
934	105816-04-4	O=C(O)C(NC(=O)C1CCC(CC1)C(C)C)Cc2ccccc2	Training	0.1761
935	105956-97-6	O=C(O)C3=CN(c1c(cc(F)c(c1Cl)N2CCC(N)C2)C3(=O))C4CC4	Training	0.7324
936	106133-20-4	O=S(=O)(N)c1cc(ccc1(OC))CC(NCCOc2ccccc2(OCC))C	Training	0.8325
937	106266-06-2	O=C1C(=C(N=C2N1CCCC2)C)CCN5CCC(c4noc3cc(F)ccc34)CC5	Training	0.5051
938	106516-24-9	O=C1NCCN1CCN5CCC(c4cn(c2ccc(F)cc2)c3ccc(cc34)Cl)CC5	Training	1.8573
939	106650-56-0	c1cc(ccc1C2(CCC2)C(N(C)C)CC(C)C)Cl	Training	1.1461
940	106941-25-7	O=P(O)(O)COCCn2cnc1c(ncnc12)N	Training	0.2041
941	107133-36-8	O=C(O)C1N(C(=O)C(NC(C(=O)OCC)CCC)C)C2CCCCC2(C1)	Training	-0.0458
942	107233-08-9	O1C(C)SCC13(CN2CCC3(CC2))	Training	0.699
943	107724-20-9	O=C1OC4(CC1)(CCC3C6C(C(=O)OC)CC2=CC(=O)CCC2(C)C56(OC5(CC34(C))))	Training	0.699
944	107753-78-6	O=C(OC1CCCC1)Nc2ccc3c(c2)c(cn3C)Cc4ccc(cc4(OC))C(=O)NS(=O)(=O)c5ccccc5C	Training	1
945	107868-30-4	O=C1C=CC4(C(=C1)C(=CC2C4(CCC3(C(=O)CCC23)(C)))C)(C)	Training	1.3802
946	108319-06-8	O=C(O)C2=CN(c1ccc(F)cc1(F))c3cc(c(F)cc3(C2(=O)))N4CCNC(C)C4	Training	0.9031
947	109889-09-0	O=C(NC2CC1N(C)C(CCC1)C2)c3nn(c4ccccc34)C	Training	0.716
948	110871-86-8	O=C(O)C1=CN(c2c(F)c(c(F)c(N)c2(C1(=O)))N3CC(NC(C)C3)C)C4CC4	Training	1.301
949	111025-46-8	O=C3NC(O)=C(Cc2ccc(OCCc1ncc(cc1)CC)cc2)S3	Training	0.699
950	111406-87-2	O=C(N)N(O)C(c2cc1ccccc1s2)C	Training	0.3979
951	111974-69-7	OCCOCCN4CCN(C2=Nc1ccccc1Sc3ccccc23)CC4	Training	0.7782
952	112809-51-5	N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	Training	1.6532
953	112811-59-3	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)C4CC4	Training	1
954	112953-11-4	Oc1[nH]c(O)c8c1c3c2ccccc2n6c3c5c8(c4ccccc4n5C7(OC6CC(NC)C7(OC))(C))	Training	2.8976
955	113665-84-2	O=C(OC)C(c1ccccc1Cl)N3Cc2ccsc2CC3	Training	0.9031
956	113806-05-6	O=C(O)Cc2ccc3OC=C1C=CC=CC1=C(c3(c2))CCCN(C)C	Training	0.4771
957	113852-37-2	O=C1N=C(N)C=CN1CC(OCP(=O)(O)O)CO	Training	0.415
958	114899-77-3	O=C(Oc2c(c1OCOc1c6c2C9C5N(C(O)C4N(C)C5(c3c(O)c(OC)c(cc3C4)C))C6COC(=O)C8(NCCc7cc(O)c(OC)cc78)CS9)C)C	Training	1.6435
959	115103-54-3	O=C(O)C3CN(CCC=C(c1c(ccs1)C)c2c(ccs2)C)CCC3	Training	1
960	115256-11-6	O=S(=O)(Nc2ccc(OCCN(C)CCc1ccc(cc1)NS(=O)(=O)C)cc2)C	Training	0.9085
961	115956-12-2	O=C(OC3CC1N2CC(=O)C(C1)CC2C3)c5c[nH]c4ccccc45	Training	-0.8861
962	116644-53-2	O=C(OC2(CCc1cc(F)ccc1C2(C(C)C))(CCN(C)CCCc3nc4ccccc4([nH]3)))COC	Training	1.1139
963	117467-28-4	O=C(OCOC(=O)C(C)(C)C)C4=C(C=Cc1c(ncs1)C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0.2041
964	117976-89-3	O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCCCOC)c3C	Training	0
965	118292-40-3	O=C(OCC)c3cnc(C#Cc1ccc2c(c1)C(C)(C)CCS2)cc3	Training	1.2553
966	118457-14-0	Fc1ccc2OC(CCc2(c1))C(O)CNCC(O)C4Oc3ccc(F)cc3CC4	Training	1
967	119169-78-7	O=C(O)C4=CC3=CCC1C(CCC2(C)(C(C(=O)NC(C)(C)C)CCC12))C3(C)CC4	Training	1.4314
968	119817-90-2	O=C(O)CCC(NC(=O)c1ccc(c(c1)Cl)Cl)C(=O)N(CCCOC)CCCCC	Training	0.0792
