ID	CAS	SMILES VEGA	Status	Exp. endpoint
272	000520-85-4	O=C(C)C3(O)(CCC2C4CC(=C1CC(=O)CCC1(C)C4(CCC23(C)))C)	Training	1.3222
273	000525-66-6	OC(COc1cccc2ccccc12)CNC(C)C	Training	0.5315
274	000529-38-4	O=C(OC2CC1N(C)C(CC1)C2(C(=O)OCC))c3ccccc3	Training	0.1761
275	000532-03-6	O=C(OCC(O)COc1ccccc1(OC))N	Training	0.0755
276	000532-77-4	O=C(OC(C)CNC1CCCCC1)c2ccccc2	Training	-0.7782
277	000533-45-9	n1csc(c1C)CCCl	Training	0.6532
278	000536-33-4	n1ccc(cc1CC)C(N)=S	Training	0.3979
279	000537-46-2	c1ccc(cc1)CC(NC)C	Training	1.0792
280	000546-88-3	O=C(NO)C	Training	0.8751
281	000548-04-9	O=C2C=C(O)C=8C(=O)c1c(O)cc(c7c1c6C=8(C2=C4C(=O)C=C(O)C=5C(=O)C3=C(O)CC(c7(c3c6(C4=5)))C))C	Training	1.6232
282	000548-73-2	O=C2Nc1ccccc1N2C3=CCN(CC3)CCCC(=O)c4ccc(F)cc4	Training	0.349
283	000552-94-3	O=C(O)c2ccccc2(OC(=O)c1ccccc1(O))	Training	0
284	000554-57-4	O=C(N=C1N(N=C(S1)S(=O)(=O)N)C)C	Training	1.1461
285	000555-30-6	O=C(O)C(N)(C)CC1=CC(=O)C(=O)CC1	Training	0.7709
286	000561-27-3	O=C(Oc5ccc4c1c5(OC3C(OC(=O)C)CC=C2C(N(C)CCC123)C4))C	Training	0.3979
287	000569-65-3	c1ccc(cc1)C(c2ccc(cc2)Cl)N4CCN(Cc3cccc(c3)C)CC4	Training	0.7782
288	000586-06-1	O=C1C=C(CC(=O)C1)C(O)CNC(C)C	Training	0.7782
289	000586-60-7	O=C(c1ccc(OCCCC)cc1)CCN2CCCCC2	Training	-0.1249
290	000599-79-1	O=C(O)c3cc(N=Nc1ccc(cc1)S(=O)(=O)Nc2ncccc2)ccc3(O)	Training	0.8751
291	000604-75-1	O=C2N=C(C=1C=CCCC=1)c3cc(ccc3(NC2(=O)))Cl	Training	0.8261
292	000616-91-1	O=C(O)C(NC(=O)C)CS	Training	0.7404
293	000634-03-7	O1CCN(C)C(C)C1c2ccccc2	Training	1.3324
294	000637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	1.301
295	000644-62-2	O=C(O)c2ccccc2(Nc1c(ccc(c1Cl)C)Cl)	Training	0.4843
296	000645-05-6	n1c(nc(nc1N(C)C)N(C)C)N(C)C	Training	0.8722
297	000645-43-2	N=C(N)NCCN1CCCCCCC1	Training	1.5563
298	000657-24-9	N=C(N)NC(=N)N(C)C	Training	0.2304
299	000671-16-9	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	-0.7782
300	000672-87-7	O=C(O)C(N)(C)Cc1ccc(O)cc1	Training	0.5502
301	000709-55-7	Oc1cccc(c1)C(O)CNCC	Training	0.3424
302	000721-50-6	O=C(Nc1ccccc1C)C(NCCC)C	Training	0.2553
303	000723-46-6	O=S(=O)(Nc1noc(c1)C)c2ccc(N)cc2	Training	0.9912
304	000738-70-5	n1cc(c(nc1N)N)Cc2cc(OC)c(OC)c(OC)c2	Training	0.9823
305	000739-71-9	c1ccc3c(c1)N(c2ccccc2CC3)CC(C)CN(C)C	Training	1.3617
306	000745-65-3	O=C(O)CCCCCCC1C(=O)CC(O)C1(C=CC(O)CCCCC)	Training	-0.9031
307	000768-94-5	NC23(CC1CC(CC(C1)C2)C3)	Training	1.2041
308	000797-63-7	O=C1CC3=C(CC1)C4CCC2(CC)(C(CCC2(O)(C#C))C4(CC3))	Training	0.9731
309	000846-48-0	O=C1C=CC4(C(=C1)CCC2C4(CCC3(C)(C(O)CCC23)))(C)	Training	2.5263
310	000846-49-1	O=C1N=C(c2cc(ccc2(NC1(=O)))Cl)C3=CCCC=C3Cl	Training	1.2305
311	000846-50-4	O=C3N=C(C=1C=CCCC=1)c2cc(ccc2N(C3(=O))C)Cl	Training	1.1761
312	000848-75-9	O=C2N=C(c1cc(ccc1N(C2(=O))C)Cl)C3=CCCC=C3Cl	Training	0.6902
313	000911-45-5	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)Cl)CCN(CC)CC	Training	2.1584
314	000915-30-0	N#CC(c1ccccc1)(c2ccccc2)CCN4CCC(C(=O)OCC)(c3ccccc3)CC4	Training	1.1139
315	000968-81-0	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	0.1139
316	000972-02-1	OC(c1ccccc1)(c2ccccc2)CCCN3CCCCC3	Training	0.6021
317	001088-11-5	O=C2N=C1C=CC(=CC1=C(N=C2)C=3C=CCCC=3)Cl	Training	1.6628
318	001094-08-2	c1ccc3c(c1)N(c2ccccc2S3)CC(N(CC)CC)C	Training	0.1761
319	001134-47-0	O=C(O)CC(c1ccc(cc1)Cl)CN	Training	0.179
320	001156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	0.8451
321	001163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	2.4553
322	001197-18-8	O=C(O)C1CCC(CN)CC1	Training	0.3617
323	001435-55-8	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C4)CC	Training	0.7559
324	001477-40-3	O=C(OC(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)C	Training	1.2553
325	001622-61-3	O=C2N=C1C=CC(=CC1=C(N=C2)C3=CCCC=C3Cl)[N+](=O)[O-]	Training	1.5798
326	001622-62-4	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C	Training	1.3979
327	001665-48-1	O=C2OC(COc1cc(cc(c1)C)C)CN2	Training	0.9638
328	001668-19-5	O2C=C1C=CC=CC1=C(c3ccccc23)CCCN(C)C	Training	1.1761
329	001695-77-8	O=C1CC(OC2OC3C(O)C(NC)C(O)C(NC)C3(OC12(O)))C	Training	0.2553
330	001744-22-5	FC(F)(F)Oc1ccc2nc(N)sc2(c1)	Training	1.0792
331	001746-01-6	O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl	Training	4.835
332	001763-23-1	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	4.6235
333	001808-12-4	O(CCN(C)C)C(c1ccccc1)c2ccc(cc2)Br	Training	0.3979
334	001812-30-2	O=C2N=C1C=CC(=CC1=C(N=C2)C3=CCC=CN3)Br	Training	1.3222
335	001912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	1.4771
336	001949-45-7	O=C(O)c1c(c(NC(=O)C)c(c(NCC(=O)C)c1I)I)I	Training	0.1139
337	001951-25-3	O=C(c1cc(c(OCCN(CC)CC)c(c1)I)I)c2c3ccccc3(oc2CCCC)	Training	2.9138
338	001972-08-3	Oc2cc(cc3OC(C)(C)C1C(=CC(C)CC1)c23)CCCCC	Training	1.5185
339	002016-88-8	O=C(NC(=N)N)c1nc(c(nc1(N))N)Cl	Training	0.8751
340	002030-63-9	N=3c1ccccc1N(c2ccc(cc2)Cl)C4=CC(=NC(C)C)C(=CC=34)Nc5ccc(cc5)Cl	Training	2.3802
341	002050-67-1	c1cc(cc(c1)Cl)c2cccc(c2)Cl	Training	0.738
342	002050-68-2	c1cc(ccc1c2ccc(cc2)Cl)Cl	Training	1.3845
343	002051-24-3	c2(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c(c(c2Cl)Cl)Cl)Cl)Cl	Training	5.4823
344	002051-60-7	c1ccc(cc1)c2ccccc2Cl	Training	1.3062
345	002051-61-8	c1ccc(cc1)c2cccc(c2)Cl	Training	0.619
346	002051-62-9	c1ccc(cc1)c2ccc(cc2)Cl	Training	0.6131
347	002062-78-4	O=C2Nc1ccccc1N2C5CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC5	Training	1.4624
348	002062-84-2	O=C2Nc1ccccc1N2C4CCN(CCCC(=O)c3ccc(F)cc3)CC4	Training	0.7634
349	002078-54-8	Oc1c(cccc1C(C)C)C(C)C	Training	0.5052
350	002098-66-0	O=C(C)C5(O)(CCC4C3=CC(=C2CC(=O)C1CC1C2(C)C3CCC45(C))Cl)	Training	1.8573
351	002276-90-6	O=C(O)c1c(c(NC(=O)C)c(c(C(=O)NC)c1I)I)I	Training	0.1139
352	002321-07-5	O=C4OC2(c3ccc(O)cc3(Oc1cc(O)ccc12))c5ccccc45	Training	0.2041
353	002323-36-6	C#CCN(C)C(C)Cc1ccccc1	Training	0.1139
354	002353-33-5	O=C1N=C(N=CN1C2OC(CO)C(O)C2)N	Training	-0.2366
355	002437-79-8	c1cc(cc(c1c2ccc(cc2Cl)Cl)Cl)Cl	Training	3.4823
356	002709-56-0	FC(F)(F)c1ccc4c(c1)C(=CCCN2CCN(CCO)CC2)c3ccccc3S4	Training	1.4624
357	002894-67-9	O=C2N=C1C=CC(=CC1=C(N=C2)C3=CCCC=C3Cl)Cl	Training	2.301
358	002955-38-6	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)CC4CC4	Training	2.0719
359	002974-90-5	c1cc(cc(c1)Cl)c2ccc(cc2)Cl	Training	1.3854
360	002998-57-4	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34))N(CCCl)CCCl	Training	1.301
361	003056-17-5	O=C1NC(=O)N(C=C1C)C=2OC(CO)CC=2	Training	0.1461
362	003094-09-5	O=C1NC(=O)N(C=C1(F))C2OC(C)C(O)C2(O)	Training	-0.4559
363	003116-76-5	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(cccc2Cl)Cl)C3SC4(C)(C)	Training	-0.0555
364	003194-55-6	C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br	Training	3.2493
365	003239-44-9	FC(F)(F)c1cccc(c1)CC(NCC)C	Training	1.1461
366	003268-87-9	O1c3c(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl	Training	4.8202
367	003385-03-3	O=C5C=CC3(C(=C(F)CC2C4CC1OC(OC1(C(=O)CO)C4(C)(CC(O)C23))(C)C)C5)(C)	Training	0.2553
368	003424-98-4	O=C1NC(=O)N(C=C1C)C2OC(CO)C(O)C2	Training	1.1761
369	003440-28-6	O=C(O)CCNC(=O)c1ccccc1	Training	-0.2291
370	003562-63-8	O=C4CC3=C(C=C1C(CCC2(C)(C1CCC2(O)(C(=O)C)))C3(C)CC4)C	Training	1.5315
371	003575-80-2	O=C(c1ccc(F)cc1)CCCN2CCC(C)CC2	Training	0.5911
372	003579-62-2	O=C(OCCN(C)C)C(OCC(CC)CC)(c1ccccc1)c2ccccc2	Training	1.5315
373	003737-09-5	O=C(N)C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C	Training	0.8451
374	003778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	0.8195
375	003930-20-9	O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C	Training	0.7993
376	004093-35-0	O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Br	Training	0.4624
377	004291-63-8	OCC3OC(n2cnc1c(nc(nc12)Cl)N)CC3(O)	Training	1.2041
378	004342-03-4	O=C(N)c1nc[nH]c1(N=NN(C)C)	Training	0.7924
379	004394-00-7	O=C(O)c2cccnc2(Nc1cccc(c1)C(F)(F)F)	Training	0.3979
380	004419-39-0	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23Cl))(C)	Training	0.4472
381	004428-95-9	O=C(O)P(=O)(O)O	Training	0.6721
382	004618-18-2	OCC2OC(OC1C(OC(O)(CO)C1(O))CO)C(O)C(O)C2(O)	Training	0.2672
383	004697-36-3	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	Training	0.0414
384	004891-15-0	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(OP(=O)(O)O)CCC34))N(CCCl)CCCl	Training	0.3802
385	005051-62-7	N=C(N)NN=Cc1c(cccc1Cl)Cl	Training	0.7782
386	005053-06-5	O=C1OC3(CN1)(CCN(CCc2ccccc2)CC3)	Training	1.1461
387	005104-49-4	O=C(O)C(c1ccc(c(F)c1)c2ccccc2)C	Training	0.716
388	005250-39-5	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(F)cccc2Cl)C3SC4(C)(C)	Training	0.1461
389	005436-43-1	O(c1ccc(cc1Br)Br)c2ccc(cc2Br)Br	Training	4.1405
390	005534-09-8	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23Cl))(C)	Training	-0.301
391	005534-95-2	O=C(OCC(C)C)NCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)CCSC)Cc3c[nH]c2ccccc23	Training	-0.7782
392	005588-33-0	O=S(c1ccc3c(c1)N(c2ccccc2S3)CCC4N(C)CCCC4)C	Training	1.5563
393	005591-45-7	O=S(=O)(c1ccc4c(c1)C(=CCCN2CCN(C)CC2)c3ccccc3S4)N(C)C	Training	1.1761
394	005633-20-5	O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C2CCCCC2	Training	0.8573
395	005786-21-0	N=2c4cc(ccc4(Nc1ccccc1C=2N3CCN(C)CC3))Cl	Training	1
396	006190-39-2	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C)C7CN(C)C8Cc6c[nH]c5cccc(c56)C8(C7)	Training	0.9542
397	006452-71-7	OC(COc1ccccc1(OCC=C))CNC(C)C	Training	0.1761
398	006493-05-6	O=C2c1c(ncn1C)N(C(=O)N2CCCCC(=O)C)C	Training	0.0792
399	006621-47-2	N1CCCCC1CC(C2CCCCC2)C3CCCCC3	Training	1.9823
400	006740-88-1	O=C2CCCCC2(NC)(c1ccccc1Cl)	Training	0.4472
401	006893-02-3	O=C(O)C(N)Cc2cc(c(Oc1ccc(O)c(c1)I)c(c2)I)I	Training	1.7782
402	006990-06-3	O=C(O)C(C3=C2CC(O)C1C4(C)(CCC(O)C(C)C4(CCC1(C)C2(C)CC3(OC(=O)C))))CCC=C(C)C	Training	0.7404
403	007012-37-5	c1cc(ccc1c2ccc(cc2Cl)Cl)Cl	Training	3.723
404	007203-91-0	O=C(O)c1ccc(N=NN(C)C)cc1	Training	0.3979
405	007261-97-4	O=C3NC(O)=CN3(N=Cc1oc(cc1)c2ccc(cc2)[N+](=O)[O-])	Training	1
406	007481-89-2	O=C1N=C(N)C=CN1C2OC(CO)CC2	Training	0.0792
407	007683-59-2	O=C1C=C(CCC1(=O))C(O)CNC(C)C	Training	-0.3872
408	010206-21-0	N#CCC(=O)NC2C(=O)N1C(C(=O)O)=C(COC(=O)C)CSC12	Training	0.0792
409	010238-21-8	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)CCNC(=O)c3cc(ccc3(OC))Cl	Training	0.3424
410	010262-69-8	c1ccc3c(c1)C4c2ccccc2C3(CCCNC)CC4	Training	1.7076
411	010540-29-1	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C	Training	2.1584
412	012650-69-0	O=C(OCCCCCCCCC(=O)O)C=C(C)CC2OCC(CC1OC1C(C)C(O)C)C(O)C2(O)	Training	-0.301
413	013010-47-4	O=NN(C(=O)NC1CCCCC1)CCCl	Training	0.195
414	013029-08-8	c1ccc(c(c1)c2ccccc2Cl)Cl	Training	1.478
415	013392-18-2	O=C1C=C(CC(=O)C1)C(O)CNC(C)Cc2ccc(O)cc2	Training	-0.0605
416	013392-28-4	NC(C)C23(CC1CC(CC(C1)C2)C3)	Training	1.4393
417	013523-86-9	OC(COc1cccc2[nH]ccc12)CNC(C)C	Training	0.3424
418	013539-59-8	O=C1C(=C(O)N2c3cc(ccc3(N=C(N12)N(C)C))C)CCC	Training	1.2304
419	013647-35-3	N#CC2C(=O)C5OC35(CCC1C4CCC(O)C4(C)(CCC1C3(C)(C2)))	Training	0.9031
420	013655-52-2	OC(COc1ccccc1CC=C)CNC(C)C	Training	0.3979
421	013669-70-0	O2CCN(C)Cc1ccccc1C2c3ccccc3	Training	0.699
422	014028-44-5	N=2c4ccccc4(Oc1ccc(cc1C=2N3CCNCC3)Cl)	Training	0.9031
423	014769-73-4	N2=C1N(CCS1)CC2c3ccccc3	Training	0.7404
424	015291-75-5	O=C5OC4CC36(C2OC(=O)C6(OC1OC(O)C(=O)C13(C(C2)C(C)(C)C))(C4(O)C5C))	Training	0.5798
425	015291-77-7	O=C4OC5C(O)C36(C2OC(=O)C6(OC1OC(O)C(=O)C13(C(C2)C(C)(C)C))(C5(O)(C4C)))	Training	0.716
426	015307-86-5	O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Training	0.1461
427	015676-16-1	O=C(NCC1N(CC)CCC1)c2cc(ccc2(OC))S(=O)(=O)N	Training	0.8451
428	015686-71-2	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1))	Training	-0.2441
429	015687-27-1	O=C(O)C(c1ccc(cc1)CC(C)C)C	Training	0.2041
430	015722-48-2	O=C(O)c2cc(N=Nc1ccc(O)c(c1)C(=O)O)ccc2(O)	Training	-0.0458
431	015793-40-5	c1ccc(cc1)C(c2ccccc2)CC(NC(C)(C)C)C	Training	1.7482
432	015862-07-4	c1ccc(cc1)c2cc(c(cc2Cl)Cl)Cl	Training	1.9909
433	015968-05-5	c2cc(c(c1c(cccc1Cl)Cl)c(c2)Cl)Cl	Training	2.0052
434	016051-77-7	O=[N+]([O-])OC1COC2C(O)COC12	Training	0.6128
435	016106-20-0	O=[N+]([O-])OC1COC2C(O)COC12	Training	0.2788
436	016110-51-3	O=C(O)C=3Oc4ccc(OCC(O)COc2cccc1OC(=CC(=O)c12)C(=O)O)cc4(C(=O)C=3)	Training	0.1139
437	016590-41-3	O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6)	Training	0.4314
438	016606-02-3	c1cc(ccc1c2cc(ccc2Cl)Cl)Cl	Training	2.0591
439	017230-88-5	C#CC4(O)(CCC3C5CCC2=Cc1oncc1CC2(C)C5(CCC34(C)))	Training	1.3802
440	017560-51-9	O=C1C3=C(N=C(N1c2ccccc2C)C)CC(=C(C3)S(=O)(=O)N)Cl	Training	1.301
441	017617-23-1	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl)CCN(CC)CC	Training	0.3617
442	018323-44-9	O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	0.3222
443	018559-94-9	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	0.3802
444	018883-66-4	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	-0.7782
445	019216-56-9	O=C(c1occc1)N4CCN(c2nc(N)c3cc(OC)c(OC)cc3(n2))CC4	Training	0.301
446	019387-91-8	O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CC)C	Training	1.1139
447	019408-74-3	O1c3cc(c(c(c3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl)Cl)Cl	Training	4.7782
448	019794-93-5	O=C1N4C=CC=CC4(=NN1CCCN3CCN(c2cccc(c2)Cl)CC3)	Training	0.8633
449	019982-08-2	NC13(CC2CC(C)(C1)CC(C)(C2)C3)	Training	1.9031
450	020537-88-6	O=P(O)(O)SCCNCCCN	Training	-0.8751
451	020594-83-6	Oc6ccc5c1c6(OC2C(O)CCC3(O)(C(N(CCC123)CC4CCC4)C5))	Training	0.5682
452	020830-75-5	Oc1occ(c1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C)))	Training	1.5798
453	020830-81-3	O=C2C5=CC(O)(C(=O)C)CC(OC1OC(C)C(O)C(N)C1)=C5(C(=O)C=3C(=O)C4=C(C(=O)C2=3)CCCC4(OC))	Training	1.2672
454	021187-98-4	O=C(NN1CC2CCCC2(C1))NS(=O)(=O)c3ccc(cc3)C	Training	1.0414
455	021256-18-8	O=C(O)CCc1nc(c(o1)c2ccccc2)c3ccccc3	Training	1.7396
456	021593-23-7	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	Training	0.0792
457	021679-14-1	Fc1nc(N)c2ncn(c2(n1))C3OC(CO)C(O)C3(O)	Training	1.0414
458	021738-42-1	O=[N+]([O-])c1cc2NC(CNC(C)C)CCc2(cc1CO)	Training	0.243
459	021829-25-4	O=C(OC)c2c(nc(c(c2(c1ccccc1[N+](=O)[O-]))C(O)OC)C)C	Training	0.2788
460	022071-15-4	O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C	Training	0.3222
461	022195-34-2	N=C(N)NCC1OC2(OC1)(CCCCC2)	Training	1
462	022204-53-1	O=C(O)C(c1ccc2cc(OC)ccc2(c1))C	Training	1.1761
463	022232-71-9	OC3(c1ccc(cc1)Cl)(c4ccccc4(C2=NCCN23))	Training	1.0607
464	022316-47-8	O=C3N(c1ccccc1)c2cc(ccc2N(C(=O)C3)C)Cl	Training	1.2553
465	022494-42-4	O=C(O)c1cc(ccc1(O))c2ccc(F)cc2(F)	Training	1
466	023031-25-6	O=C1C=C(CC(=O)C1)C(O)CNC(C)(C)C	Training	1.1761
467	023155-02-4	O=P(O)(O)C1OC1(C)	Training	0.2788
468	023214-92-8	O=C2C5=CC(O)(C(=O)CO)CC(OC1OC(C)C(O)C(N)C1)=C5(C(=O)C=3C(=O)C4=C(C(=O)C2=3)CCCC4(OC))	Training	1.5051
469	023288-49-5	Oc1c(cc(cc1C(C)(C)C)SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)C(C)(C)C	Training	2.415
470	023593-75-1	n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl	Training	0.301
471	023887-31-2	O=C2N=C1C=CC(=CC1=C(N=C2C(O)O)c3ccccc3)Cl	Training	0.3802
472	024219-97-4	c1ccc3c(c1)N4CCN(C)CC4(c2ccccc2C3)	Training	1.1303
473	024526-64-5	Nc1cccc3c1CN(C)CC3(c2ccccc2)	Training	0.8129
474	024560-70-1	O=S(=O)(O)Oc1ccc2c(c1)CCC4C2CCC3(C)(C4(CCC3(O)(C#C)))	Training	0.9243
475	025451-15-4	O=C(OCC(c1ccccc1)COC(=O)N)N	Training	1.3324
476	025569-80-6	c1ccc(c(c1)c2cccc(c2)Cl)Cl	Training	1.7833
477	025614-03-3	O=C6N1CCCC1C7(O)(OC(NC(O)C3C=C2c5cccc4[nH]c(c(C=C2N(C)C3)c45)Br)(C(=O)N7(C6CC(C)C))C(C)C)	Training	0.9777
478	025812-30-0	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	0.1761
479	025953-19-9	O=C(O)C4=C(CSc1nnc(C)s1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2))	Training	0.2304
480	026171-23-3	O=C(c1ccc(cc1)C)c2ccc(n2C)CC(=O)O	Training	0.699
481	026652-09-5	Oc1ccc(cc1)CCNC(C)C(O)c2ccc(O)cc2	Training	0.415
482	026787-78-0	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccc(O)cc1)C2SC3(C)(C)	Training	0.0414
483	026807-65-8	O=C(NN2c1ccccc1CC2C)c3ccc(c(c3)S(=O)(=O)N)Cl	Training	1.1461
484	026839-75-8	OC(COc1nsnc1N2CCOCC2)CNC(C)(C)C	Training	0.3424
485	026844-12-2	O=C(NC3CCN(CCc1cc2ccccc2([nH]1))CC3)c4ccccc4	Training	0.6335
486	027203-92-5	OC2(c1cccc(OC)c1)(CCCCC2(CN(C)C))	Training	0.7634
487	028395-03-1	O=C(O)c2cc(NCCCC)c(Oc1ccccc1)c(c2)S(=O)(=O)N	Training	0.0792
488	028523-86-6	FCOC(C(F)(F)F)C(F)(F)F	Training	1.2788
489	028657-80-9	O=C(O)C1=NN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	0.1761
490	028721-07-5	O=C(N)N2c3ccccc3(C(=O)Cc1ccccc12)	Training	0.301
491	028860-95-9	O=C(O)C(NN)(C)CC1=CC(=O)C(=O)CC1	Training	0.1761
492	028911-01-5	n4nc1n(c3ccc(cc3(C(=NC1)c2ccccc2Cl))Cl)c4C	Training	0.4314
493	028981-97-7	n4nc1n(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)c4C	Training	1.0792
494	029094-61-9	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)CCNC(=O)c3ncc(nc3)C	Training	0.5185
495	029110-47-2	O=C(NC(=N)N)Cc1c(cccc1Cl)Cl	Training	1.1761
496	029122-68-7	O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1	Training	0.7853
497	029218-27-7	O=C1OC(CO)CN1c2cccc(c2)C	Training	0.2041
498	029767-20-2	O=C6OCC7C(OC1OC2COC(OC2(C(O)C1(O)))c3cccs3)c4cc8OCOc8(cc4C(c5cc(OC)c(O)c(OC)c5)C67)	Training	1.2041
499	029975-16-4	n1nc2n(c1)c4ccc(cc4(C(=NC2)c3ccccc3))Cl	Training	1.2304
500	030516-87-1	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Training	0.1139
501	031036-80-3	O(c1c(cccc1Cl)Cl)C(C)C2NC=CN2	Training	1.0414
502	031431-39-7	O=C(OC)Nc1nc2cc(ccc2([nH]1))C(=O)c3ccccc3	Training	0.0414
503	031508-00-6	c1cc(c(cc1c2cc(c(cc2Cl)Cl)Cl)Cl)Cl	Training	4.6576
504	031828-71-4	O(c1c(cccc1C)C)CC(N)C	Training	0.9956
505	031883-05-3	O=C(OCC)Nc1ccc4c(c1)N(C(=O)CCN2CCOCC2)c3ccccc3S4	Training	0.301
506	032222-06-3	O=C3C(=C(CCC2=C1CCC(C(C)CCCC(O)(C)C)C1(C)CCC2)CC(O)C3)C	Training	0.8129
507	032598-10-0	c1cc(c(cc1c2ccc(cc2Cl)Cl)Cl)Cl	Training	3.2035
508	032598-11-1	c1cc(c(cc1c2cc(ccc2Cl)Cl)Cl)Cl	Training	2.0741
509	032598-12-2	c1cc(ccc1c2c(cc(cc2Cl)Cl)Cl)Cl	Training	3.4823
510	032598-13-3	c1cc(c(cc1c2ccc(c(c2)Cl)Cl)Cl)Cl	Training	2.8217
511	032598-14-4	c1cc(c(cc1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl	Training	4.3274
512	032690-93-0	c1cc(ccc1c2cc(c(cc2Cl)Cl)Cl)Cl	Training	3.9321
513	032774-16-6	c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2)Cl)Cl)Cl	Training	4.8685
514	032795-44-1	O=C(NCCN(CC)CC)c1ccc(cc1)NC(=O)C	Training	0.8062
515	032887-01-7	O=C(O)C3N2C(=O)C(N=CN1CCCCCC1)C2SC3(C)(C)	Training	0.0414
516	033005-95-7	O=C(O)C(c2ccc(C(=O)c1ccccc1)s2)C	Training	0.301
517	033025-41-1	c1cc(ccc1c2ccc(c(c2Cl)Cl)Cl)Cl	Training	3.3062
518	033091-17-7	c2c(c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c(c(c2Cl)Cl)Cl)Cl	Training	4.7833
