No	CAS	SMILES	Status	Experimental
455	98-54-4	CC(C)(C)c1ccc(O)cc1	Test	-0.87
456	98-83-9	CC(=C)c1ccccc1	Test	-0.71
457	99-08-1	Cc1cccc(c1)N(=O)=O	Test	-0.79
458	99-09-2	Nc1cccc(c1)N(=O)=O	Test	-0.77
459	99-54-7	Clc1ccc(cc1Cl)N(=O)=O	Test	-0.27
460	99-62-7	CC(C)c1cccc(c1)C(C)C	Test	0.56
461	100-18-5	CC(C)c1ccc(cc1)C(C)C	Test	0.60
462	100-40-3	C=CC1CCC=CC1	Test	-0.41
463	101-61-1	CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1	Test	-0.04
464	103-50-4	C(OCc1ccccc1)c1ccccc1	Test	0.63
465	103-69-5	CCNc1ccccc1	Test	-0.65
466	104-40-5	CCCCCCCCCc1ccc(O)cc1	Test	-0.23
467	105-05-5	CCc1ccc(CC)cc1	Test	-0.01
468	106-37-6	Brc1ccc(Br)cc1	Test	0.31
469	106-47-8	Nc1ccc(Cl)cc1	Test	-0.61
470	106-48-9	Oc1ccc(Cl)cc1	Test	-0.41
471	107-39-1	CC(=C)CC(C)(C)C	Test	0.12
472	107-50-6	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1	Test	1.48
473	108-43-0	Oc1cccc(Cl)c1	Test	-0.68
474	108-60-1	CC(CCl)OC(C)CCl	Test	-1.07
475	108-87-2	CC1CCCCC1	Test	0.57
476	109-69-3	CCCCCl	Test	-0.45
477	110-02-1	S1C=CC=C1	Test	-0.82
478	111-84-2	CCCCCCCCC	Test	0.97
479	117-79-3	Nc1ccc2C(=O)c3ccccc3C(=O)c2c1	Test	-1.06
480	118-83-2	FC(F)(F)c1cc(Cl)ccc1N(=O)=O	Test	-0.36
481	119-61-9	O=C(c1ccccc1)c1ccccc1	Test	-1.17
482	120-82-1	Clc1ccc(Cl)c(Cl)c1	Test	1.20
483	121-14-2	Cc1ccc(cc1N(=O)=O)N(=O)=O	Test	-0.22
484	121-75-5	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	Test	0.29
485	127-18-4	ClC(Cl)=C(Cl)Cl	Test	-0.88
486	129-00-0	c1cc2ccc3cccc4ccc(c1)c2c34	Test	0.32
487	131-09-9	Clc1ccc2C(=O)c3ccccc3C(=O)c2c1	Test	-0.36
488	132-65-0	c1ccc2c(c1)sc1ccccc21	Test	0.83
489	134-32-7	Nc1cccc2ccccc12	Test	-0.24
490	198-55-0	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	Test	-0.06
491	206-44-0	c1ccc2c(c1)c1cccc3cccc2c13	Test	-0.02
492	207-08-9	c1ccc2cc3c4cccc5cccc(c3cc2c1)c45	Test	-0.06
493	299-84-3	COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl	Test	0.95
494	309-00-2	ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl	Test	1.37
495	319-84-6	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl	Test	1.23
496	319-85-7	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl	Test	1.44
497	479-27-6	Nc1cccc2cccc(N)c12	Test	-0.73
498	493-02-7	C1CCC2CCCCC2C1	Test	1.50
499	535-77-3	CC(C)c1cccc(C)c1	Test	0.07
500	541-02-6	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1	Test	2.74
501	544-01-4	CC(C)CCOCCC(C)C	Test	-0.45
502	554-00-7	Nc1ccc(Cl)cc1Cl	Test	-0.65
503	554-84-7	Oc1cccc(c1)N(=O)=O	Test	-0.49
504	579-10-2	CN(C(C)=O)c1ccccc1	Test	-1.12
505	581-40-8	Cc1cc2ccccc2cc1C	Test	0.03
506	591-20-8	Oc1cccc(Br)c1	Test	-0.95
507	608-93-5	Clc1cc(Cl)c(Cl)c(Cl)c1Cl	Test	1.87
508	612-22-6	CCc1ccccc1N(=O)=O	Test	-0.56
509	623-26-7	N#Cc1ccc(cc1)C#N	Test	-0.81
510	626-39-1	Brc1cc(Br)cc(Br)c1	Test	1.65
511	629-59-4	CCCCCCCCCCCCCC	Test	1.49
512	634-93-5	Nc1c(Cl)cc(Cl)cc1Cl	Test	0.67
513	789-02-6	Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl	Test	1.71
514	832-69-9	Cc1cccc2c1ccc1ccccc21	Test	0.63
515	872-05-9	CCCCCCCCC=C	Test	0.65
516	920-66-1	OC(C(F)(F)F)C(F)(F)F	Test	-1.32
517	935-95-5	Oc1c(Cl)c(Cl)cc(Cl)c1Cl	Test	-0.10
518	947-72-8	Clc1cc2ccccc2c2ccccc12	Test	1.80
519	950-37-8	COC1=NN(CSP(=S)(OC)OC)C(=O)S1	Test	-1.15
520	1330-78-5	CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C	Test	0.55
521	1460-02-2	CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C	Test	2.70
522	1490-04-6	CC(C)C1CCC(C)CC1O	Test	-1.19
523	1570-64-5	Cc1cc(Cl)ccc1O	Test	-0.83
524	1634-78-2	CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC	Test	-1.04
525	1795-15-9	CCCCCCCCC1CCCCC1	Test	1.10
526	1836-77-7	Clc1cc(Cl)c(Oc2ccc(cc2)N(=O)=O)c(Cl)c1	Test	0.75
527	1839-63-0	CC1CC(C)CC(C)C1	Test	1.71
528	2173-57-1	CC(C)COc1ccc2ccccc2c1	Test	0.23
529	2243-62-1	Nc1cccc2c(N)cccc12	Test	-0.52
530	2437-56-1	CCCCCCCCCCCC=C	Test	0.73
531	2636-26-2	COP(=S)(OC)Oc1ccc(cc1)C#N	Test	0.23
532	2668-47-5	CC(C)(C)c1cc(cc(c1O)C(C)(C)C)-c1ccccc1	Test	1.16
533	2980-71-4	CCCCCCCC(C)=C	Test	-0.06
534	3194-55-6	C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br	Test	2.07
535	3229-00-3	BrCC(CBr)(CBr)CBr	Test	0.76
536	3674-75-7	CCc1cc2ccccc2c2ccccc12	Test	0.29
537	3761-42-0	COP(=S)(OC)Oc1ccc(c(C)c1)S(C)(=O)=O	Test	-0.03
538	3811-49-2	COP1(=S)OCc2ccccc2O1	Test	-1.15
539	4130-42-1	CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Test	0.86
540	909-55-4	CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C	Test	1.81
541	5103-71-9	ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	Test	1.87
542	5325-97-3	C1CCc2c(C1)ccc1CCCCc21	Test	0.76
543	5510-99-6	CCC(C)c1cccc(C(C)CC)c1O	Test	-0.22
544	5566-34-7	ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl	Test	2.23
545	5617-41-4	CCCCCCCC1CCCCC1	Test	0.17
546	6165-51-1	CC(c1ccccc1)c1cc(C)ccc1C	Test	0.10
547	7116-96-3	CCCCCc1ccc(cc1)-c1ccccc1	Test	0.03
548	13116-53-5	ClCC(Cl)(Cl)CCl	Test	-0.28
549	13150-81-7	CCCCC(C)CCCC(C)C	Test	0.32
550	13151-34-3	CCCCCCCC(C)CC	Test	0.56
551	13358-11-7	CCCCC(CC)CN1C(=O)C2C(C1=O)C1(CCC2(C)C=C1)C(C)C	Test	0.31
552	13540-50-6	CC1=CC(=C(C=C1)C)CC2=CC=CC=C2	Test	0.45
553	14816-18-3	CCOP(=S)(OCC)ON=C(C#N)c1ccccc1	Test	0.84
554	15087-24-8	CC1(C)C2CCC1(C)C(=O)C2=Cc1ccccc1	Test	-0.21
555	15254-25-8	Cc1cc2cc3cc(C)c(C)cc3cc2cc1C	Test	0.59
556	16219-75-3	CC=C1CC2CC1C=C2	Test	-0.56
557	16606-02-3	Clc1ccc(cc1)-c1cc(Cl)ccc1Cl	Test	1.91
558	17088-22-1	CCc1ccc2C=Cc3cccc4ccc1c2c34	Test	0.24
559	17301-23-4	CCCCCC(C)CCCC(C)C	Test	1.02
560	17700-09-3	Clc1ccc(c(Cl)c1Cl)N(=O)=O	Test	-0.19
561	19408-74-3	Clc1cc2Oc3cc(Cl)c(Cl)c(Cl)c3Oc2c(Cl)c1Cl	Test	1.30
562	20020-02-4	Clc1c(Cl)c(Cl)c2ccccc2c1Cl	Test	1.20
563	21564-17-0	N#CSCSC1=Nc2ccccc2S1	Test	-1.01
564	25311-71-1	CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C	Test	-0.51
565	26087-47-8	CC(C)OP(=O)(OC(C)C)SCc1ccccc1	Test	-1.20
566	26952-20-5	CC(C)CCCCCOC(=O)C1=NC(=C(C(=C1Cl)N)Cl)Cl	Test	0.45
567	28076-73-5	Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1	Test	2.28
568	28106-30-1	CCc1ccccc1C=C	Test	0.16
569	28249-77-6	CCN(CC)C(=O)SCc1ccc(Cl)cc1	Test	0.66
570	28575-17-9	c1(c2cc(CC)ccc2)cc(CC)ccc1	Test	1.24
571	29446-15-9	Clc1cc2Oc3ccccc3Oc2cc1Cl	Test	0.33
572	30746-58-8	Clc1c(Cl)c(Cl)c2Oc3ccccc3Oc2c1Cl	Test	1.02
573	32598-10-0	Clc1ccc(c(Cl)c1)-c1ccc(Cl)c(Cl)c1	Test	2.07
574	33460-02-5	C1CCC(CC1)C1CCCC(C1)c1ccccc1	Test	0.45
575	33576-92-0	COP(=S)(OC)Oc1ccccc1	Test	0.75
576	34883-39-1	Clc1ccc(Cl)c(c1)-c1ccccc1	Test	2.38
577	36065-30-2	CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br	Test	2.21
578	38380-02-8	Clc1ccc(Cl)c(c1)-c1ccc(Cl)c(Cl)c1Cl	Test	2.31
579	38380-08-4	Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl	Test	2.73
580	38411-22-2	Clc1ccc(Cl)c(c1Cl)-c1c(Cl)ccc(Cl)c1Cl	Test	2.34
581	38444-85-8	Clc1ccc(cc1)-c1cccc(Cl)c1Cl	Test	2.16
582	39635-31-9	Clc1cc(cc(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl	Test	2.32
583	51630-58-1	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1	Test	0.69
584	52663-58-8	Clc1ccc(cc1)-c1c(Cl)ccc(Cl)c1Cl	Test	2.35
585	52663-71-5	Clc1ccc(c(Cl)c1Cl)-c1c(Cl)cc(Cl)c(Cl)c1Cl	Test	2.52
586	52663-72-6	Clc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1	Test	2.43
587	52663-74-8	Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)c(Cl)c(Cl)c1Cl	Test	2.51
588	52663-78-2	Clc1ccc(c(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Test	2.54
589	52663-79-3	Clc1cc(Cl)c(c(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Test	2.66
590	52886-35-8	CCCCCCC1CCCC(C)C1	Test	0.97
591	52918-63-5	CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	Test	0.51
592	57018-04-9	COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl	Test	-0.11
593	57117-31-4	Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl	Test	1.36
594	57465-28-8	Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1	Test	2.40
595	59261-08-4	Brc1cc(Br)c(c(Br)c1)-c1c(Br)cc(Br)cc1Br	Test	2.66
596	59365-60-5	OCC(O)c1ccccc1Cl	Test	-1.13
597	60145-20-2	Clc1cc(Cl)c(Cl)c(c1)-c1cccc(Cl)c1Cl	Test	2.44
598	60168-88-9	OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=C(Cl)C=CC=C1	Test	0.57
599	60207-90-1	CCCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl	Test	0.70
600	60782-58-3	CCCCCC[Si](O)(CCCCCC)CCCCCC	Test	0.04
601	60851-34-5	Clc1cc2-c3cc(Cl)c(Cl)c(Cl)c3Oc2c(Cl)c1Cl	Test	1.12
602	67562-39-4	Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c23)c(Cl)c1Cl	Test	0.90
603	68194-14-9	Clc1ccc(Cl)c(c1)-c1c(Cl)cc(Cl)c(Cl)c1Cl	Test	2.23
604	68515-47-9	CC(C)CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC(C)C	Test	-0.61
605	68515-49-1	CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C	Test	-0.47
606	68526-86-3	CC(C)CCCCCCCCCCO	Test	0.08
607	70362-46-8	Clc1cc(Cl)c(Cl)c(c1)-c1ccccc1Cl	Test	2.80
608	70362-50-4	Clc1ccc(cc1)-c1cc(Cl)c(Cl)c(Cl)c1	Test	1.69
609	71859-30-8	Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl	Test	1.98
610	71888-89-6	CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C	Test	0.13
611	74472-33-6	Clc1cccc(c1)-c1c(Cl)ccc(Cl)c1Cl	Test	2.47
612	74472-34-7	Clc1ccc(cc1)-c1cc(Cl)cc(Cl)c1Cl	Test	2.43
613	74472-37-0	Clc1ccc(cc1)-c1cc(Cl)c(Cl)c(Cl)c1Cl	Test	2.36
614	74472-44-9	Clc1ccc(cc1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl	Test	2.61
615	74472-53-0	Clc1cc(cc(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Test	2.65
616	81406-37-3	CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl	Test	-0.61
617	83992-69-2	Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl	Test	1.97
618	112281-77-3	FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl	Test	1.23
619	125116-23-6	CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1	Test	0.23
620	126690-66-2	CC(C)CC(C)=CC(C)C	Test	0.92
621	156052-68-5	CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl	Test	0.16
622	169107-21-5	CCC(C)CC(C)CCCCOCCOCCOCCO	Test	0.45
623	182677-30-1	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1Br	Test	1.55
624	189084-68-2	BrC1=CC=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1Br	Test	1.58
625	207122-15-4	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	Test	2.03
626	n.a.	COC(=O)C(C)Oc1ccc(Oc2ncc(cc2F)C(F)(F)F)cc1	Test	-1.32
627	n.a.	CCOC1C(OC)C(C)OC(OC2CC3CCC4C5CC(=O)OC(CC)CCCC(OC6CCC(C(C)O6)N(C)C)C(C)C(=O)C5=CC4C3C2)C1OC	Test	0.34
628	n.a.	CCCC1CCCC(OC2CCC(C(C)O2)N(C)C)C(C)C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)C1)OC1OC(C)C(O)C(O)C1O	Test	0.41
629	n.a.	CCCCc1ccc2cc(C)c(C)cc2c1	Test	0.24
630	n.a.	CCCCCCC1CCC2=CC=CC=C2C1	Test	0.63
631	n.a.	Cc1ccc2cc(C)c(C)cc2c1	Test	0.57
