id 	cas	smiles	status	exp value
322		O=C(O)c1cnccc1	Training	1
323		O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	1
324		O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC	Training	1
325		O=C(O)CCCCCC	Training	1
326		O=C(O)CCCCCCCCC	Training	1
327		O=C(N(CCC)CCC)SCCC	Training	1
328		O(c1cccc(c1)c3ccc(C=CCN2CCCCCC2)cc3Cl)C	Training	1
329		O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	1
330		O=C(O)C5=C(c2cc1OCOc1c(c2)CC)c3ccccc3S(=O)(=O)N5(c4ccccc4C(F)(F)F)	Training	1
331		O=C(OC4(C(=O)C)(CCC3C5C=C(C2=CC(=O)C1CC1C2(C)C5(CCC34(C)))Cl))C	Training	1
332		OC(c1ccc(cc1Cl)Cl)(Cn2ncnc2)CCCC	Training	1
333		O=C3C=C2CCC1C4CCC(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Test	1
334		OC(C)CC(O)(C)C	Training	1
335		Oc1c(ncc(c1CO)CO)C	Training	1
336		O=C(C(=CC1C(=CCCC1(C)(C))C)C)C	Training	1
337		O=CC(=Cc1ccccc1)CCCCCC	Training	1
338		O=C(OC(C)C)C=C(OP(OC)(NCC)=S)C	Training	1
339		O=P(O)(O)CCCl	Training	1
340		c1cc(c(cc1C)C)C	Test	1
341		O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	1
342		O=C(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C	Test	1
343		O=C1N(C(=O)C(N1Cl)(C)C)Cl	Training	1
344		O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	Training	1
345		O=C(c2cc(OCC(Nc1ccncc1)C)cc(c2)C)N(CC)C(C)C	Training	1
346		n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl	Test	1
347		OC(C(=Cc1ccc(cc1Cl)Cl)n2ncnc2)C(C)(C)C	Training	1
