Id	CAS number	VEGA SMILES	Status	Exp
1441	121-61-9	O=C(Nc1ccc(cc1)S(=O)(=O)N)C	Training	0
1442	122-16-7	O=C(Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[N+](=O)[O-])C	Training	0
1443	21312-10-7	O=C(Nc1ccc(cc1)S(=O)(=O)Nc2noc(c2)C)C	Training	0
1444	70321-85-6	O=C(Nc1ccc(cc1)S(=O)(=O)O)CC(=O)C	Training	0
1445	473-32-5	O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)CCCCCCCCCCCCC3CCCC3)CCCCCCCCCCCCC4CCCC4	Training	0
1446	116-49-4	O=C(Nc1ccc(cc1)[As](=O)(O)O[Bi]=O)CO	Training	0
1447	587-90-6	O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc2ccc(cc2)[N+](=O)[O-]	Training	0
1448	272451-65-7	O=C(Nc1ccc(cc1C)C(F)(C(F)(F)F)C(F)(F)F)c2cccc(c2(C(=O)NC(C)(C)CS(=O)(=O)C))I	Training	0
1449	2050-43-3	O=C(Nc1ccc(cc1C)C)C	Training	0
1450	97-36-9	O=C(Nc1ccc(cc1C)C)CC(=O)C	Training	0
1451	102-28-3	O=C(Nc1cccc(N)c1)C	Training	0
1452	22987-10-6	O=C(Nc1cccc(N)c1)CC	Training	0
1453	621-42-1	O=C(Nc1cccc(O)c1)C	Training	0
1454	66332-96-5	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	0
1455	145-63-1	O=C(Nc1cccc(c1)C(=O)Nc2cc(ccc2C)C(=O)Nc3ccc(c4cc(cc(c34)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)Nc5cccc(c5)C(=O)Nc6cc(ccc6C)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O	Training	0
1456	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	0
1457	537-92-8	O=C(Nc1cccc(c1)C)C	Training	0
1458	57653-26-6	O=C(Nc1cccc(c1)Cl)NC2=NC(=O)CN2C	Training	0
1459	24600-36-0	O=C(Nc1cccc(c1CN(C)CC(=O)N2CCOCC2)Cl)c3ccccc3	Training	0
1460	614-80-2	O=C(Nc1ccccc1(O))C	Training	0
1461	92-15-9	O=C(Nc1ccccc1(OC))CC(=O)C	Training	0
1462	103-84-4	O=C(Nc1ccccc1)C	Training	0
1463	5234-68-4	O=C(Nc1ccccc1)C2=C(OCCS2)C	Training	0
1464	102-01-2	O=C(Nc1ccccc1)CC(=O)C	Training	0
1465	101-42-8	O=C(Nc1ccccc1)N(C)C	Training	0
1466	1982-49-6	O=C(Nc1ccccc1)NC2CCCCC2(C)	Training	0
1467	102-07-8	O=C(Nc1ccccc1)Nc2ccccc2	Training	0
1468	97-32-5	O=C(Nc1ccccc1)c2ccc(OC)c(c2)[N+](=O)[O-]	Training	0
1469	15310-01-7	O=C(Nc1ccccc1)c2ccccc2I	Training	0
1470	120-66-1	O=C(Nc1ccccc1C)C	Training	0
1471	1786-81-8	O=C(Nc1ccccc1C)C(NCCC)C	Training	0
1472	93-68-5	O=C(Nc1ccccc1C)CC(=O)C	Training	0
1473	66794-74-9	O=C(Nc1ccccc1CCC2N(C)CCCC2)c3ccc(OC)cc3	Training	0
1474	1197334-04-5	O=C(Nc1cnccc1)N3c2cc4ccn(c4(cc2CC3))C	Training	0
1475	111991-09-4	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2(C(=O)N(C)C)	Training	0
1476	199119-58-9	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2(OCC(F)(F)F)	Training	0
1477	82097-50-5	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)	Training	0
1478	64902-72-3	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2Cl	Training	0
1479	71125-38-7	O=C(Nc1ncc(C)s1)C3=C(O)c2ccccc2S(=O)(=O)N3C	Training	0
1480	140-40-9	O=C(Nc1ncc([N+](=O)[O-])s1)C	Training	0
1481	59804-37-4	O=C(Nc1ncccc1)C3=C(O)c2c(ccs2)S(=O)(=O)N3C	Training	0
1482	36322-90-4	O=C(Nc1ncccc1)C3=C(O)c2ccccc2S(=O)(=O)N3C	Training	0
1483	70374-39-9	O=C(Nc1ncccc1)C3C(=O)c2c(cc(Cl)s2)S(=O)(=O)N3(C)	Training	0
1484	625114-41-2	O=C(Nc1nccnc1)C(c2ccc(c(c2)Cl)S(=O)(=O)C)CC3CC(=O)CC3	Training	0
1485	59-66-5	O=C(Nc1nnc(s1)S(=O)(=O)N)C	Training	0
1486	34552-84-6	O=C(Nc1noc(c1)C)C3=C(O)c2ccccc2S(=O)(=O)N3C	Training	0
1487	285983-48-4	O=C(Nc2ccc(OCCN1CCOCC1)c3ccccc23)Nc5cc(nn5(c4ccc(cc4)C))C(C)(C)C	Training	0
1488	36141-82-9	O=C(Nc2ccc(OCCOCCOc1ccc(cc1)NC(=O)C)cc2)C	Training	0
1489	304-28-9	O=C(Nc2ccc3c1ccc(cc1Cc3(c2))NC(=O)C)C	Training	0
1490	53-96-3	O=C(Nc2ccc3c1ccccc1Cc3(c2))C	Training	0
1491	363-17-7	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	0
1492	188425-85-6	O=C(Nc2ccccc2(c1ccc(cc1)Cl))c3cccnc3Cl	Training	0
1493	3734-67-6	O=C(Nc3cc(cc2cc(c(N=Nc1ccccc1)c(O)c23)S(=O)(=O)O)S(=O)(=O)O)C	Training	0
1494	759437-26-8	O=C(Nc4ccc(C=Cc1ccc(cc1S(=O)(=O)O)NC(=O)c2cc(c3cccnc3(c2(O)))S(=O)(=O)O)c(c4)S(=O)(=O)O)c5cc(c6cccnc6(c5(O)))S(=O)(=O)O	Training	0
1495	1068967-96-3	O=C(Nn2cc(c1cc(F)ccc12)C)c3cnc(nc3C)c4ncccc4	Training	0
1496	127-08-2	O=C(O)C	Training	0
1497	1404-93-9	O=C(O)C%10NC(=O)C2NC(=O)C(NC(=O)C6NC(=O)C(NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c7ccc(Oc5cc6(cc(Oc1ccc(cc1Cl)C2(O))c5(OC4OC(CO)C(O)C(O)C4(OC3OC(C)C(O)C(N)(C)C3))))c(c7)Cl)CC(=O)N)c8ccc(O)c(c8)c9c(O)cc(O)cc9%10	Training	0
1498	5536-61-8	O=C(O)C(=C)C	Training	0
1499	97-65-4	O=C(O)C(=C)CC(=O)O	Training	0
1500	751-94-0	O=C(O)C(=C1C(OC(=O)C)CC3(C)(C1CC(O)C2C4(C)(CCC(O)C(C)C4(CCC23(C)))))CCC=C(C)C	Training	0
1501	1619-16-5	O=C(O)C(=CC2C1=C(C)CC(O)C1C(C)CC2)C	Training	0
1502	81129-83-1	O=C(O)C(=CCCCCSCC(N)C(=O)O)NC(=O)C1CC1(C)(C)	Training	0
1503	19408-46-9	O=C(O)C(=N)NC1CC(N)C(OC1(C))OC2C(O)C(O)C(O)C(O)C2(O)	Training	0
1504	127-17-3	O=C(O)C(=O)C	Training	0
1505	815-17-8	O=C(O)C(=O)C(C)(C)C	Training	0
1506	328-42-7	O=C(O)C(=O)CC(=O)O	Training	0
1507	131-48-6	O=C(O)C(=O)CC(O)C(NC(=O)C)C(O)C(O)C(O)CO	Training	0
1508	1821-02-9	O=C(O)C(=O)CCC	Training	0
1509	328-50-7	O=C(O)C(=O)CCC(=O)O	Training	0
1510	156-06-9	O=C(O)C(=O)Cc1ccccc1	Training	0
1511	392-12-1	O=C(O)C(=O)Cc2c[nH]c1ccccc12	Training	0
1512	114607-46-4	O=C(O)C(=O)Nc1cccc(c1)c2nnn[nH]2	Training	0
1518	144-62-7	O=C(O)C(=O)O	Training	0
1519	75-96-7	O=C(O)C(Br)(Br)Br	Training	0
1520	631-64-1	O=C(O)C(Br)Br	Training	0
1521	69712-56-7	O=C(O)C(C(=O)N)=C4SC(C(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23))S4	Training	0
1522	4800-94-6	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	Training	0
1523	4697-14-7	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccsc3	Training	0
1524	75-98-9	O=C(O)C(C)(C)C	Training	0
1525	595-37-9	O=C(O)C(C)(C)CC	Training	0
1526	25812-30-0	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	0
1527	127-20-8	O=C(O)C(C)(Cl)Cl	Training	0
1528	598-72-1	O=C(O)C(C)Br	Training	0
1529	79-31-2	O=C(O)C(C)C	Training	0
1530	510-35-0	O=C(O)C(C)C12(C(=O)C3C(C(=O)CC1C3(C)(CC2))C)	Training	0
1531	116-53-0	O=C(O)C(C)CC	Training	0
1532	97-61-0	O=C(O)C(C)CCC	Training	0
1533	4536-23-6	O=C(O)C(C)CCCC	Training	0
1534	16034-77-8	O=C(O)C(C)CN(C(=O)C)c1c(cc(c(N)c1I)I)I	Training	0
1535	331623-06-4	O=C(O)C(C)Cc1cc(OC)ccc1C5c2nc(ccc2C(c3ccc4OCOc4(c3))C5(C(=O)O))CCCC	Training	0
1536	598-78-7	O=C(O)C(C)Cl	Training	0
1537	600-05-5	O=C(O)C(CBr)Br	Training	0
1538	128312-51-6	O=C(O)C(CC(=O)Nc3cccc(C=Cc1nc(cs1)C2CCC2)c3)(CC)CC	Training	0
1539	101973-77-7	O=C(O)C(CC(=O)c1ccc(cc1)C)CSC(=O)C	Training	0
1540	149-57-5	O=C(O)C(CC)CCCC	Training	0
1541	1069-66-5	O=C(O)C(CCC)CCC	Training	0
1542	185517-21-9	O=C(O)C(CCC)CCCCCC	Training	0
1543	25354-97-6	O=C(O)C(CCCCCC)CCCCCCCC	Training	0
1544	7246-21-1	O=C(O)C(Cc1c(cc(c(NC(=O)CCC)c1I)I)I)CC	Training	0
1545	96-84-4	O=C(O)C(Cc1c(cc(c(O)c1I)I)I)CC	Training	0
1546	71133-14-7	O=C(O)C(Cl)(Cl)Br	Training	0
1547	650-51-1	O=C(O)C(Cl)(Cl)Cl	Training	0
1548	5589-96-8	O=C(O)C(Cl)Br	Training	0
1549	2156-56-1	O=C(O)C(Cl)Cl	Training	0
1550	2058-94-8	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1551	335-76-2	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1552	375-95-1	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1553	335-67-1	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1554	375-85-9	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1555	307-24-4	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1556	137862-53-4	O=C(O)C(N(C(=O)CCCC)Cc1ccc(cc1)c3ccccc3(c2nnn[nH]2))C(C)C	Training	0
1557	555-30-6	O=C(O)C(N)(C)Cc1ccc(O)c(O)c1	Training	0
1558	672-87-7	O=C(O)C(N)(C)Cc1ccc(O)cc1	Training	0
1559	96020-91-6	O=C(O)C(N)(CCCN)C(F)F	Training	0
1560	35891-70-4	O=C(O)C(N)(CO)C(O)C(O)CC=CCCCCCCC(=O)CCCCCC	Training	0
1561	338-69-2	O=C(O)C(N)C	Training	0
1562	52-67-5	O=C(O)C(N)C(C)(C)S	Training	0
1563	640-68-6	O=C(O)C(N)C(C)C	Training	0
1564	1509-34-8	O=C(O)C(N)C(C)CC	Training	0
1565	72-19-5	O=C(O)C(N)C(O)C	Training	0
1566	23651-95-8	O=C(O)C(N)C(O)c1ccc(O)c(O)c1	Training	0
1567	55720-26-8	O=C(O)C(N)C=COCCN	Training	0
1568	5794-24-1	O=C(O)C(N)CC(=O)N	Training	0
1569	328-38-1	O=C(O)C(N)CC(C)C	Training	0
1570	5959-95-5	O=C(O)C(N)CCC(=O)N	Training	0
1571	1499-55-4	O=C(O)C(N)CCC(=O)OC	Training	0
1572	56-87-1	O=C(O)C(N)CCCCN	Training	0
1573	74-79-3	O=C(O)C(N)CCCNC(=N)N	Training	0
1574	59-51-8	O=C(O)C(N)CCSC	Training	0
1575	24346-00-7	O=C(O)C(N)CC[S+](C)CC3OC(n2cnc1c(ncnc12)N)C(O)C3(O)	Training	0
1576	1464-42-2	O=C(O)C(N)CC[Se]C	Training	0
1577	312-84-5	O=C(O)C(N)CO	Training	0
1578	407-41-0	O=C(O)C(N)COP(=O)(O)O	Training	0
1579	3374-22-9	O=C(O)C(N)CS	Training	0
1580	13189-98-5	O=C(O)C(N)CSCCCO	Training	0
1581	56-89-3	O=C(O)C(N)CSSCC(N)C(=O)O	Training	0
1582	300-39-0	O=C(O)C(N)Cc1cc(c(O)c(c1)I)I	Training	0
1583	59-92-7	O=C(O)C(N)Cc1ccc(O)c(O)c1	Training	0
1584	60-18-4	O=C(O)C(N)Cc1ccc(O)cc1	Training	0
1585	7424-00-2	O=C(O)C(N)Cc1ccc(cc1)Cl	Training	0
1586	150-30-1	O=C(O)C(N)Cc1ccccc1	Training	0
1587	645-35-2	O=C(O)C(N)Cc1cnc[nH]1	Training	0
1588	153-94-6	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	0
1592	32462-30-9	O=C(O)C(N)c1ccc(O)cc1	Training	0
1593	177785-47-6	O=C(O)C(N2C(=O)c1ccccc1S2)C(C)CC	Training	0
1594	65002-17-7	O=C(O)C(NC(=O)C(C)(C)S)CS	Training	0
1595	65391-42-6	O=C(O)C(NC(=O)C(O)C(N)Cc1ccccc1)CC(C)C	Training	0
1596	1188-21-2	O=C(O)C(NC(=O)C)CC(C)C	Training	0
1597	2490-97-3	O=C(O)C(NC(=O)C)CCC(=O)N	Training	0
1598	616-91-1	O=C(O)C(NC(=O)C)CS	Training	0
1599	537-55-3	O=C(O)C(NC(=O)C)Cc1ccc(O)cc1	Training	0
1600	2901-75-9	O=C(O)C(NC(=O)C)Cc1ccccc1	Training	0
1601	105816-04-4	O=C(O)C(NC(=O)C1CCC(CC1)C(C)C)Cc2ccccc2	Training	0
1602	74258-86-9	O=C(O)C(NC(=O)C1N(C(=O)C(C)CSC(=O)C)CCC1)Cc2ccccc2	Training	0
1603	34273-10-4	O=C(O)C(NC(=O)C3N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC)CCCNC(=N)N)C(C)C)Cc1ccc(O)cc1)C(C)C)Cc2nc[nH]c2)CCC3)C	Training	0
1604	76420-72-9	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))C)CCc2ccccc2	Training	0
1605	83915-83-7	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))CCCCN)CCc2ccccc2	Training	0
1606	992-21-2	O=C(O)C(NCNC(=O)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2CC4(C(C=3(O))N(C)C)))CCCCN	Training	0
1607	28860-95-9	O=C(O)C(NN)(C)Cc1ccc(O)c(O)c1	Training	0
1608	150915-40-5	O=C(O)C(NS(=O)(=O)CCCC)Cc2ccc(OCCCCC1CCNCC1)cc2	Training	0
1609	67953-08-6	O=C(O)C(Nc1ccc(cc1)[N+](=O)[O-])CCC(=O)N	Training	0
1610	594-61-6	O=C(O)C(O)(C)C	Training	0
1611	10326-41-7	O=C(O)C(O)C	Training	0
1612	133-37-9	O=C(O)C(O)C(O)C(=O)O	Training	0
1613	526-99-8	O=C(O)C(O)C(O)C(O)C(O)C(=O)O	Training	0
1614	31138-65-5	O=C(O)C(O)C(O)C(O)C(O)C(O)CO	Training	0
1615	299-27-4	O=C(O)C(O)C(O)C(O)C(O)CO	Training	0
1616	96-82-2	O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1(O))C(O)CO	Training	0
1617	611-71-2	O=C(O)C(O)c1ccccc1	Training	0
1618	2743-38-6	O=C(O)C(OC(=O)c1ccccc1)C(OC(=O)c2ccccc2)C(=O)O	Training	0
1619	1701-77-5	O=C(O)C(OC)c1ccccc1	Training	0
1620	251565-85-2	O=C(O)C(OCC)Cc2ccc(OCCc1ccc(OS(=O)(=O)C)cc1)cc2	Training	0
1621	109543-76-2	O=C(O)C(OCc1oc(nc1C)c2ccc(cc2)Cl)(C)C	Training	0
1622	78110-38-0	O=C(O)C(ON=C(C(=O)NC1C(=O)N(C1(C))S(=O)(=O)O)c2nc(N)sc2)(C)C	Training	0
1623	93-72-1	O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C	Training	0
1624	6965-71-5	O=C(O)C(Oc1cc(ccc1Cl)Cl)C	Training	0
1625	445295-04-5	O=C(O)C(Oc1ccc(c(F)c1)CNC(=O)c4cccnc4(Oc2ccc3OCOc3(c2)))C	Training	0
1626	52214-84-3	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	0
1627	30299-08-2	O=C(O)C(Oc1ccc(cc1)C3(c2ccc(OC(C(=O)O)(C)CC)cc2)(CCCCC3))(C)CC	Training	0
1628	3771-19-5	O=C(O)C(Oc1ccc(cc1)C3c2ccccc2CCC3)(C)C	Training	0
1629	41859-67-0	O=C(O)C(Oc1ccc(cc1)CCNC(=O)c2ccc(cc2)Cl)(C)C	Training	0
1630	882-09-7	O=C(O)C(Oc1ccc(cc1)Cl)(C)C	Training	0
1631	93-65-2	O=C(O)C(Oc1ccc(cc1C)Cl)C	Training	0
1632	120-36-5	O=C(O)C(Oc1ccc(cc1Cl)Cl)C	Training	0
1633	101-10-0	O=C(O)C(Oc1cccc(c1)Cl)C	Training	0
1634	177036-94-1	O=C(O)C(Oc1nc(cc(n1)C)C)C(OC)(c2ccccc2)c3ccccc3	Training	0
1635	5104-49-4	O=C(O)C(c1ccc(c(F)c1)c2ccccc2)C	Training	0
1636	40828-46-4	O=C(O)C(c1ccc(cc1)C(=O)c2cccs2)C	Training	0
1637	153439-40-8	O=C(O)C(c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4)(C)C	Training	0
1638	69956-77-0	O=C(O)C(c1ccc(cc1)C=C2C(=O)CCCC2)C	Training	0
1639	15687-27-1	O=C(O)C(c1ccc(cc1)CC(C)C)C	Training	0
1640	68767-14-6	O=C(O)C(c1ccc(cc1)CC2C(=O)CCC2)C	Training	0
1641	22204-53-1	O=C(O)C(c1ccc2cc(OC)ccc2(c1))C	Training	0
1642	74711-43-6	O=C(O)C(c1ccc3c(c1)CC(=O)c2ccccc2S3)C	Training	0
1643	53716-49-7	O=C(O)C(c1ccc3c(c1)[nH]c2ccc(cc23)Cl)C	Training	0
1644	22071-15-4	O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C	Training	0
1645	577-91-3	O=C(O)C(c1ccccc1)Cc2cc(c(O)c(c2)I)I	Training	0
1646	33005-95-7	O=C(O)C(c2ccc(C(=O)c1ccccc1)s2)C	Training	0
1647	71109-09-6	O=C(O)C(c2ccc(c1ccccc12)C3CCCCC3)C	Training	0
1648	52549-17-4	O=C(O)C(c2ccc3Oc1ncccc1Cc3(c2))C	Training	0
1649	113617-63-3	O=C(O)C1=CN(c2c(F)c(c(F)c(F)c2(C1(=O)))N3CC(NC(C)C3)C)C4CC4	Training	0
1650	110871-86-8	O=C(O)C1=CN(c2c(F)c(c(F)c(N)c2(C1(=O)))N3CC(NC(C)C3)C)C4CC4	Training	0
1651	79660-72-3	O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCN(C)CC3)CCF	Training	0
1652	98079-52-8	O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC	Training	0
1653	186826-86-8	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CC4NCCCC4(C3))C5CC5	Training	0
1654	127294-70-6	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCCC(NC)C3)C4CC4	Training	0
1655	112811-59-3	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)C4CC4	Training	0
1656	161967-81-3	O=C(O)C1=CN(c2cc(c(F)c(c2(C1(=O)))C)N3CCNC(C)C3)C4CC4	Training	0
1657	112398-08-0	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CC4N(C)CC3C4)C5CC5	Training	0
1658	93106-60-6	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(CC)CC3)C4CC4	Training	0
1659	93107-08-5	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	Training	0
1660	70458-96-7	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Training	0
1661	14698-29-4	O=C(O)C1=CN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	0
1662	74011-58-8	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Training	0
1663	389-08-2	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	0
1664	19562-30-2	O=C(O)C1=CN(c2nc(ncc2(C1(=O)))N3CCCC3)CC	Training	0
1665	51940-44-4	O=C(O)C1=CN(c2nc(ncc2(C1(=O)))N3CCNCC3)CC	Training	0
1666	52126-51-9	O=C(O)C1=NN(C(=O)C1)c2ccc(cc2)S(=O)(=O)O	Training	0
1667	28657-80-9	O=C(O)C1=NN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	0
1668	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
1669	1076-97-7	O=C(O)C1CCC(C(=O)O)CC1	Training	0
1670	1197-18-8	O=C(O)C1CCC(CN)CC1	Training	0
1671	62571-86-2	O=C(O)C1N(C(=O)C(C)CS)CCC1	Training	0
1672	82834-16-0	O=C(O)C1N(C(=O)C(NC(C(=O)OCC)CCC)C)C2CCCCC2(C1)	Training	0
1673	33996-33-7	O=C(O)C1N(C(=O)C)CC(O)C1	Training	0
1674	89396-94-1	O=C(O)C1N(C(=O)N(C)C1)C(=O)C(NC(C(=O)OCC)CCc2ccccc2)C	Training	0
1675	38916-34-6	O=C(O)C1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(N)C)CSSC1)CCCCN)CC(=O)N)Cc2ccccc2)Cc3ccccc3)Cc5c[nH]c4ccccc45)CCCCN)C(O)C)Cc6ccccc6)C(O)C)CO	Training	0
1676	98-79-3	O=C(O)C1NC(=O)CC1	Training	0
1677	110347-85-8	O=C(O)C1NCCC(C1)CP(=O)(O)O	Training	0
1678	609-36-9	O=C(O)C1NCCC1	Training	0
1679	117414-74-1	O=C(O)C1NCCN(CC=CP(=O)(O)O)C1	Training	0
1680	34592-47-7	O=C(O)C1NCSC1	Training	0
1681	33159-27-2	O=C(O)C2(C)(CCCC3(c1cc(c(cc1CCC23)C(C)C)S(=O)(=O)O)(C))	Training	0
1682	18467-77-1	O=C(O)C23(OC1COC(OC1C3(OC(O2)(C)C))(C)C)	Training	0
1683	96036-03-2	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC3CNC(C(=O)N(C)C)C3	Training	0
1684	148016-81-3	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC3CNC(CNS(=O)(=O)N)C3	Training	0
1685	120410-24-4	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4Cn3cnc[n+]3C4	Training	0
1686	64221-86-9	O=C(O)C2=C(CC1N2(C(=O)C1(C(O)C)))SCCNC=N	Training	0
1687	957-68-6	O=C(O)C2=C(COC(=O)C)CSC1N2(C(=O)C1(N))	Training	0
1688	99665-00-6	O=C(O)C2=C(COC1N2(C(=O)C1(OC)(NC(=O)CSC(F)F)))CSc3nnnn3CCO	Training	0
1689	108319-06-8	O=C(O)C2=CN(c1ccc(F)cc1(F))c3cc(c(F)cc3(C2(=O)))N4CCNC(C)C4	Training	0
1690	91296-86-5	O=C(O)C2=CN(c1ccc(F)cc1)c3cc(c(F)cc3(C2(=O)))N4CCN(C)CC4	Training	0
1691	91296-87-6	O=C(O)C2=CN(c1ccc(F)cc1)c3cc(c(F)cc3(C2(=O)))N4CCNCC4	Training	0
1692	127045-41-4	O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))C4(N)(CC4)	Training	0
1693	82419-36-1	O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))N4CCN(C)CC4	Training	0
1694	115550-35-1	O=C(O)C2=CN1c3c(OCN1C)c(c(F)cc3(C2(=O)))N4CCN(C)CC4	Training	0
1695	61177-44-4	O=C(O)C2C(OC1N2(C(=O)C1))=CCO	Training	0
1696	81872-10-8	O=C(O)C2N(C(=O)C(C)CSC(=O)c1ccccc1)CC(C2)Sc3ccccc3	Training	0
1697	87333-19-5	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3CCCC3(C2)	Training	0
1698	87679-37-6	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3CCCCC3(C2)	Training	0
1699	94841-17-5	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)CC3(C2)(SCCS3)	Training	0
1700	75847-73-3	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)CCC2	Training	0
1701	121808-62-6	O=C(O)C2N(C(=O)C1NC(=O)CC1)CSC2	Training	0
1702	88889-14-9	O=C(O)C2N(C(=O)CP(=O)(OC(OC(=O)CC)C(C)C)CCCCc1ccccc1)CC(C2)C3CCCCC3	Training	0
1703	551-16-6	O=C(O)C2N1C(=O)C(N)C1SC2(C)(C)	Training	0
1704	68373-14-8	O=C(O)C2N1C(=O)CC1S(=O)(=O)C2(C)(C)	Training	0
1705	38821-53-3	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)C1=CCC=CC1))	Training	0
1706	50370-12-2	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	Training	0
1707	15686-71-2	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1))	Training	0
1708	106560-14-9	O=C(O)C3=C(C1OCCC1)SC2N3(C(=O)C2(C(O)C))	Training	0
1709	91832-40-5	O=C(O)C3=C(C=C)CSC2N3(C(=O)C2(NC(=O)C(=NO)c1nc(N)sc1))	Training	0
1710	79350-37-1	O=C(O)C3=C(C=C)CSC2N3(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))	Training	0
1711	121961-22-6	O=C(O)C3=C(CCC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1)))Cl	Training	0
1712	64485-93-4	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0
1713	24356-60-3	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	Training	0
