no.	cas	SMILES	Status	Experimental
294	629-59-4	CCCCCCCCCCCCCC	Training	0
295	110-27-0	CCCCCCCCCCCCCC(=O)OC(C)C	Test	0
296	7320-37-8	CCCCCCCCCCCCCCC1CO1	Test	0
297	112-39-0	CCCCCCCCCCCCCCCC(=O)OC	Training	0
298	142-91-6	CCCCCCCCCCCCCCCC(=O)OC(C)C	Training	0
299	85251-77-0	CCCCCCCCCCCCCCCC(=O)OC(CO)CO	Test	0
300	41672-81-5	CCCCCCCCCCCCCCCC(=O)OC1CC(N(C1)C(=O)CCCCCCCCCCCCCCC)C(O)=O	Training	1
301	29806-73-3	CCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC	Test	0
302	67701-26-2	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC	Test	0
303	57-10-3	CCCCCCCCCCCCCCCC(O)=O	Training	0
304	555-43-1	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	Test	0
305	627-83-8	CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC	Training	0
306	112-76-5	CCCCCCCCCCCCCCCCCC(Cl)=O	Training	0
307	57-11-4	CCCCCCCCCCCCCCCCCC(O)=O	Training	0
308	92129-33-4	CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCC)[N+](C)(C)C(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC	Training	1
309	77538-19-3	CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	Training	0
310	68607-24-9	CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC	Test	1
311	124-30-1	CCCCCCCCCCCCCCCCCCN	Test	1
312	2082-79-3	CCCCCCCCCCCCCCCCCCOC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	Training	0
313	930-02-9	CCCCCCCCCCCCCCCCCCOC=C	Training	0
314	3806-34-6	CCCCCCCCCCCCCCCCCCOP1OCC2(CO1)COP(OCCCCCCCCCCCCCCCCCC)OC2	Training	0
315	59130-69-7	CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC	Training	0
316	115895-09-5	CCCCCCCCCCCCCCCCOC(=O)OC1=C(Cl)C=C(C=C1Cl)C(=O)OCC	Training	0
317	112-02-7	CCCCCCCCCCCCCCCC[N+](C)(C)C	Training	1
318	3332-27-2	CCCCCCCCCCCCCCN(C)(C)=O	Training	0
319	1119-97-7	CCCCCCCCCCCCCC[N+](C)(C)C	Training	1
320	16958-92-2	CCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCC	Training	0
321	112-18-5	CCCCCCCCCCCCN(C)C	Training	1
322	1555-62-0	CCCCCCCCCCCCN(CCC#N)CCC#N	Training	0
323	123-28-4	CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC	Training	0
324	1185-81-5	CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC	Test	0
325	112-42-5	CCCCCCCCCCCO	Training	1
326	71662-46-9	CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	Training	0
327	111-70-6	CCCCCCCO	Test	1
328	67762-53-2	CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COCCCCCCC	Training	0
329	110-33-8	CCCCCCOC(=O)CCCCC(=O)OCCCCCC	Test	0
330	112-25-4	CCCCCCOCCO	Training	0
331	4559-86-8	CCCCN(CCCC)C(=O)N(CCCC)CCCC	Training	0
332	10254-57-6	CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC	Training	0
333	102-81-8	CCCCN(CCO)CCCC	Training	1
334	97-88-1	CCCCOC(=O)C(C)=C	Test	1
335	1962-75-0	CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC	Training	0
336	84-74-2	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	Training	0
337	109-43-3	CCCCOC(=O)CCCCCCCCC(=O)OCCCC	Test	0
338	7397-62-8	CCCCOC(=O)CO	Training	1
339	14338-82-0	CCCCOC(=O)CSCSCC(=O)OCCCC	Training	0
340	142-96-1	CCCCOCCCC	Test	0
341	7328-22-5	CCCCOCCOCCOC(=O)C(C)=C	Training	0
342	141-17-3	CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC	Training	0
343	51-03-6	CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC	Training	0
344	112-73-2	CCCCOCCOCCOCCCC	Training	0
345	143-22-6	CCCCOCCOCCOCCO	Training	1
346	9004-77-7	CCCCOCCOCCOCCOCCOCCO	Training	1
347	143-29-3	CCCCOCCOCCOCOCCOCCOCCCC	Training	0
348	1809-19-4	CCCCOP(=O)OCCCC	Training	1
349	818-08-6	CCCC[Sn](=O)CCCC	Training	1
350	1461-22-9	CCCC[Sn](Cl)(CCCC)CCCC	Test	1
351	94-13-3	CCCOC(=O)C1=CC=C(O)C=C1	Training	0
352	29911-27-1	CCCOCC(C)OCC(C)O	Training	1
353	26184-62-3	CCC[C@@H](C)O	Test	0
354	1941-30-6	CCC[N+](CCC)(CCC)CCC	Training	0
355	85-98-3	CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
356	97-77-8	CCN(CC)C(=S)SSC(=S)N(CC)CC	Training	0
357	78181-99-4	CCN(CC)C1=CC=C(C=C(C#N)C(=O)OCCC[N](C)(C)(Cl)CCOC(=O)C(=CC2=CC=C(C=C2)N(CC)CC)C#N)C=C1	Training	0
358	91-66-7	CCN(CC)C1=CC=CC=C1	Training	0
359	5351-04-2	CCN(CC)CCC#N	Training	1
360	70516-41-5	CCN(CCC(C)C)C1=CC=C2C(OC3=C(C=C(NC4=CC=CC=C4)C(C)=C3)C22OC(=O)C3=CC=CC=C23)=C1	Training	0
361	834-12-8	CCNC1=NC(NC(C)C)=NC(SC)=N1	Training	0
362	7085-85-0	CCOC(=O)C(=C)C#N	Training	1
363	2901-13-5	CCOC(=O)C(C)(C)C1=CC=CC=C1	Training	0
364	7452-79-1	CCOC(=O)C(C)CC	Training	0
365	515-84-4	CCOC(=O)C(Cl)(Cl)Cl	Training	0
366	14064-10-9	CCOC(=O)C(Cl)C(=O)OCC	Training	1
367	383-63-1	CCOC(=O)C(F)(F)F	Training	1
368	361366-16-7	CCOC(=O)C1(CCCCC1)OC(=O)CC1=CC=C(Cl)C=C1Cl	Training	0
369	147770-06-7	CCOC(=O)C1=CC=C(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)C=C1OCC	Training	0
370	120-47-8	CCOC(=O)C1=CC=C(O)C=C1	Test	0
371	6994-25-8	CCOC(=O)C1=CNN=C1N	Test	1
372	6358-87-8	CCOC(=O)C1=NN(C(=O)C1N=NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(C=C1)N=NC1C(=O)N(N=C1C(=O)OCC)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
373	135590-91-9	CCOC(=O)C1=NN(C2=CC=C(Cl)C=C2Cl)C(C)(C1)C(=O)OCC	Training	0
374	141-05-9	CCOC(=O)C=CC(=O)OCC	Training	1
375	105-53-3	CCOC(=O)CC(=O)OCC	Test	1
376	141-97-9	CCOC(=O)CC(C)=O	Training	0
377	1187-74-2	CCOC(=O)CC(CC(C)=O)C(=O)OCC	Test	0
378	71735-74-5	CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C	Training	0
379	105-39-5	CCOC(=O)CCl	Training	1
380	105-58-8	CCOC(=O)OCC	Test	0
381	541-41-3	CCOC(Cl)=O	Training	1
382	92-74-0	CCOC1=C(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=CC=C1	Training	1
383	94-71-3	CCOC1=C(O)C=CC=C1	Training	1
384	121-32-4	CCOC1=CC(C=O)=CC=C1O	Training	1
385	31775-20-9	CCOC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC=C(OCC)C=C2)C(C)=O)C=C1	Test	0
386	1569-02-4	CCOCC(C)O	Training	0
387	922165-31-9	CCOCCOCCOC(=O)C1CCC(CC1)C(=O)OCCOCCOCC	Training	0
388	39670-09-2	CCOCCOCCOCCOC(=O)C(C)=C	Training	0
389	462-95-3	CCOCOCC	Test	1
390	84434-11-7	CCOP(=O)(C(=O)C1=C(C)C=C(C)C=C1C)C1=CC=CC=C1	Test	0
391	719-80-2	CCOP(C1=CC=CC=C1)C1=CC=CC=C1	Training	0
392	145650-60-8	CCOP(OC1=C(C)C=C(C=C1C(C)(C)C)C(C)(C)C)OC1=C(C)C=C(C=C1C(C)(C)C)C(C)(C)C	Training	0
393	873888-84-7	CC\C=C/CC(C)OC(=O)C1=CC=CC=C1O	Training	0
394	74-88-4	CI	Training	1
395	75-52-5	CN(=O)=O	Training	1
396	17526-94-2	CN(C)C(=O)NC1=CC(NC(=O)N(C)C)=C(C)C=C1	Training	0
397	137-26-8	CN(C)C(=S)SSC(=S)N(C)C	Training	1
398	127-19-5	CN(C)C(C)=O	Test	1
399	108-01-0	CN(C)CCO	Training	1
400	3033-62-3	CN(C)CCOCCN(C)C	Test	1
401	7597-60-6	CN1C(=O)N(C)C(=O)C(NC=O)=C1N	Training	0
402	58-08-2	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	Training	0
403	7226-23-5	CN1CCCN(C)C1=O	Training	1
404	109-02-4	CN1CCOCC1	Training	1
405	76199-85-4	CNC(=O)C(C#N)=C1NC(C2=C1C=CC=C2)=C1C(=O)NC(=O)NC1=O	Training	0
406	90-82-4	CNC(C)C(O)C1=CC=CC=C1	Training	0
407	598-50-5	CNC(N)=O	Training	0
408	123-39-7	CNC=O	Training	1
409	49564-57-0	CNS(=O)(=O)C1=C(C)C=C(N)C(OC)=C1	Test	0
410	121-43-7	COB(OC)OC	Test	1
411	72291-30-6	COC(=O)C(C)(C)C#N	Test	1
412	17639-93-9	COC(=O)C(C)Cl	Training	0
413	172529-93-0	COC(=O)C(CCN1C=NC2=C(Cl)N=C(N)N=C12)C(=O)OC	Training	1
414	37763-23-8	COC(=O)C(N)C1=CC=C(O)C=C1	Training	0
415	35092-89-8	COC(=O)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O	Test	1
416	29920-31-8	COC(=O)C1=CC(=CC(=C1)N=NC(C(C)=O)C(=O)NC1=CC=C2NC(=O)NC2=C1)C(=O)OC	Training	0
417	1459-93-4	COC(=O)C1=CC(=CC=C1)C(=O)OC	Training	1
418	201214-53-1	COC(=O)C1=CC(I)=C(NC(C)=O)C=C1OC	Test	0
419	68516-73-4	COC(=O)C1=CC(N=NC(C(C)=O)C(=O)NC2=CC=C(NC(=O)C(N=NC3=CC(=CC=C3C(=O)OC)C(=O)OC)C(C)=O)C=C2)=C(C=C1)C(=O)OC	Training	0
420	840-65-3	COC(=O)C1=CC2=CC=C(C=C2C=C1)C(=O)OC	Training	0
421	5372-81-6	COC(=O)C1=CC=C(C(=O)OC)C(N)=C1	Training	0
422	120-61-6	COC(=O)C1=CC=C(C=C1)C(=O)OC	Training	0
423	83929-47-9	COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC(Cl)=CC=C1Cl	Test	0
424	59673-82-4	COC(=O)C1=CC=C(NC(=O)C2=CC(Cl)=CC=C2Cl)C=C1N	Training	0
425	6289-46-9	COC(=O)C1CC(=O)C(CC1=O)C(=O)OC	Training	0
426	924-50-5	COC(=O)C=C(C)C	Training	0
427	105-34-0	COC(=O)CC#N	Test	1
428	108-59-8	COC(=O)CC(=O)OC	Training	1
429	10420-33-4	COC(=O)CC(C(C)=O)C(=O)OC	Training	0
430	74149-72-7	COC(=O)CC(C)C(=O)C1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C(=C1)[N+]([O-])=O	Training	0
431	6386-38-5	COC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	Training	0
432	1119-40-0	COC(=O)CCCC(=O)OC	Training	0
433	627-93-0	COC(=O)CCCCC(=O)OC	Training	1
434	96-34-4	COC(=O)CCl	Training	1
435	674773-13-8	COC(=O)CN(CC(=O)OC)C1=C(C#N)C(CC(=O)OC)=C(S1)C(=O)OC	Training	1
436	69184-17-4	COC(=O)COC1=C(Cl)C(N)=C(Cl)C(F)=N1	Test	0
437	757-86-8	COC(=O)CSP(=S)(OC)OC	Training	0
438	176972-62-6	COC(=O)NC(CC1=CC=CC=C1)C(O)CCl	Training	1
439	103429-90-9	COC(C)(C)CCOC(C)=O	Training	0
440	79-20-9	COC(C)=O	Training	1
441	49707-23-5	COC(CNC(=O)C=C)OC	Test	0
442	2186-92-7	COC(OC)C1=CC=C(OC)C=C1	Training	0
443	149-73-5	COC(OC)OC	Training	1
444	82199-12-0	COC1=C(C=CC=C1)N=NC(C(C)=O)C(=O)NC1=CC=C2NC(=O)NC2=C1	Training	0
445	13515-40-7	COC1=C(NC(=O)C(N=NC2=C(C=C(Cl)C=C2)N(=O)=O)C(C)=O)C=CC=C1	Training	0
446	15993-42-7	COC1=C(NC(=O)C(N=NC2=C(OC)C=C(C=C2)N(=O)=O)C(C)=O)C=C(Cl)C=C1	Test	0
447	92-15-9	COC1=C(NC(=O)CC(C)=O)C=CC=C1	Training	0
448	6528-34-3	COC1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(OC)C=CC=C1)N(=O)=O	Training	0
449	89-39-4	COC1=CC(=C(OC)C=C1)N(=O)=O	Training	0
450	72684-95-8	COC1=CC(=CC(OC)=C1O)C#N	Training	1
451	219715-34-1	COC1=CC(=CC=N1)C(F)(F)F	Training	0
452	121-33-5	COC1=CC(C=O)=CC=C1O	Training	1
453	97-53-0	COC1=CC(CC=C)=CC=C1O	Training	1
454	2100-42-7	COC1=CC(Cl)=C(OC)C=C1	Training	0
455	6358-64-1	COC1=CC(Cl)=C(OC)C=C1N	Training	0
456	90268-24-9	COC1=CC(Cl)=C(OC)C=C1NC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC=C(N=NC(C(C)=O)C(=O)NC2=C(C)C=C(C)C=C2)C(Cl)=C1)C(C)=O	Training	0
457	102-56-7	COC1=CC(N)=C(OC)C=C1	Training	0
458	12225-18-2	COC1=CC(NC(=O)C(N=NC2=C(OC)C=C(C(OC)=C2)S(=O)(=O)NC2=CC=CC=C2)C(C)=O)=C(OC)C=C1Cl	Training	0
459	4433-79-8	COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl	Training	0
460	3467-59-2	COC1=CC(NC(C)=O)=C(OC)C=C1	Training	0
461	89392-03-0	COC1=CC(OC)=NC(NC(=O)OC2=CC=CC=C2)=N1	Training	0
462	131-57-7	COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1	Training	0
463	6962-44-3	COC1=CC=C(C)C=C1NC(C)=O	Training	0
464	70356-09-1	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C	Training	0
465	42399-49-5	COC1=CC=C(C=C1)C1SC2=C(NC(=O)C1O)C=CC=C2	Training	0
466	83524-75-8	COC1=CC=C(CN2C(=O)C3=CC=C4C5=CC=C6C(=O)N(CC7=CC=C(OC)C=C7)C(=O)C7=C6C5=C(C=C7)C5=CC=C(C2=O)C3=C45)C=C1	Test	0
467	16673-34-0	COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O	Training	1
468	90268-23-8	COC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC=C(N=NC(C(C)=O)C(=O)NC3=CC=CC=C3)C(Cl)=C2)C(C)=O)C=C1	Training	0
469	150-78-7	COC1=CC=C(OC)C=C1	Test	0
470	4531-49-1	COC1=CC=CC=C1NC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC=C(N=NC(C(C)=O)C(=O)NC2=CC=CC=C2OC)C(Cl)=C1)C(C)=O	Training	0
471	13223-43-3	COC1=NC2=NC(N)=NN2C(OC)=C1	Test	0
472	135302-13-5	COC1=NNC(=O)N1C	Training	0
473	90411-68-0	COC1C(CC2CN3CCC4=C(NC5=CC(OC)=CC=C45)C3CC2C1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1	Training	0
474	4137-56-8	COC1OC(COS(=O)(=O)C2=CC=C(C)C=C2)C2OC(C)(C)OC12	Test	0
475	107-25-5	COC=C	Training	0
476	7319-16-6	COC=CC	Test	0
477	107-31-3	COC=O	Training	1
478	107-98-2	COCC(C)O	Training	0
479	108-65-6	COCC(C)OC(C)=O	Test	0
480	3753-18-2	COCC1=CC=C(C=C1)C1=CC=C(COC)C=C1	Training	0
481	14543-49-8	COCC=CCCCC=C	Training	0
482	109-86-4	COCCO	Training	1
483	110-71-4	COCCOC	Training	0
484	111-77-3	COCCOCCO	Test	0
485	111-96-6	COCCOCCOC	Training	0
486	112-35-6	COCCOCCOCCO	Test	0
487	30989-05-0	COCCOCCOCCOB(OCCOCCOCCOC)OCCOCCOCCOC	Training	0
488	112-49-2	COCCOCCOCCOC	Training	1
489	143-24-8	COCCOCCOCCOCCOC	Training	0
490	20120-33-6	COP(=O)(CCC(=O)NCO)OC	Training	0
491	18143-33-4	CO[Si](C)(C)CCl	Training	0
492	17865-32-6	CO[Si](C)(OC)C1CCCCC1	Training	0
493	87135-01-1	CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC	Training	0
494	126990-35-0	CO[Si](OC)(C1CCCC1)C1CCCC1	Training	0
495	110964-79-9	CS(=O)(=O)C1=CC(=C(C=C1)C(O)=O)[N+]([O-])=O	Training	1
496	53207-58-2	CSC1=CC=C(C=C1)C(=O)C(C)C	Training	0
497	17773-41-0	CSCCC(O)C#N	Test	1
498	624-92-0	CSSC	Test	1
499	39537-23-0	C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	Training	0
500	35123-06-9	C[C@H](O)C(=O)N(C)C	Training	0
501	7398-69-8	C[N](C)(Cl)(CC=C)CC=C	Training	0
502	78182-00-0	C[N](C)(Cl)(CCO)CCCO	Training	0
503	75-76-3	C[Si](C)(C)C	Training	0
504	75-77-4	C[Si](C)(C)Cl	Training	1
505	107-46-0	C[Si](C)(C)O[Si](C)(C)C	Test	0
506	2374-14-3	C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1	Training	0
507	116-16-5	ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl	Test	0
508	56-23-5	ClC(Cl)(Cl)Cl	Training	1
509	81-19-6	ClC(Cl)C1=C(Cl)C=CC=C1Cl	Training	0
510	2136-89-2	ClC1=C(C=CC=C1)C(Cl)(Cl)Cl	Training	0
511	115-27-5	ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl	Training	1
512	30125-47-4	ClC1=C2C(=O)C(C(=O)C2=C(Cl)C(Cl)=C1Cl)C1=NC2=C(C=CC=C2N2C(=O)C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=O)C=C1	Test	0
513	38720-66-0	ClC1=C2NC3=CC=CC=C3C(=O)C2=C(Cl)C2=C1C(=O)C1=CC=CC=C1N2	Training	0
514	5216-25-1	ClC1=CC=C(C=C1)C(Cl)(Cl)Cl	Test	0
515	13014-24-9	ClC1=CC=C(C=C1Cl)C(Cl)(Cl)Cl	Test	0
516	104-88-1	ClC1=CC=C(C=O)C=C1	Test	1
517	6842-62-2	ClC1=CC=C(OC2=CC(Cl)=CC=C2)C=C1	Training	0
518	1194-65-6	ClC1=CC=CC(Cl)=C1C#N	Training	0
519	89-98-5	ClC1=CC=CC=C1C=O	Test	0
520	224049-04-1	ClC1=NSC(C(=O)NC2=CC=CC=C2C#N)=C1Cl	Training	0
521	104-83-6	ClCC1=CC=C(Cl)C=C1	Training	1
522	611-19-8	ClCC1=CC=CC=C1Cl	Training	1
523	138495-42-8	FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F	Training	0
524	756-13-8	FC(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F	Training	0
525	17527-29-6	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C	Training	0
526	338-83-0	FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	Test	0
527	382-28-5	FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F	Training	0
528	1187-93-5	FC(F)=C(F)OC(F)(F)F	Training	0
529	119895-68-0	FC1(F)OC2=CC=CC(C=O)=C2O1	Training	0
530	58861-48-6	FC1=CC=C(C=C1)C1=CC=CS1	Training	1
531	1897-52-5	FC1=CC=CC(F)=C1C#N	Training	0
532	811-97-2	FCC(F)(F)F	Training	1
533	100-54-9	N#CC1=CC=CN=C1	Training	1
534	110-61-2	N#CCCC#N	Training	0
535	111-69-3	N#CCCCCC#N	Training	1
536	26364-65-8	N#CNC1=NCCS1	Training	0
537	256-96-2	N1C2=CC=CC=C2C=CC2=CC=CC=C12	Training	0
538	92-84-2	N1C2=CC=CC=C2SC2=C1C=CC=C2	Training	0
539	574-93-6	N1C2=NC3=NC(=NC4=C5C=CC=CC5=C(N4)N=C4N=C(N=C1C1=CC=CC=C21)C1=CC=CC=C41)C1=CC=CC=C31	Test	0
540	288-88-0	N1C=NC=N1	Training	1
541	95-14-7	N1N=NC2=C1C=CC=C2	Training	1
542	15894-70-9	N=C(NCCCCCCNC(=N)NC#N)NC#N	Training	1
543	556-88-7	NC(=N)NN(=O)=O	Training	0
544	2835-68-9	NC(=O)C1=CC=C(N)C=C1	Training	1
545	74441-06-8	NC(=O)C1=CC=C(NC(=O)C2=CC=C(N)C=C2)C=C1	Training	0
546	79-06-1	NC(=O)C=C	Training	1
547	99189-60-3	NC(=O)CC1(CC(O)=O)CCCCC1	Training	0
548	79-07-2	NC(=O)CCl	Training	1
549	123-77-3	NC(=O)N=NC(N)=O	Test	0
550	97-59-6	NC(=O)NC1NC(=O)NC1=O	Training	0
551	22818-40-2	NC(C(O)=O)C1=CC=C(O)C=C1	Training	0
552	875-74-1	NC(C(O)=O)C1=CC=CC=C1	Training	0
553	56-86-0	NC(CCC(O)=O)C(O)=O	Training	0
554	77-86-1	NC(CO)(CO)CO	Training	0
555	636-30-6	NC1=C(Cl)C=C(Cl)C(Cl)=C1	Training	0
556	2840-28-0	NC1=C(Cl)C=CC(=C1)C(O)=O	Training	0
557	98-44-2	NC1=CC(=CC=C1S(O)(=O)=O)S(O)(=O)=O	Training	1
558	39903-01-0	NC1=CC(Br)=CNC1=O	Training	0
559	6331-96-0	NC1=CC(Cl)=C(Cl)C=C1S(O)(=O)=O	Training	0
560	95-23-8	NC1=CC2=C(NC(=O)N2)C=C1	Training	0
561	455-14-1	NC1=CC=C(C=C1)C(F)(F)F	Training	1
562	81-11-8	NC1=CC=C(C=CC2=CC=C(N)C=C2S(O)(=O)=O)C(=C1)S(O)(=O)=O	Training	0
563	89-63-4	NC1=CC=C(Cl)C=C1N(=O)=O	Training	0
564	877179-04-9	NC1=CC=C(F)C=C1C1=CC=C(Cl)C(Cl)=C1	Training	0
565	106-50-3	NC1=CC=C(N)C=C1	Training	1
566	123-30-8	NC1=CC=C(O)C=C1	Training	0
567	101-80-4	NC1=CC=C(OC2=CC=C(N)C=C2)C=C1	Training	1
568	95-54-5	NC1=CC=CC=C1N	Training	1
569	3576-88-3	NC1=NC(NC2=NC(N)=NC(N)=N2)=NC(N)=N1	Training	0
570	107-95-9	NCCC(O)=O	Training	0
571	2432-99-7	NCCCCCCCCCCC(O)=O	Test	0
572	109-76-2	NCCCN	Training	1
573	1071-93-8	NNC(=O)CCCCC(=O)NN	Training	0
574	497-18-7	NNC(=O)NN	Training	0
575	1869-24-5	NS(=O)(=O)C1=CC=CC=C1C(F)(F)F	Test	0
576	106092-09-5	N[C@H]1CCC2=C(C1)SC(N)=N2	Training	1
577	23328-71-4	O(CCCCCCCCCCCCCCCCCC)CCC[N+](C)(C)C	Training	1
578	178671-69-7	O=C(CC#N)OCC(COC(=O)CC#N)(COC(=O)CC#N)COC(=O)CC#N	Training	0
579	20262-58-2	O=C(Nc2ccc3cc(c(N=Nc1ccc(cc1)S(=O)(=O)CCOS(=O)(=O)O)c(O)c3(c2))S(=O)(=O)O)C	Training	0
580	28706-25-4	O=C(Nc3ccc4c(O)c(N=Nc1ccc2cc(ccc2(c1))S(=O)(=O)O)c(cc4(c3))S(=O)(=O)O)Nc7ccc8c(O)c(N=Nc5ccc6cccc(c6(c5))S(=O)(=O)O)c(cc8(c7))S(=O)(=O)O	Training	0
581	650-51-1	O=C(O)C(Cl)(Cl)Cl	Training	1
582	2923-16-2	O=C(O)C(F)(F)F	Training	0
583	62037-80-3	O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	Test	1
584	3926-62-3	O=C(O)CCl	Training	1
585	137-16-6	O=C(O)CN(C(=O)CCCCCCCCCCC)C	Training	1
586	5280-66-0	O=C(O)c2cc3ccccc3(c(N=Nc1cc(c(cc1S(=O)(=O)[O-])C)Cl)c2([O-]))	Training	0
587	2373-38-8	O=C(OC(C)CC(C)C)CC(C(=O)OC(C)CC(C)C)S(=O)(=O)O	Training	1
588	156572-81-5	O=C(OC(C)CS(=O)(=O)O)CCCCCCCCCCC	Training	1
589	120-51-4	O=C(OCC1=CC=CC=C1)C1=CC=CC=C1	Training	0
590	7237-83-4	O=C(OCC1CO1)C1=CC=C(C(=O)OCC2CO2)C(=C1)C(=O)OCC1CO1	Training	1
591	29857-13-4	O=C(OCCCCCCCC(C)C)CC(C(=O)OCCCCCCCC(C)C)S(=O)(=O)O	Training	1
592	55184-72-0	O=C(OCCCCCCCCCCC(C)C)CC(C(=O)OCCCCCCCCCCC(C)C)S(=O)(=O)O	Training	1
593	31098-20-1	O=C(OCCCS(=O)(=O)O)C=C	Training	0
594	120-55-8	O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
595	61789-32-0	O=C(OCCS(=O)(O)O)CCCCCCCCCCC	Training	1
596	1047-16-1	O=C1C2=CC3=C(C=C2NC2=C1C=CC=C2)C(=O)C1=C(N3)C=CC=C1	Test	0
597	55589-62-3	O=C1C=C(OS(=O)(=O)N1)C	Training	0
598	553-86-6	O=C1CC2=C(O1)C=CC=C2	Training	1
599	108-55-4	O=C1CCCC(=O)O1	Training	1
600	6607-34-7	O=C1CCCCC(=O)OCCOCCO1	Training	1
601	502-44-3	O=C1CCCCCO1	Training	1
602	616-45-5	O=C1CCCN1	Training	1
603	3049-71-6	O=C1N(C2=CC=C(C=C2)\N=N\C2=CC=CC=C2)C(=O)C2=C3C1=CC=C1C4=CC=C5C(=O)N(C6=CC=C(C=C6)\N=N\C6=CC=CC=C6)C(=O)C6=C5C4=C(C=C6)C(C=C2)=C31	Training	0
604	2451-62-9	O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1	Training	1
605	67075-37-0	O=C1N(CCC2=CC=CC=C2)C(=O)C2=CC=C3C4=C5C(=CC=C6C(=O)N(CCC7=CC=CC=C7)C(=O)C(C=C4)=C56)C4=CC=C1C2=C34	Training	0
606	17796-82-6	O=C1N(SC2CCCCC2)C(=O)C2=CC=CC=C12	Test	1
607	1917-44-8	O=C1NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
608	81-83-4	O=C1NC(=O)C2=C3C(C=CC=C13)=CC=C2	Training	0
