no.	CAS	SMILES	Status	Experimental
2037	602-55-1	c1ccc(cc1)c3c4ccccc4(cc2ccccc23)	Training	6.01
2038	602-60-8	O=[N+]([O-])c2c3ccccc3(cc1ccccc12)	Training	4.78
2039	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	3.85
2040	603-00-9	O=C2c1c(ncn1CC(O)C)N(C(=O)N2C)C	Training	-0.77
2041	603-11-2	O=C(O)c1cccc(c1(C(=O)O))[N+](=O)[O-]	Training	0.75
2042	603-34-9	c1ccc(cc1)N(c2ccccc2)c3ccccc3	Training	5.74
2043	603-35-0	c1ccc(cc1)P(c2ccccc2)c3ccccc3	Training	5.69
2044	603-76-9	c1ccc2c(c1)ccn2C	Training	2.72
2045	604-44-4	Oc1ccc(c2ccccc12)Cl	Training	3.94
2046	604-68-2	O=C(OCC1OC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1(OC(=O)C))C	Training	0.63
2047	604-75-1	O=C1Nc3ccc(cc3(C(=NC1(O))c2ccccc2))Cl	Training	2.24
2048	605-45-8	O=C(OC(C)C)c1ccccc1(C(=O)OC(C)C)	Training	2.83
2049	605-71-0	O=[N+]([O-])c2cccc1c2(cccc1[N+](=O)[O-])	Training	2.58
2050	605-93-6	O=C1C=CC(=O)c2cc(ccc12)C	Training	2.1
2051	605-94-7	O=C1C=C(C(=O)C(OC)=C1(OC))C	Training	0.8
2052	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	2.1
2053	606-22-4	O=[N+]([O-])c1cccc(c1(N))[N+](=O)[O-]	Training	1.79
2054	606-23-5	O=C1c2ccccc2(C(=O)C1)	Training	0.61
2055	606-25-7	O=S(=O)(N)c2cccc1ccccc12	Training	1.55
2056	606-26-8	O=C(NN)c1ccccc1[N+](=O)[O-]	Training	-0.54
2057	606-27-9	O=C(OC)c1ccccc1[N+](=O)[O-]	Training	1.66
2058	606-37-1	O=[N+]([O-])c2cc1ccccc1c(c2)[N+](=O)[O-]	Training	2.83
2059	606-38-2	O=C(Nc1c(cc(cc1C)C)[N+](=O)[O-])C	Training	1.18
2060	606-43-9	O=C2C=Cc1ccccc1N2C	Training	1.45
2061	606-45-1	O=C(OC)c1ccccc1(OC)	Training	2.04
2062	607-34-1	O=[N+]([O-])c2cccc1ncccc12	Training	1.86
2063	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	1.4
2064	607-57-8	O=[N+]([O-])c2ccc3c1ccccc1Cc3(c2)	Training	3.37
2065	607-81-8	O=C(OCC)C(C(=O)OCC)Cc1ccccc1	Training	2.76
2066	607-90-9	O=C(OCCC)c1ccccc1(O)	Training	3.8
2067	607-99-8	O(c1c(cc(cc1Br)Br)Br)C	Training	4.48
2068	608-08-2	O=C(Oc1c[nH]c2ccccc12)C	Training	2.01
2069	608-31-1	Nc1c(cccc1Cl)Cl	Training	2.76
2070	608-33-3	Oc1c(cccc1Br)Br	Training	3.36
2071	608-43-5	Oc1ccc(O)c(c1C)C	Training	1.36
2072	608-93-5	c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	5.17
2073	609-19-8	Oc1cc(c(c(c1)Cl)Cl)Cl	Training	4.01
2074	609-35-8	O=C(N)c1cocc1	Training	0.09
2075	609-38-1	O=C(N)c1occc1	Training	-0.11
2076	609-39-2	O=[N+]([O-])c1occc1	Training	0.66
2077	609-40-5	O=[N+]([O-])c1cccs1	Training	1.55
2078	609-66-5	O=C(N)c1ccccc1Cl	Training	0.64
2079	609-72-3	c1ccc(c(c1)N(C)C)C	Training	2.85
2080	609-99-4	O=C(O)c1cc(cc(c1(O))[N+](=O)[O-])[N+](=O)[O-]	Training	1.71
2081	610-02-6	O=C(O)c1ccc(O)c(O)c1(O)	Training	1.05
2082	610-15-1	O=C(N)c1ccccc1[N+](=O)[O-]	Training	-0.12
2083	610-39-9	O=[N+]([O-])c1ccc(cc1[N+](=O)[O-])C	Training	2.08
2084	610-40-2	O=[N+]([O-])c1ccc(cc1[N+](=O)[O-])Cl	Training	2.18
2085	610-49-1	Nc1cccc2cc3ccccc3(cc12)	Training	3.69
2086	610-69-5	O=C(Oc1ccccc1[N+](=O)[O-])C	Training	1.55
2087	610-96-8	O=C(OC)c1ccccc1Cl	Training	2.38
2088	610-97-9	O=C(OC)c1ccccc1I	Training	2.74
2089	610-99-1	O=C(c1ccccc1(O))CC	Training	2.54
2090	611-03-0	O=C(O)c1ccc(N)cc1(N)	Training	-0.31
2091	611-06-3	O=[N+]([O-])c1ccc(cc1Cl)Cl	Training	3.07
2092	611-09-6	O=C1Nc2ccc(cc2(C1(=O)))[N+](=O)[O-]	Training	0.47
2093	611-13-2	O=C(OC)c1occc1	Training	1
2094	611-20-1	N#Cc1ccccc1(O)	Training	1.61
2095	611-21-2	c1ccc(c(c1)NC)C	Training	2.16
2096	611-32-5	n1cccc2cccc(c12)C	Training	2.6
2097	611-33-6	n1cccc2cccc(c12)Cl	Training	2.44
2098	611-34-7	n1cccc2c1cccc2(N)	Training	1.16
2099	611-70-1	O=C(c1ccccc1)C(C)C	Training	2.73
2100	611-74-5	O=C(c1ccccc1)N(C)C	Training	0.62
2101	612-16-8	OCc1ccccc1(OC)	Training	1.13
2102	612-24-8	N#Cc1ccccc1[N+](=O)[O-]	Training	1.02
2103	612-25-9	O=[N+]([O-])c1ccccc1CO	Training	1.24
2104	612-28-2	O=[N+]([O-])c1ccccc1(NC)	Training	2.18
2105	612-45-3	O=C(Nc1ccc(cc1[N+](=O)[O-])C)C	Training	1.49
2106	612-57-7	n1cccc2cc(ccc12)Cl	Training	2.73
2107	612-58-8	n1cc(cc2ccccc12)C	Training	2.53
2108	612-60-2	n1cccc2ccc(cc12)C	Training	2.47
2109	612-62-4	n1c2ccccc2(ccc1Cl)	Training	2.71
2110	612-96-4	n1c3ccccc3(ccc1c2ccccc2)	Training	3.9
2111	612-98-6	O=NN(c1ccccc1)Cc2ccccc2	Training	3.38
2112	613-31-0	c1ccc3c(c1)Cc2ccccc2C3	Training	4.25
2113	613-33-2	c1cc(ccc1c2ccc(cc2)C)C	Training	5.09
2114	613-50-3	O=[N+]([O-])c1ccc2ncccc2(c1)	Training	1.84
2115	613-51-4	O=[N+]([O-])c1ccc2cccnc2(c1)	Training	1.82
2116	613-70-7	O=C(Oc1ccccc1(OC))C	Training	1.38
2117	613-93-4	O=C(NC)c1ccccc1	Training	0.86
2118	613-94-5	O=C(NN)c1ccccc1	Training	0.19
2119	614-17-5	O=C(NCC)c1ccccc1	Training	1.28
2120	614-18-6	O=C(OCC)c1cnccc1	Training	1.32
2121	614-19-7	O=C(O)CC(N)c1ccccc1	Training	-1.4
2122	614-30-2	c1ccc(cc1)N(C)Cc2ccccc2	Training	4.22
2123	614-61-9	O=C(O)COc1ccccc1Cl	Training	1.86
2124	614-76-6	O=C(Nc1ccccc1Br)C	Training	1.34
2125	614-80-2	O=C(Nc1ccccc1(O))C	Training	0.72
2126	614-96-0	c1cc2cc(ccc2([nH]1))C	Training	2.68
2127	614-99-3	O=C(OCC)c1occc1	Training	1.52
2128	615-15-6	n1c2ccccc2([nH]c1C)	Training	1.43
2129	615-22-5	n2c1ccccc1sc2SC	Training	3.15
2130	615-36-1	Nc1ccccc1Br	Training	2.11
2131	615-43-0	Nc1ccccc1I	Training	2.32
2132	615-58-7	Oc1ccc(cc1Br)Br	Training	3.22
2133	615-60-1	c1cc(c(cc1Cl)C)C	Training	3.82
2134	615-67-8	Oc1ccc(O)c(c1)Cl	Training	1.4
2135	615-74-7	Oc1cc(ccc1Cl)C	Training	2.9
2136	615-77-0	O=C1C=CN(C(=O)N1)C	Training	-1.2
2137	616-03-5	O=C1NC(=O)C(N1)C	Training	-0.91
2138	616-44-4	c1cscc1C	Training	2.34
2139	616-45-5	O=C1NCCC1	Training	-0.85
2140	616-47-7	n1ccn(c1)C	Training	-0.06
2141	616-68-2	O=C(Nc1c(cc(cc1C)C)C)CN(CC)CC	Training	2.41
2142	616-82-0	O=C(O)c1ccc(O)c(c1)[N+](=O)[O-]	Training	1.85
2143	617-31-2	O=C(O)C(O)CCC	Training	0.45
2144	617-89-0	o1cccc1CN	Training	0.37
2145	617-90-3	N#Cc1occc1	Training	0.96
2146	618-47-3	O=C(N)c1cccc(c1)C	Training	1.18
2147	618-48-4	O=C(N)c1cccc(c1)Cl	Training	1.51
2148	618-49-5	O=C(N)c1cccc(O)c1	Training	0.39
2149	618-51-9	O=C(O)c1cccc(c1)I	Training	3.13
2150	618-62-2	O=[N+]([O-])c1cc(cc(c1)Cl)Cl	Training	3.09
2151	618-80-4	O=[N+]([O-])c1cc(c(O)c(c1)Cl)Cl	Training	2.94
2152	618-87-1	O=[N+]([O-])c1cc(N)cc(c1)[N+](=O)[O-]	Training	1.89
2153	618-94-0	O=C(NN)c1cccc(c1)[N+](=O)[O-]	Training	0.23
2154	618-95-1	O=C(OC)c1cccc(c1)[N+](=O)[O-]	Training	1.89
2155	618-98-4	O=C(OCC)c1cccc(c1)[N+](=O)[O-]	Training	2.35
2156	619-01-2	OC1CC(C(=C)C)CCC1(C)	Training	3.21
2157	619-05-6	O=C(O)c1ccc(N)c(N)c1	Training	0.13
2158	619-17-0	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	1.91
2159	619-24-9	N#Cc1cccc(c1)[N+](=O)[O-]	Training	1.17
2160	619-25-0	O=[N+]([O-])c1cccc(c1)CO	Training	1.21
2161	619-31-8	O=[N+]([O-])c1cccc(c1)N(C)C	Training	2.16
2162	619-42-1	O=C(OC)c1ccc(cc1)Br	Training	2.95
2163	619-45-4	O=C(OC)c1ccc(N)cc1	Training	1.37
2164	619-50-1	O=C(OC)c1ccc(cc1)[N+](=O)[O-]	Training	1.89
2165	619-55-6	O=C(N)c1ccc(cc1)C	Training	1.18
2166	619-56-7	O=C(N)c1ccc(cc1)Cl	Training	1.55
2167	619-57-8	O=C(N)c1ccc(O)cc1	Training	0.33
2168	619-58-9	O=C(O)c1ccc(cc1)I	Training	3.02
2169	619-64-7	O=C(O)c1ccc(cc1)CC	Training	2.89
2170	619-65-8	N#Cc1ccc(cc1)C(=O)O	Training	1.56
2171	619-66-9	O=Cc1ccc(cc1)C(=O)O	Training	1.76
2172	619-72-7	N#Cc1ccc(cc1)[N+](=O)[O-]	Training	1.19
2173	619-73-8	O=[N+]([O-])c1ccc(cc1)CO	Training	1.26
2174	619-76-1	O=C(N)c1ccc(cc1)C(C)C	Training	2.14
2175	619-80-7	O=C(N)c1ccc(cc1)[N+](=O)[O-]	Training	0.82
2176	619-84-1	O=C(O)c1ccc(cc1)N(C)C	Training	1.28
2177	619-86-3	O=C(O)c1ccc(OCC)cc1	Training	2.39
2178	619-90-9	O=C(OCc1ccc(cc1)[N+](=O)[O-])C	Training	1.73
2179	620-02-0	O=Cc1oc(cc1)C	Training	0.67
2180	620-08-6	n1ccc(OC)cc1	Training	1
2181	620-17-7	Oc1cccc(c1)CC	Training	2.4
2182	620-24-6	Oc1cccc(c1)CO	Training	0.49
2183	620-71-3	O=C(Nc1ccccc1)CC	Training	1.61
2184	620-79-1	O=C(OCC)C(C(=O)C)Cc1ccccc1	Training	2.52
2185	620-80-4	O=C(OCC)C(=Cc1ccccc1)C(=O)C	Training	2.21
2186	620-88-2	O=[N+]([O-])c2ccc(Oc1ccccc1)cc2	Training	3.92
2187	620-92-8	Oc1ccc(cc1)Cc2ccc(O)cc2	Training	2.91
2188	621-04-5	O=C(Nc1ccccc1)NCC	Training	1.64
2189	621-06-7	O=C(Nc1ccccc1)Cc2ccccc2	Training	2.7
2190	621-08-9	O=S(Cc1ccccc1)Cc2ccccc2	Training	1.99
2191	621-34-1	Oc1cccc(OCC)c1	Training	1.98
2192	621-36-3	O=C(O)Cc1cccc(c1)C	Training	1.95
2193	621-37-4	O=C(O)Cc1cccc(O)c1	Training	0.85
2194	621-38-5	O=C(Nc1cccc(c1)Br)C	Training	2.31
2195	621-42-1	O=C(Nc1cccc(O)c1)C	Training	0.73
2196	621-59-0	O=Cc1ccc(OC)c(O)c1	Training	0.97
2197	621-64-7	O=NN(CCC)CCC	Training	1.36
2198	621-65-8	O=[N+]([O-])OCC(O[N+](=O)[O-])CO	Training	0.83
2199	621-79-4	O=C(N)C=Cc1ccccc1	Training	1.43
2200	621-84-1	O=C(OCc1ccccc1)N	Training	1.2
2201	621-88-5	O=C(N)COc1ccccc1	Training	0.76
2202	622-29-7	N(=Cc1ccccc1)C	Training	1.64
2203	622-31-1	ON=Cc1ccccc1	Training	1.8
2204	622-37-7	[N-]=[N+]=Nc1ccccc1	Training	2.59
2205	622-38-8	c1ccc(cc1)SCC	Training	3.2
2206	622-44-6	N(c1ccccc1)=C(Cl)Cl	Training	2.54
2207	622-46-8	O=C(Oc1ccccc1)N	Training	1.08
2208	622-47-9	O=C(O)Cc1ccc(cc1)C	Training	1.86
2209	622-50-4	O=C(Nc1ccc(cc1)I)C	Training	2.71
2210	622-59-3	C(=Nc1ccc(cc1)C)=S	Training	3.92
2211	622-62-8	Oc1ccc(OCC)cc1	Training	1.81
2212	622-78-6	C(=NCc1ccccc1)=S	Training	3.16
2213	622-80-0	c1ccc(cc1)NCCC	Training	2.45
2214	622-83-3	N#CN=Nc1ccccc1	Training	2.3
2215	622-85-5	O(c1ccccc1)CCC	Training	3.18
2216	623-03-0	N#Cc1ccc(cc1)Cl	Training	2.47
2217	623-05-2	Oc1ccc(cc1)CO	Training	0.25
2218	623-08-5	c1cc(ccc1NC)C	Training	2.15
2219	623-12-1	O(c1ccc(cc1)Cl)C	Training	2.78
2220	623-15-4	O=C(C=Cc1occc1)C	Training	1.35
2221	623-26-7	N#Cc1ccc(C#N)cc1	Training	0.93
2222	623-30-3	O=CC=Cc1occc1	Training	1.15
2223	623-37-0	OC(CC)CCC	Training	1.65
2224	623-42-7	O=C(OC)CCC	Training	1.29
2225	623-59-6	O=C(NC(=O)C)NC	Training	-0.7
2226	623-87-0	O=[N+]([O-])OCC(O)CO[N+](=O)[O-]	Training	0.71
2227	624-24-8	O=C(OC)CCCC	Training	1.96
2228	624-38-4	c1cc(ccc1I)I	Training	4.11
2229	624-45-3	O=C(OC)CCC(=O)C	Training	-0.13
2230	624-48-6	O=C(OC)C=CC(=O)OC	Training	0.48
2231	624-73-7	C(CI)I	Training	2.71
2232	624-78-2	N(C)CC	Training	0.15
2233	624-84-0	O=CNN	Training	-2.05
2234	624-92-0	CSSC	Training	1.77
2235	625-28-5	N#CCC(C)C	Training	1.07
2236	625-33-2	O=C(C=CC)C	Training	0.52
2237	625-48-9	O=[N+]([O-])CCO	Training	-0.42
2238	625-52-5	O=C(N)NCC	Training	-0.74
2239	625-53-6	NC(NCC)=S	Training	-0.21
2240	625-74-1	O=[N+]([O-])CC(C)C	Training	1.4
2241	625-80-9	CC(C)SC(C)C	Training	2.84
2242	625-84-3	c1cc([nH]c1C)C	Training	1.47
2243	625-86-5	o1c(ccc1C)C	Training	2.24
2244	625-89-8	O=NN(CC(F)(F)F)CC(F)(F)F	Training	2.15
2245	626-01-7	Nc1cccc(c1)I	Training	2.86
2246	626-02-8	Oc1cccc(c1)I	Training	2.93
2247	626-16-4	c1cc(cc(c1)CCl)CCl	Training	2.72
2248	626-17-5	N#Cc1cccc(C#N)c1	Training	0.8
2249	626-39-1	c1c(cc(cc1Br)Br)Br	Training	4.51
2250	626-43-7	Nc1cc(cc(c1)Cl)Cl	Training	2.9
2251	626-55-1	n1cccc(c1)Br	Training	1.6
2252	626-60-8	n1cccc(c1)Cl	Training	1.33
2253	626-61-9	n1ccc(cc1)Cl	Training	1.28
2254	626-67-5	N1(C)CCCCC1	Training	1.3
2255	626-93-7	OC(C)CCCC	Training	1.76
2256	627-05-4	O=[N+]([O-])CCCC	Training	1.47
2257	627-12-3	O=C(OCCC)N	Training	0.36
2258	627-19-0	C#CCCC	Training	1.98
2259	627-30-5	OCCCCl	Training	0.5
2260	627-31-6	C(CI)CI	Training	3.02
2261	627-35-0	N(C)CCC	Training	0.84
2262	627-93-0	O=C(OC)CCCCC(=O)OC	Training	1.03
2263	628-05-7	O=[N+]([O-])CCCCC	Training	2.01
2264	628-20-6	N#CCCCCl	Training	0.56
2265	628-28-4	O(C)CCCC	Training	1.66
2266	628-34-2	O(CC)CCCl	Training	0.98
2267	628-41-1	C1=CCC=CC1	Training	2.3
2268	628-55-7	O(CC(C)C)CC(C)C	Training	2.78
2269	628-73-9	N#CCCCCC	Training	1.66
2270	628-81-9	O(CC)CCCC	Training	2.03
2271	628-83-1	N#CSCCCC	Training	2.03
2272	628-96-6	O=[N+]([O-])OCCO[N+](=O)[O-]	Training	1.16
2273	629-04-9	CCCCCCCBr	Training	4.36
2274	629-06-1	CCCCCCCCl	Training	4.15
2275	629-20-9	C1=CC=CC=CC=C1	Training	3.08
2276	629-40-3	N#CCCCCCCC#N	Training	0.59
2277	629-59-4	CCCCCCCCCCCCCC	Training	7.2
2278	630-18-2	N#CC(C)(C)C	Training	1.08
2279	630-60-4	O=C1OCC(=C1)C3CCC4(O)(C5CCC6(O)(CC(OC2OC(C)C(O)C(O)C2(O))CC(O)C6(CO)(C5(C(O)CC34(C)))))	Training	-2
2280	630-64-8	O=CC56(CCC(OC1OC(C)C(O)C(O)C1)CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O)))))	Training	0.3
2281	631-07-2	O=C1NC(=O)C(N1)(c2ccccc2)CC	Training	1.53
2282	632-22-4	O=C(N(C)C)N(C)C	Training	0.19
2283	632-46-2	O=C(O)c1c(cccc1C)C	Training	2.21
2284	633-72-7	OCc1cnc(c(OC)c1CO)C	Training	-0.1
2285	634-36-6	O(c1cccc(OC)c1(OC))C	Training	1.53
2286	634-67-3	Nc1ccc(c(c1Cl)Cl)Cl	Training	3.33
2287	634-83-3	Nc1cc(c(c(c1Cl)Cl)Cl)Cl	Training	4.27
2288	634-90-2	c1c(cc(c(c1Cl)Cl)Cl)Cl	Training	4.56
2289	634-91-3	Nc1cc(c(c(c1)Cl)Cl)Cl	Training	3.32
2290	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	3.52
2291	634-97-9	O=C(O)c1ccc[nH]1	Training	0.85
2292	635-21-2	O=C(O)c1cc(ccc1(N))Cl	Training	1.57
2293	635-22-3	O=[N+]([O-])c1cc(N)ccc1Cl	Training	2.06
2294	635-46-1	c1ccc2c(c1)NCCC2	Training	2.29
2295	635-90-5	c1ccc(cc1)n2cccc2	Training	3.08
2296	636-04-4	c1ccc(cc1)NC(c2ccccc2)=S	Training	3.03
2297	636-28-2	c1c(c(cc(c1Br)Br)Br)Br	Training	5.13
2298	636-72-6	OCc1cccs1	Training	0.87
2299	636-97-5	O=C(NN)c1ccc(cc1)[N+](=O)[O-]	Training	0.35
2300	637-59-2	c1ccc(cc1)CCCBr	Training	3.72
2301	637-61-6	O=C1C=CC(=NCl)C=C1	Training	1.26
2302	638-20-0	O=C(NC(=O)C)NC(=O)C	Training	-0.68
2303	638-42-6	O=C(OCCCCC)N	Training	1.35
2304	639-58-7	c1ccc(cc1)[Sn](c2ccccc2)(c3ccccc3)Cl	Training	4.19
2305	640-15-3	O(C)P(OC)(=S)SCCSCC	Training	3.15
2306	640-61-9	O=S(=O)(NC)c1ccc(cc1)C	Training	1.28
2307	640-79-9	O=C(O)CNC(=O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CCC23(C))	Training	2.07
2308	643-15-2	C1=C(C(C(C(C1Cl)Cl)Cl)Cl)Cl	Training	3.72
2309	644-08-6	c1ccc(cc1)c2ccc(cc2)C	Training	4.63
2310	644-35-9	Oc1ccccc1CCC	Training	2.93
2311	644-46-2	O=C1C=C(OC=C1(O))C	Training	-0.59
2312	645-05-6	n1c(nc(nc1N(C)C)N(C)C)N(C)C	Training	2.73
2313	645-56-7	Oc1ccc(cc1)CCC	Training	3.2
2314	645-59-0	N#CCCc1ccccc1	Training	1.72
2315	646-06-0	O1COCC1	Training	-0.37
2316	646-14-0	O=[N+]([O-])CCCCCC	Training	2.7
2317	646-20-8	N#CCCCCCC#N	Training	0.05
2318	651-06-9	O=S(=O)(Nc1ncc(OC)cn1)c2ccc(N)cc2	Training	0.41
2319	651-85-4	O=S(=O)(c1c(F)c(F)c(F)c(F)c1(F))C	Training	1.11
2320	652-32-4	O=C(O)c1c(F)c(F)c(c(F)c1(F))C	Training	3.15
2321	653-22-5	O=C(Nc1c(F)c(F)c(F)c(F)c1(F))C	Training	1.7
2322	654-13-7	O=C(O)CC(n2nnc1ccccc12)C	Training	-0.2
2323	654-42-2	Oc1cc(c(O)c(c1)C)C	Training	1
2324	656-31-5	O=C(N)Nc1ccccc1(F)	Training	0.88
2325	656-49-5	FC(F)(F)c1nc2cc(ccc2([nH]1))Cl	Training	3.39
2326	658-43-5	O=S(=O)(Nc1ccccc1)C(F)F	Training	1.95
2327	660-88-8	O=C(O)CCCCN	Training	-2.63
2328	664-95-9	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	2.9
2329	670-96-2	n1cc[nH]c1c2ccccc2	Training	1.88
2330	671-03-4	O=C(Oc1cc(c(cc1C)C)C)NC	Training	2.52
2331	671-16-9	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	0.08
2332	672-66-2	c1ccc(cc1)P(C)C	Training	2.57
2333	672-76-4	O=C1C=CC(=CC=C1(O))C(C)C	Training	1.89
2334	673-31-4	O=C(OCCCc1ccccc1)N	Training	1.96
2335	675-20-7	O=C1NCCCC1	Training	-0.46
2336	675-21-8	Fc1cncnc1	Training	-0.03
2337	678-26-2	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	4.4
2338	680-31-9	O=P(N(C)C)(N(C)C)N(C)C	Training	0.28
2339	681-57-2	O=C(O)CCC(C(=O)O)(C)C	Training	0.67
2340	683-18-1	CCCC[Sn](CCCC)(Cl)Cl	Training	1.56
2341	683-57-8	O=C(N)CBr	Training	-0.52
2342	683-72-7	O=C(N)C(Cl)Cl	Training	0.19
2343	684-93-5	O=NN(C(=O)N)C	Training	-0.03
2344	685-91-6	O=C(N(CC)CC)C	Training	0.34
2345	687-48-9	O=C(OCC)N(C)C	Training	0.89
2346	688-04-0	O=C(O)C(CC(=O)C)CCC	Training	1.31
2347	688-84-6	O=C(OCC(CC)CCCC)C(=C)C	Training	4.54
2348	692-94-4	O=C(OC)C=CC#CC#CC#CC	Training	3.14
2349	693-02-7	C#CCCCC	Training	2.73
2350	693-21-0	O=[N+]([O-])OCCOCCO[N+](=O)[O-]	Training	0.98
2351	693-54-9	O=C(C)CCCCCCCC	Training	3.73
2352	693-95-8	n1cscc1C	Training	0.97
2353	693-98-1	n1cc[nH]c1C	Training	0.24
2354	694-85-9	O=C1C=CC=CN1C	Training	-0.23
2355	695-05-6	O=C1C2CC3C1C3(C2)	Training	0.81
2356	695-19-2	O=C1C=CN(C=C1)C	Training	-1.22
2357	695-34-1	n1ccc(cc1N)C	Training	0.56
2358	695-94-3	OCCN1C(=NCC1)C	Training	0.04
2359	695-99-8	O=C1C=CC(=O)C(=C1)Cl	Training	0.84
2360	696-44-6	c1cc(cc(c1)C)NC	Training	2.19
2361	698-63-5	O=Cc1oc(cc1)[N+](=O)[O-]	Training	1.01
2362	698-67-9	O=C(N)c1ccc(cc1)Br	Training	1.76
2363	698-87-3	OC(C)Cc1ccccc1	Training	1.97
2364	699-18-3	O=[N+]([O-])C=Cc1occc1	Training	1.56
2365	700-00-5	n2cnc1c(ncn1C)c2N	Training	-0.03
2366	700-12-9	c1c(c(c(c(c1C)C)C)C)C	Training	4.56
2367	700-13-0	Oc1cc(c(O)c(c1C)C)C	Training	1.69
2368	700-38-9	O=[N+]([O-])c1ccc(cc1(O))C	Training	2.31
2369	701-34-8	O=S(=O)(N)c1ccc(cc1)Br	Training	1.36
2370	701-56-4	O(c1ccc(cc1)N(C)C)C	Training	1.42
2371	701-65-5	c1ccc(cc1)SC(Cl)(Cl)Cl	Training	3.78
2372	701-83-7	O=C(Oc1cccc(F)c1)C	Training	1.74
2373	704-73-4	O=C(Oc1ccccc1(F))NC	Training	1.25
2374	705-19-1	O=[N+]([O-])c1nc(n(c1)CCO)C	Training	-0.59
2375	705-48-6	O=C(Oc1cccc(F)c1)NC	Training	1.48
2376	705-60-2	O=[N+]([O-])C(=Cc1ccccc1)C	Training	2.52
2377	705-62-4	c1ccc(cc1)NC(N(C)C)=S	Training	1.04
2378	705-70-4	O=C(Oc1ccc(F)cc1)NC	Training	1.28
2379	706-07-0	O=[N+]([O-])C=Cc1ccc(cc1)Cl	Training	2.44
2380	706-14-9	O=C1OC(CC1)CCCCCC	Training	2.72
2381	707-07-3	O(C)C(OC)(OC)c1ccccc1	Training	2.27
2382	707-98-2	n2cnc1c(ncn1CCC)c2N	Training	0.74
2383	709-79-5	N#CC(=Cc1ccccc1)C(=O)N	Training	1.56
2384	709-98-8	O=C(Nc1ccc(c(c1)Cl)Cl)CC	Training	3.07
2385	710-15-6	O=S(=O)(N)NCCc1ccccc1	Training	0.81
2386	710-25-8	O=C(N)C=Cc1oc(cc1)[N+](=O)[O-]	Training	0.65
2387	711-82-0	OCCOc1cccc2ccccc12	Training	2.5
2388	713-05-3	O=C(NC)CCC(=O)c1cnccc1	Training	-0.69
2389	716-79-0	n1c3ccccc3([nH]c1c2ccccc2)	Training	3.24
2390	718-64-9	FC(F)(F)C(O)(c1ccccc1)C(F)(F)F	Training	3.41
2391	719-22-2	O=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C	Training	4.42
2392	721-50-6	O=C(Nc1ccccc1C)C(NCCC)C	Training	2.11
2393	723-46-6	O=S(=O)(Nc1noc(c1)C)c2ccc(N)cc2	Training	0.89
2394	723-62-6	O=C(O)c2c3ccccc3(cc1ccccc12)	Training	3.85
2395	726-78-3	O=C1NC(=O)C(C(=O)N1C)(C2=CCCCC2)CC	Training	2.25
2396	728-88-1	O=C(c1ccc(cc1)C)C(C)CN2CCCCC2	Training	3.65
2397	731-27-1	O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C	Training	3.9
2398	732-11-6	O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)	Training	2.78
2399	732-26-3	Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C	Training	6.06
2400	738-70-5	n1cc(c(nc1N)N)Cc2cc(OC)c(OC)c(OC)c2	Training	0.91
2401	741-58-2	O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1	Training	4.2
2402	742-20-1	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CC3CCCC3	Training	1.27
2403	745-65-3	O=C(O)CCCCCCC1C(=O)CC(O)C1(C=CC(O)CCCCC)	Training	3.2
2404	746-53-2	O=C3c1cc(cc(c1c2c3(cc(cc2[N+](=O)[O-])[N+](=O)[O-]))[N+](=O)[O-])[N+](=O)[O-]	Training	2.4
2405	749-02-0	O=C2NCN(c1ccccc1)C24(CCN(CCCC(=O)c3ccc(F)cc3)CC4)	Training	3.03
2406	753-90-2	FC(F)(F)CN	Training	0.24
2407	756-79-6	O=P(OC)(OC)C	Training	-0.61
2408	758-96-3	O=C(N(C)C)CC	Training	-0.11
2409	759-73-9	O=NN(C(=O)N)CC	Training	0.23
2410	759-94-4	O=C(N(CCC)CCC)SCC	Training	3.21
2411	760-60-1	O=NN(C(=O)N)CC(C)C	Training	1.04
2412	764-13-6	C(C=C(C)C)=C(C)C	Training	3.5
2413	764-42-1	N#CC=CC#N	Training	-0.25
2414	765-30-0	NC1CC1	Training	0.07
2415	765-43-5	O=C(C)C1CC1	Training	0.49
