Mol_ID	CAS	SMILES	Status	Exp tox
786	n.a.	O=C(O)CCC(=O)OC2CCC3(C)(C4C(=O)C=C1C5CC(C(=O)O)(C)CCC5(C)(CCC1(C)C4(C)(CCC3(C2(C)(C)))))	Test	0
787	n.a.	O=C(NCCCC)NS(=O)(=O)c1ccc(N)cc1	Training	0
788	n.a.	O=C(NC(=N)N)c1ccc(c(c1)S(=O)(=O)C)C(C)C	Training	0
789	n.a.	O=C(OCC(C)(COC(=O)NC(C)C)CCC)N	Training	0
790	n.a.	O=C(O)C(c1ccc3c(c1)[nH]c2ccc(cc23)Cl)C	Training	0
792	n.a.	CCCCCCCCCCCCCCCC[N+](C)(C)C	Test	0
793	n.a.	O=C(NC)C4OC(n2cnc1c(ncnc12)NCc3cccc(c3)I)C(O)C4(O)	Training	0
794	n.a.	O=S(=O)(NCl)c1ccc(cc1)C	Training	0
795	n.a.	ON2C(c1ccccc1)=C3C=C(C=CC3(=NC(=NC)C2))Cl	Training	0
796	n.a.	Oc1cc(c(c(c1)C)Cl)C	Training	0
797	n.a.	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)ccc(c1C(O)(C)C2CC4(C(C=3(O))N(C)C))Cl)	Test	0
798	n.a.	O=C(O)C2OC(OC1C(O)C(OC(O)C1(NC(=O)C))OS(=O)(=O)O)C(O)C(O)C2(O)	Training	0
799	n.a.	N#Cc1ccc3c(c1)COC3(c2ccc(F)cc2)CCCN(C)C	Training	0
800	n.a.	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	0
801	n.a.	Oc2c1ncccc1c(cc2I)Cl	Training	0
802	n.a.	O=P(O)(O)C(Cl)(Cl)P(=O)(O)O	Test	0
804	n.a.	n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl	Training	0
805	n.a.	O=C1C(OC)=C(OC)C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	Training	0
806	n.a.	OCC3OC(n2cnc1c(ncnc12)N)C(O)C3	Training	0
807	n.a.	O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(=O)CC23(C))))C	Training	0
808	n.a.	O=C(O)CN(C(=N)N)C	Test	0
809	n.a.	O=C(OC1CC(C)CC(C)(C)C1)C(O)c2ccccc2	Training	0
810	n.a.	O=C1NC(=O)C(C(=O)N1)(C2=CCCCC2)CC	Training	0
811	n.a.	O=C(O)C(CC)C1(O)(CCCCC1)	Training	0
812	n.a.	O=C(OC2CC(OC(=O)C=Cc1ccc(O)c(O)c1)(C(=O)O)CC(O)C2(O))C=Cc3ccc(O)c(O)c3	Training	0
813	n.a.	O=C(O)C4OC(O)C(OS(=O)(=O)O)C(O)C4(OC3OC(O)C(OC2OC(C(=O)O)C(OC1OC(COS(=O)(=O)O)C(O)C(O)C1(NC(=O)C))C(O)C2(O))C(CS(=O)(=O)O)C3(OS(=O)(=O)O))	Test	0
814	n.a.	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	0
815	n.a.	O=C3N=C(O)N(N=Cc1oc(cc1)c2ccc(cc2)[N+](=O)[O-])C3	Training	0
816	n.a.	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Training	0
817	n.a.	O=C(O)CCC(C)C3CCC2C4C(=O)CC1CC(CCC1(C)C4(CC(=O)C23(C)))=S	Training	0
818	n.a.	O(c1cc2c(cc1(OC))C(NCC2)CC5=C(CN4CCc3cc(OC)c(OC)cc3C4C5)CC)C	Test	0
819	n.a.	O=C(NC3N=C(c1ccccc1)c2ccccc2N(C3(=O))C)c4cc5ccccc5([nH]4)	Training	0
821	n.a.	O=CC(O)C(O)C(O)C(O)COC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O)	Training	0
823	n.a.	O=C(O)c1c(c(NC(=O)C)c(c(NC(=O)C)c1I)I)I	Training	0
824	n.a.	N#CCC4(O)(CCC3C2C(=C1C(=CC(=O)CC1)CC2)CCC34(C))	Training	0
825	n.a.	O=C(c1cccc(c1)C)N(CC)CC	Test	0
826	n.a.	O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)CC3(O))C(O)C4)CCC5(C)C8(CCC67(C)))	Training	0
827	n.a.	O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)CC3(O))C(O)C4)CCC5(C)C8(CC(O)C67(C)))	Training	0
828	n.a.	O=C3C=C(Oc4cc(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))cc(O)c34)c5ccc(OC)c(O)c5	Training	0
829	n.a.	O(CCN(C)C)C(c1ccccc1)c2ccccc2	Training	0
830	n.a.	C(N(CC)CC)(=S)S	Test	0
831	n.a.	Oc1cccc(c1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccccc3)CC	Training	0
832	n.a.	O=C2Nc1ccccc1N2C3=CCN(CC3)CCCC(=O)c4ccc(F)cc4	Training	0
834	n.a.	O=C(O)C(N)(CCCN)C(F)F	Training	0
835	n.a.	Oc1c(cc(NC(CCCCCCCCCCCCC)=S)c(c1C)C)C	Training	0
836	n.a.	O=C1N=C(C)C(N1)C(=O)c2ccc(cc2)SC	Test	0
839	n.a.	O=C(O)CSCC(=O)NC1C(=O)SCC1	Training	0
842	n.a.	Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)C(O)CC34)	Training	0
843	n.a.	O=C2CCC3C4CCc1cc(OS(=O)(=O)O)ccc1C4(CCC23(C))	Training	0
844	n.a.	O=C(O)COc1ccc(C(=O)C(=C)CC)c(c1Cl)Cl	Training	0
845	n.a.	O=C(OCCN)CCCCCCCC=CCCCCCCCC	Test	0
846	n.a.	O=S(=O)(N)c2nc1ccc(OCC)cc1s2	Training	0
847	n.a.	O=S(=O)(O)c5cc(c6ccc(N=Nc1ccc(cc1C)c4ccc(N=Nc2ccc3c(c2(O))c(N)c(cc3S(=O)(=O)O)S(=O)(=O)O)c(c4)C)c(O)c6(c5(N)))S(=O)(=O)O	Training	0
849	n.a.	O=C1N=C(N)C(F)=CN1	Training	0
850	n.a.	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C	Training	0
853	n.a.	o1cccc1	Test	0
854	n.a.	O=C2OCCN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	0
855	n.a.	OC1C(OCC(O)(C)C1(NC))OC3C(O)C(OC2OC(CN)CCC2(N))C(N)CC3(N)	Training	0
856	n.a.	c1cc(ccc1C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C)N(C)C	Training	0
857	n.a.	OCC1OC(O)C(N)C(O)C1(O)	Training	0
858	n.a.	O=C(O)CCC(N)C(=O)O	Test	0
859	n.a.	O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	Training	0
861	n.a.	C1CC(C2CC(CCC(C12)C)C(C)C)C	Training	0
863	n.a.	O=C(O)CCc2c1Cc5[nH]c(Cc4[nH]c(Cc3[nH]c(Cc([nH]1)c2C)c(c3C(O)C)C)c(c4C(O)C)C)c(c5CCC(=O)O)C	Training	0
864	n.a.	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	0
865	n.a.	Oc1ccc(cc1)C(CC)C(c2ccc(O)cc2)CC	Test	0
866	n.a.	NC1(C)(CN(CN(CC(CC)CCCC)C1)CC(CC)CCCC)	Training	0
867	n.a.	O=C1N=C(O)N(C(=O)C1(C2=CCCCC2)C)C	Training	0
868	n.a.	n1c[nH]c(c1)CCN	Training	0
869	n.a.	O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))C	Training	0
870	n.a.	O=C1C(OC)=C(OC)C(=O)C(=C1C)CCCCCCCCCCO	Test	0
871	n.a.	O=C(O)CCC(NOC(=O)C(C(=O)C(=O)Nc1ccccc1C(C)(C)C)C)C(=O)COc2c(F)c(F)cc(F)c2(F)	Training	0
872	n.a.	O(c1ccc(cc1)C(c2ccc(cc2)I)=C(c3ccccc3)CC)CCN4CCCC4	Training	0
873	n.a.	O=C(NO)CC(C(=O)NC(C(=O)NC)Cc2c[nH]c1ccccc12)CC(C)C	Training	0
874	n.a.	O=C(O)CCCC=C1CC2CC(O)C(C=CC(O)C(C)CC#CC)C2(C1)	Training	0
875	n.a.	O=C(O)C2=CN(C(=O)N2(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C))C	Test	0
877	n.a.	O=S(=O)(O)CCCCN6c2ccc1ccccc1c2CC6(=CC=CC=CC=CC5=[N+](c4ccc3ccccc3c4C5(C)C)CCCCS(=O)(=O)O)	Training	0
878	n.a.	O=C3N=CNc1c3(ncn1C2OC(CO)C(O)C2(O))	Training	0
879	n.a.	O=C(O)c2c(cc(c(NC(=O)CCCCC(=O)Nc1c(cc(c(C(=O)O)c1I)I)I)c2I)I)I	Training	0
881	n.a.	O=C1C(=COc2ccccc12)c3ccccc3	Training	0
882	n.a.	Oc1ccc(cc1)C(O)C(NC(C)COc2ccccc2)C	Test	0
883	n.a.	O=C1ONC(=O)C1Cc4ccc(OCCc2nc(oc2C)c3ccccc3)cc4	Training	0
884	n.a.	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)C(O)C1(N))C(N)CC2(N))C(O)C(N)C3(O)	Training	0
885	n.a.	O=C2CCCCC2(NC)(c1ccccc1Cl)	Training	0
886	n.a.	O=C2C=C(Oc3c(OC)c1occc1c(OC)c23)C	Training	0
887	n.a.	O=C(C=CC=CCCCCCCCCC)NCC(=O)NC1C(O)C(O)C(OC1(C(O)CO))Nc3ncnc2nc[nH]c23	Test	0
888	n.a.	OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O)	Training	0
889	n.a.	N#CC(C#N)=NNc1ccc(cc1)C2=NNC(=O)CC2C	Training	0
891	n.a.	O=C(N(C)C)C(c1ccccc1)(c2ccccc2)CCN4CCC(O)(c3ccc(cc3)Cl)CC4	Training	0
892	n.a.	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	0
893	n.a.	O=C(NO)C(O)C(C(=O)NC(C(=O)NC)C(C)(C)C)CC(C)C	Test	0
894	n.a.	OC3(c1ccc(cc1)Cl)(c4ccccc4(C2=NCCN23))	Training	0
895	n.a.	O=C(OCC(C)(COC(=O)N)C(C)CC)N	Training	0
896	n.a.	c1ccc(cc1)C(c2ccc(cc2)Cl)N4CCN(Cc3cccc(c3)C)CC4	Training	0
897	n.a.	O=C(OCCN(C)C)COc1ccc(cc1)Cl	Training	0
898	n.a.	O=C(OC3(C(=O)C)(CCC2C4CC(C1=CC(=O)CCC1(C)C4(CCC23(C)))C))C	Test	0
899	n.a.	O=C2NC(c1ccccc1)(C(=O)N2C)CC	Training	0
900	n.a.	O=C2NC(=O)C(c1ccccc1)(C(=O)N2C)CC	Training	0
901	n.a.	O=C(N(c1ccccc1C)C)C2N(C)C(C)CCC2	Training	0
902	n.a.	O=C(OCC(C)(COC(=O)N)CCC)N	Training	0
903	n.a.	Oc1ccc(OC)cc1	Test	0
904	n.a.	O=C(O)COc1ccccc1(C(=O)NCC(OC)C[Hg]O)	Training	0
906	n.a.	O=C1c3ccccc3(N=C(N1c2ccccc2C)C)	Training	0
907	n.a.	O=C1NC(=O)C(C(=O)N1C)(CC=C)C(C=CCC)C	Training	0
908	n.a.	O=C(OC)c1ccccc1(O)	Training	0
909	n.a.	O=C(N)CCC8C1=NC(=C(C7=NC(C)(C6NC(=C(C2=NC(=C1)C(C)(C)C2CCC(=O)N)C)C(C)(CCC(=O)NCC(OP(=O)(O)OC3C(O)C(OC3(CO))n5cnc4cc(c(cc45)C)C)C)C6(CC(=O)N))C(C)(CC(=O)N)C7CCC(=O)N)C)C8(C)(CC(=O)N)	Test	0
910	n.a.	O=C1NCC(C(=O)C1(CC)CC)C	Training	0
912	n.a.	O=C5C=C4C(=C3C(c1ccc(cc1)N(C)C)CC2(C)(C(CCC2(O)(C#CC))C3CC4))CC5	Training	0
913	n.a.	OCC1N(CCCC)CC(O)C(O)C1(O)	Training	0
915	n.a.	O=C(O)C(CC(=O)N1CC2CCCCC2(C1))Cc3ccccc3	Training	0
916	n.a.	O=C(O)C(C)C(OC)C(C)C5OC1(OC(C)(CC1)C2OC(CC)(CC2)C3OC(CC3(C))C4OC(O)(CO)C(C)CC4(C))CC(O)C5(C)	Test	0
917	n.a.	n2c(OC)c(N=C1NCCN1)c(nc2C)Cl	Training	0
919	n.a.	Oc5ccc4c1c5(OC2C(O)C=CC3C(N(CC=C)CCCC123)C4)	Training	0
920	n.a.	O=C1CCC5(O)(C4N(CC=C)CCC25(c3c(OC12)c(O)ccc3C4))	Training	0
921	n.a.	O=C(OC2CCC3C4CCC1=CC(=O)CCC1C4(CCC23(C)))CCCCCCCCC	Training	0
922	n.a.	O=C(O)c5c1[nH]c(Cc4[nH]c(Cc3[nH]c(CC2NC(C1CC(=O)NC(C(=O)O)CC(=O)O)C(CCC(=O)O)C2C)c(c3(C=C))C)c(c4CC)C)c5C	Test	0
923	n.a.	O=C2OC(C)CC=CC=CC=CC=CC(OC1OC(C)C(O)C(N)C1(O))CC4OC(O)(CC(O)CC3OC3(C=C2))CC(O)C4(C(=O)O)	Training	0
924	n.a.	OCC4OC(OC2C(O)C(N)CC(N)C2(OC1CC(CN)C(O)C(O)C1(N)))C(O)C4(OC3OC(CN)C(O)C(O)C3(N))	Training	0
925	n.a.	OCC4OC(OC2C(O)C(N)CC(N)C2(OC1OC(CN)C(O)C(O)C1(N)))C(O)C4(OC3OC(CN)C(O)C(O)C3(N))	Training	0
926	n.a.	O=C(Oc1cccc(c1)[N+](C)(C)C)N(C)C	Training	0
927	n.a.	O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2	Test	0
928	n.a.	O=C(OCC3CN(C)C4Cc2cn(c1cccc(c12)C4(OC)(C3))C)c5cncc(c5)Br	Training	0
929	n.a.	O=C(OCC(COC(=O)c1cnccc1)(COC(=O)c2cnccc2)COC(=O)c3cnccc3)c4cnccc4	Training	0
930	n.a.	O=C(NCCO[N+](=O)[O-])c1cnccc1	Training	0
931	n.a.	O=C(N)c1ccc[n+](c1)C5OC(COP(=O)(O)OP(=O)(O)OCC4OC(n3cnc2c(ncnc23)N)C(O)C4(O))C(O)C5(O)	Training	0
932	n.a.	O=C(O)c2cccnc2(Nc1cccc(c1)C(F)(F)F)	Test	0
933	n.a.	O=[N+]([O-])c2oc(C=NN1CCS(=O)(=O)CC1C)cc2	Training	0
934	n.a.	O=C1NCCN1c2ncc([N+](=O)[O-])s2	Training	0
935	n.a.	O=C(c1ccc(cc1[N+](=O)[O-])C(F)(F)F)C2C(=O)CCCC2(=O)	Training	0
936	n.a.	O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2))[N+](=O)[O-]	Training	0
937	n.a.	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Test	0
938	n.a.	O=C(OC3(C#C)(CCC2C4CCC1=CC(=O)CCC1C4(CCC23(C))))C	Training	0
939	n.a.	O=C1CC3=C(CC1)C4CCC2(C)(C(CCC2(O)(C#C))C4(CC3))	Training	0
940	n.a.	O=C1OC(c2ccc(OC)c(OC)c12)C4c3c(OC)c5OCOc5(cc3CCN4(C))	Training	0
941	n.a.	O=C(N)CNC(=O)C(NC(=O)C4N(C(=O)C1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CSSC1)Cc2ccccc2)Cc3ccccc3)CCC(=O)N)CC(=O)N)CCC4)CCCCN	Training	0
942	n.a.	O=C1OC(C(O1)COC(=O)c2c(nc(n2Cc3ccc(cc3)c5ccccc5(c4nnn[nH]4))CCC)C(O)(C)C)C	Test	0
943	n.a.	O=C(O)C1=CC(=O)NC(=O)N1	Training	0
944	n.a.	O(CCN(C)C)C(c1ccccc1)c2ccccc2C	Training	0
945	n.a.	O=[N+]([O-])c1cc2NC(CNC(C)C)CCc2(cc1CO)	Training	0
946	n.a.	O=C1OCC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	0
947	n.a.	O=C(N(C)C(C)(C)Cc1ccccc1)CN(CC(=O)N(C)C(C)(C)Cc2ccccc2)CCO	Test	0
948	n.a.	OC(COc1ccccc1(OCC=C))CNC(C)C	Training	0
949	n.a.	O=C(c1ccccc1)c2ccc(OC)cc2(O)	Training	0
950	n.a.	O=C1CCC5(O)(C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4))	Training	0
951	n.a.	O=C3N(c1ccccc1)N(c2ccc(O)cc2)C(=O)C3CCCC	Training	0
952	n.a.	Oc1nc(O)c2cn[nH]c2(n1)	Test	0
953	n.a.	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2C(O)C4(C(C=3(O))N(C)C))	Training	0
954	n.a.	O=C(O)C=Cc1ccc(cc1)Cn2cncc2	Training	0
955	n.a.	OCC4OC(OC3C(OC2OC(CO)C(OC1OC(CN)C(O)C(O)C1(N))C2(O))C(O)C(N)CC3(N))C(N)C(O)C4(O)	Training	0
956	n.a.	Oc1ccc2c(c1)C3(C)(CCN(CC=C(C)C)C(C2)C3(C))	Training	0
958	n.a.	OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)Cl	Test	0
959	n.a.	N=C(N)NC(=N)NCCc1ccccc1	Training	0
960	n.a.	O=C3OC(c1ccc(O)cc1)(c2ccc(O)cc2)c4ccccc34	Training	0
961	n.a.	O(c1ccccc1)CC(N(Cc2ccccc2)CCCl)C	Training	0
962	n.a.	Oc1cccc(c1)N(c2ccc(cc2)C)CC3=NCCN3	Training	0
963	n.a.	O=C(O)Cc1ccccc1	Test	0
964	n.a.	OC(c1ccccc1)C(N)C	Training	0
965	n.a.	O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NC	Training	0
968	n.a.	N1CCNCC1	Training	0
969	n.a.	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	0
970	n.a.	O=C1C=CC(=CN1c2ccccc2)C	Test	0
972	n.a.	OC=C	Training	0
973	n.a.	O=C(O)CCc2c1Cc5[nH]c(Cc4[nH]c(Cc3[nH]c(Cc([nH]1)c2C)c(c3CC)C)c(c4C(O)C)C)c(c5CCC(=O)O)C	Training	0
975	n.a.	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	0
976	n.a.	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Training	0
977	n.a.	OC(C)C	Test	0
978	n.a.	O=Cc1c(O)c(ncc1COP(=O)(O)O)C	Training	0
980	n.a.	C#CC4(O)(CCC3C5CCc2cc(OC1CCCC1)ccc2C5(CCC34(C)))	Training	0
981	n.a.	O=C(O)C(OCC)Cc4ccc(OCCN2c3ccccc3(Oc1ccccc12))cc4	Training	0
982	n.a.	O=C1C=C(c2ccccc2(N1))CC(NC(=O)c3ccc(cc3)Cl)C(=O)O	Training	0
983	n.a.	O=C(OC3CC4CN2CCc1c5ccc(OC)cc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Test	0
984	n.a.	O=C(NN1CCCCC1)c4nn(c2ccc(cc2Cl)Cl)c(c3ccc(cc3)Cl)c4C	Training	0
986	n.a.	O=C(NCN1CCCC1)C=4C(=O)C5(O)(C(O)=C3C(=O)c2c(O)cccc2C(O)(C)C3CC5(C(C=4(O))N(C)C))	Training	0
987	n.a.	O=C(O)c4c(C2=C3C=C(C(=O)C(=C3(Oc1c2(cc(c(O)c1I)I)))I)I)c(c(c(c4Cl)Cl)Cl)Cl	Training	0
988	n.a.	O=C(O)CC(O)CC(O)C=CC1C(NC(NC1C(C)C)N(C)S(=O)(=O)C)c2ccc(F)cc2	Training	0
990	n.a.	O=C(O)c1ccccc1(O)	Test	0
991	n.a.	O=C1OC=CC(=C1)C5CCC6(O)(C7CCC4=CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(O)C3(O))CCC4(C)C7(CCC56(C)))	Training	0
992	n.a.	O=C(O)C(N)CC[Se]C	Training	0
994	n.a.	O=C(O)c1ccccc1	Training	0
995	n.a.	O=C(O)O	Training	0
996	n.a.	O=C(O)CC	Test	0
998	n.a.	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	0
999	n.a.	OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O)	Training	0
1000	n.a.	O=S(=O)(Nc1ncnc(OC)c1(OC))c2ccc(N)cc2	Training	0
1001	n.a.	O=S(=O)(Nc1nccc(n1)C)c2ccc(N)cc2	Training	0
1002	n.a.	O=S(=O)(Nc1ncccc1)c2ccc(N)cc2	Test	0
1003	n.a.	Oc1ccc(cc1)C(O)CNC	Training	0
1004	n.a.	n2c1ccccc1c(N)c3ccccc23	Training	0
1005	n.a.	O=C(OCC3OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C3(O))c4cc(O)c(O)c(O)c4	Training	0
1008	n.a.	Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	Training	0
1011	n.a.	O=C(OCCN(C)C)c1ccc(cc1)NCCCC	Test	0
1012	n.a.	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ccnc(c3)c4nn[nH]n4)c5ncc(cc5)C(C)C	Training	0
1013	n.a.	OCCSCCCCCCCCCCSCCO	Training	0
1014	n.a.	O=C(O)C(c2ccc(C(=O)c1ccccc1)s2)C	Training	0
1015	n.a.	O=C(N)c2nc(C1OC(CO)C(O)C1(O))sc2	Training	0
1016	n.a.	O[n+]2nc(N)[n+](O)c1ccccc12	Test	0
1017	n.a.	O=C(OC2CCC1(OC1)C(C2(OC))C3(OC3(CC=C(C)C))(C))NC(=O)CCl	Training	0
1018	n.a.	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)CC1(N))C(N)CC2(N))C(O)C(N)C3(O)	Training	0
1020	n.a.	O=C(O)c2ccccc2(NC(=O)C=Cc1ccc(OC)c(OC)c1)	Training	0
1021	n.a.	O=C(O)Cc2cc(c(Oc1ccc(O)c(c1)I)c(c2)I)I	Training	0
1022	n.a.	O=C1C=CC3(C(=C1)CCC2C4CC(O)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Test	0
1023	n.a.	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34(F)))(C)C)(C)	Training	0
1024	n.a.	O=P(OC)(OC)C(O)C(Cl)(Cl)Cl	Training	0
1025	n.a.	O=C(O)C(Cl)(Cl)Cl	Training	0
1026	n.a.	Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl	Training	0
1027	n.a.	FC(F)(F)c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C	Test	0
1028	n.a.	O=C2N(Cc1ccccc1)C4CS5CCCC5(C4(N2Cc3ccccc3))	Training	0
1029	n.a.	O=S(=O)(O)c5cc(N)c6c(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)O))S(=O)(=O)O)c(c4)C)c(cc6(c5))S(=O)(=O)O	Training	0
1030	n.a.	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	0
1031	n.a.	Oc1ccc(cc1)C(C)(C)CC(C)(C)C	Training	0
1032	n.a.	O=C(N)N	Test	0
1033	n.a.	O=C(O)CCC(N)C=C	Training	0
1034	n.a.	O=C(OC2C(O)(C(=O)OC)C5N(c1cc(OC)c(cc1C45(CCN3CC=CC2(CC)C34))C9(C(=O)OC)(c7[nH]c6ccccc6c7CN8CC(CC(C8)C(F)(F)C)C9))C)C	Training	0
1035	n.a.	OC3CC(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(C)C)))C(=C)CC3	Training	0
1036	n.a.	O=C(Nc1c(cccc1C)C)c2cc(c(cc2(O))Cl)S(=O)(=O)N	Training	0
1037	n.a.	O=C(OC)C3C(O)CCC4CN2CCc1c5ccccc5([nH]c1C2CC34)	Test	0
1038	n.a.	O=C(O)Cc1ccc(OCC=C)c(c1)Cl	Test	1
1039	n.a.	O=C(N(CCC)CCC)Cc2c(nc1ccc(cn12)Cl)c3ccc(cc3)Cl	Test	1
1040	n.a.	c1ccc3c(c1)Nc2ccc(cc2C3CCCN(C)C)Cl	Test	1
1041	n.a.	O=C(O)Cn3c1cc(OC)ccc1c(C(=O)c2ccc(cc2)Cl)c3C	Test	1
1042	n.a.	O=C(Oc1ccc(cc1)C(c2ccc(OC(=O)C)cc2)=C3CCCCC3)C	Test	1
1043	n.a.	O=C2OC=4c1ccccc1S(=O)(=O)N(C=4(C(=O)N2c3ncccc3))C	Test	1
1044	n.a.	O=S(=O)(NC=NCCSCc1nc(N=C(N)N)sc1)c2ccc(cc2)Br	Test	1
1045	n.a.	O=C(c1cc(O)c(O)c(O)c1)c2ccc(O)c(O)c2(O)	Test	1
1046	n.a.	O=C(O)Cc2nc(c1ccc(cc1)Cl)sc2	Test	1
1047	n.a.	O=C1NC(=O)N(C=C1I)C2OC(CO)C(O)C2(F)	Test	1
1048	n.a.	O=C(N3CCN(Cc1ccc2OCOc2(c1))CC3)COc4ccc(cc4)Cl	Test	1
1049	n.a.	O=C(O)Cc1ccc(cc1)CC(C)C	Test	1
1050	n.a.	O=C(O)Cc2cc(ccc2(Nc1c(F)cccc1Cl))C	Test	1
1051	n.a.	NNC(c1ccccc1)C	Test	1
1052	n.a.	c1ccc3c(c1)N(c2ccccc2S3)CC4CN(C)CCC4	Test	1
1053	n.a.	O=[N+]([O-])C=C(NCc1ccc2OCOc2(c1))NCCSCc3oc(cc3)CN(C)C	Test	1
1054	n.a.	O=[N+]([O-])c1nc(n(c1)c2ccc(cc2)[N+](=O)[O-])C	Test	1
1055	n.a.	Nc1cccc3c1CN(C)CC3(c2ccccc2)	Test	1
1056	n.a.	N1CCCCC1CC(C2CCCCC2)C3CCCCC3	Test	1
1057	n.a.	O(c1ccccc1)CC(NN)C	Test	1
1058	n.a.	O=C(N)C4CCN(CCCN3c1ccccc1Sc2ccc(cc23)Cl)CC4	Test	1
1059	n.a.	O=C(N)NS(=O)(=O)c1ccc(N)cc1	Test	1
1060	n.a.	O=S(=O)(Nc1nccs1)c2ccc(N)cc2	Test	1
1061	n.a.	O=C2N(c1nc(nc(c1CC2)C)C)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4)	Test	1
1062	n.a.	Oc2c1ncccc1c(cc2Br)C	Test	1
1063	n.a.	O=C(O)CN(C(c2cccc1c2(ccc(OC)c1C(F)(F)F))=S)C	Test	1
1064	n.a.	O=C(Oc1ccc(cc1)C3(C(=O)N(C(=O)C)c2ccccc23)(c4ccc(OC(=O)C)cc4))C	Test	1
1065	n.a.	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(N)C4(C3))c5ccc(F)cc5(F)	Test	1
1066	n.a.	O=C(O)c1ccc(cc1)NC(OCC)C(=O)c2ccc(cc2)c3ccccc3	Test	1
1067	n.a.	n1cccc(c1)C(=CCN(C)C)c2ccc(cc2)Br	Test	1
1068	n.a.	O=C(c1cc(c(OCCN(CC)CC)c(c1)I)I)c2c3ccccc3(oc2CCCC)	Test	1
