Mol_ID	CAS	SMILES	Status	Exp tox
1069	n.a.	C#CC4(O)(CCC3C5CCC2=Cc1oncc1CC2(C)C5(CCC34(C)))	Test	1
1070	n.a.	O=C3NC(=O)CN3(N=Cc1oc(cc1)c2ccc(cc2)[N+](=O)[O-])	Test	1
1071	n.a.	O=C(OC(C)(C)C)NC(c1ccccc1)C(O)C(=O)OC4C(=C5C(O)C(=O)C6(C)(C(O)CC2OCC2(OC(=O)C)C6(C(OC(=O)c3ccccc3)C(O)(C4)C5(C)C)))C	Test	1
1072	n.a.	O=S(=O)(C)CCNCc1oc(cc1)c4ccc5ncnc(Nc3ccc(OCc2cccc(F)c2)c(c3)Cl)c5(c4)	Test	1
1073	n.a.	O=C1N(N=C(N1CCOc2ccccc2)CC)CCCN4CCN(c3cccc(c3)Cl)CC4	Test	1
1074	n.a.	O=S(=O)(N)c1cc(ccc1C)Nc2nccc(n2)N(c4ccc3c(nn(c3C)C)c4)C	Test	1
1075	n.a.	O=C3Nc1ccc(F)cc1C3(=Cc2[nH]c(c(C(=O)NCCN(CC)CC)c2C)C)	Test	1
1076	n.a.	O=C1C(=C(O)OC(C1)(CCc2ccccc2)CCC)C(c3cccc(c3)NS(=O)(=O)c4ncc(cc4)C(F)(F)F)CC	Test	1
1077	n.a.	O=C1N=C(N)C=CN1C2OC(CO)CC2	Test	1
1078	n.a.	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Test	1
1079	n.a.	O=C(O)c1ccc(cc1)N3NC(NC3(=C2C=CC=CC2(=O)))=C4C=CC=CC4(=O)	Test	1
1080	n.a.	O=C(N)C1=NC=NC1(=NNN(C)C)	Test	1
1081	n.a.	O=C(O)c1cccc(c1)C4=CC=CC(=NNC=2C(=O)N(NC=2C)c3ccc(c(c3)C)C)C4(=O)	Test	1
1082	n.a.	O=C(NC(c1ccccc1)CCN2C4CCC2CC(n3c(nnc3C(C)C)C)C4)C5CCC(F)(F)CC5	Test	1
1083	n.a.	O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6)	Test	1
1084	n.a.	O=C(OC(C)(C)Cc1ccc(cc1)Cl)C(N)C	Test	1
1085	n.a.	O=C(O)c5ccc(Oc1ccc(cc1)CN4CCC2(C(=O)NC(C(=O)N2(CCCC))C(O)C3CCCCC3)CC4)cc5	Test	1
1086	n.a.	O=C([O-])C2OC(OC1C(OS(=O)(=O)[O-])C(OC(O)C1(NC(=O)C))CO)C(O)C(O)C2(O)	Test	1
1087	n.a.	Fc1ccc(cc1Cl)Nc3ncnc2cnc(nc23)NC4CCN(C)CC4	Test	1
1088	n.a.	O=C2Nc6c1nc(cnc1sc6(C(=O)N2CCCCN3CC4c5c(OC)cccc5(OCC4(C3))))c7ccccc7	Test	1
1089	n.a.	N(OC)=C(N)c1ccc(cc1)c2oc(cc2)c3ccc(cc3)C(=NOC)N	Test	1
1090	n.a.	O=C5OC(OCC)C(NC(=O)C4N3C(=O)C(NC(=O)c1nccc2ccccc12)CCC(=O)N3CCC4)C5	Test	1
1091	n.a.	OCC4C=CC(n2cnc1c(nc(nc12)N)NC3CC3)C4	Test	1
1092	n.a.	O=C1Oc2ccc(cc2(N1))Cl	Test	1
1093	n.a.	OCC(NCCNC(CO)CC)CC	Test	1
1094	n.a.	O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Test	1
1095	n.a.	O=C(O)C(c2cccc(Oc1ccccc1)c2)C	Test	1
1096	n.a.	O=C(N)c1cc(ccc1(O))C(O)CNC(C)CCc2ccccc2	Test	1
1097	n.a.	n1c[nH]c2c1NC=NC2=S	Test	1
1098	n.a.	C1=CN(C(N1)=S)C	Test	1
1099	n.a.	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5C(=O)C(=CNN2CCN(C)CC2)C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)=C(O)c5(c(O)c4C))C)C	Test	1
1100	n.a.	O=C(O)CC=2c3cc(F)ccc3(C(=Cc1ccc(cc1)S(=O)C)C=2C)	Test	1
1101	n.a.	C(#CC(C)(C)C)C=CCN(C)Cc2cccc1ccccc12	Test	1
1102	n.a.	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	Test	1
1103	n.a.	O=C(NNCc1ccccc1)c2noc(c2)C	Test	1
1104	n.a.	O=C(O)C(NN)(C)Cc1ccc(O)c(O)c1	Test	1
1105	n.a.	c1ccc(c(c1)CN3Cc2ccsc2CC3)Cl	Test	1
1106	n.a.	N#CC(c1ccc(OC)c(OC)c1)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C	Test	1
1107	n.a.	O=C(O)CCC(NC(=O)C(NC(=O)C1CN=C(C(N)C(C)CC)S1)CC(C)C)C(=O)NC(C(=O)NC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCC2)CC(=O)N)CC(=O)O)Cc3cnc[nH]3)Cc4ccccc4)C(C)CC)CCCN)C(C)CC	Test	0
1108	n.a.	O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(cc1)NCCCC	Test	0
1109	n.a.	c1ccc(cc1)CN(C)C(C)Cc2ccccc2	Test	0
1110	n.a.	O(C(c1ccccc1)c2ccccc2)C4CC3N(C)C(CC3)C4	Test	0
1111	n.a.	O=C([O-])C[N+](C)(C)C	Test	0
1112	n.a.	O=C(OC(C)C[N+](C)(C)C)N	Test	0
1113	n.a.	OC(c1ccccc1)(CCN2CCCCC2)C4CC3C=CC4(C3)	Test	0
1114	n.a.	n1ccccc1C(OCCN(C)C)c2ccc(cc2)Cl	Test	0
1115	n.a.	N(C(=NCCCCCCN=C(N=C(N)Nc1ccc(cc1)Cl)N)N)=C(N)Nc2ccc(cc2)Cl	Test	0
1116	n.a.	O(CCC1N(C)CCC1)C(c2ccccc2)(c3ccc(cc3)Cl)C	Test	0
1117	n.a.	O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC1)C(O)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)CC(C)C)CC(C)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)C(O)C)CCNCS(=O)(=O)O)CCCCC(C)CC	Test	0
1118	n.a.	O=C(N)CCC8C1=NC(=C(C7=NC(C)(C6[N-]C(=C(C2=NC(=C1)C(C)(C)C2CCC(=O)N)C)C(C)(CCC(=O)NCC(OP(=O)(O)OC3C(O)C(OC3(CO))n5cnc4cc(c(cc45)C)C)C)C6(CC(=O)N))C(C)(CC(=O)N)C7CCC(=O)N)C)C8(C)(CC(=O)N)	Test	0
1119	n.a.	O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C)))	Test	0
1120	n.a.	Oc1ccc(cc1)CCC(NCCc2ccc(O)c(O)c2)C	Test	0
1121	n.a.	Oc1cccc(c1)[N+](C)(C)CC	Test	0
1122	n.a.	OC3CC(=CC=C1CCCC2(C)(C1CCC2(C(C=CC(C)C(C)C)C)))C(=C)CC3	Test	0
1123	n.a.	OCCN	Test	0
1124	n.a.	O=P(O)(O)C(O)(C)P(=O)(O)O	Test	0
1125	n.a.	O=C(OCCN1CCCCC1)c2cccc3C(=O)C(=C(Oc23)c4ccccc4)C	Test	0
1126	n.a.	N(=C(N)N)CCN1CCCCCCC1	Test	0
1127	n.a.	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)C(O)C1(O))C(N)CC2(N))C(O)C(N)C3(O)	Test	0
1128	n.a.	O=C([O-])CC(O)C[N+](C)(C)C	Test	0
1129	n.a.	Oc1cc(O)cc(c1)C(O)CNC(C)C	Test	0
1130	n.a.	O=C(NC(CO)CC)C4C=C3c1cccc2c1c(cn2C)CC3N(C)C4	Test	0
1131	n.a.	N=C1N=C(C=C(N)N1(O))N2CCCCC2	Test	0
1132	n.a.	O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C2CCCCC2	Test	0
1133	n.a.	O1CCN(C)C(C)C1c2ccccc2	Test	0
1134	n.a.	NC(C)(C)Cc1ccccc1	Test	0
1135	n.a.	OC(c1ccccc1)(CCN2CCCC2)C3CCCCC3	Test	0
1136	n.a.	O=CC3(O)(C(OC(OC1C(O)C(O)C(N=C(N)N)C(O)C1(N=C(N)N))C3(OC2OC(CO)C(O)C(O)C2(NC)))C)	Test	0
1137	n.a.	O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C	Test	0
1138	n.a.	O=S(=O)(N)c1cc(ccc1(OC))CC(NCCOc2ccccc2(OCC))C	Test	0
